match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_penaltyConceded,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_penaltyWon,stat_hitWoodwork
11450117,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190,97,M,807289,EUR,821750400,G,99,99,False,32.0,15.0,23.0,6.0,10.0,11.0,5.0,21.0,2.0,2.0,14.0,1.0,5.0,7.0,1.0,8.0,1.0,1.0,90.0,50.0,8.4,18.0,0.00161924,0,-0.3575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450117,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173,90,M,189627,EUR,749174400,D,70,70,False,27.0,21.0,5.0,2.0,11.0,13.0,11.0,15.0,,7.0,2.0,3.0,,,,,,,90.0,55.0,6.9,9.0,0.0255222,0,,1.0,1.0,5.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11450117,home,MKE Ankaragücü,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194,313,M,151900,EUR,765072000,D,26,26,False,32.0,28.0,2.0,1.0,22.0,23.0,6.0,9.0,3.0,5.0,5.0,,,,,,,,90.0,49.0,6.7,4.0,0.00139302,0,,,,2.0,1.0,9.0,,4.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
11450117,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189,775,M,858004,EUR,892598400,D,18,18,False,36.0,27.0,5.0,1.0,25.0,29.0,2.0,7.0,,4.0,2.0,,,,,,,,90.0,58.0,7.1,12.0,0.00079314,0,,,,5.0,1.0,4.0,6.0,1.0,3.0,2.0,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
11450117,home,MKE Ankaragücü,Kazımcan Karataş,kazimcan-karatas,K. Karataş,D,88,182,1611,M,1008884,EUR,1042675200,D,35,35,False,11.0,8.0,2.0,2.0,6.0,8.0,2.0,4.0,1.0,3.0,1.0,,,,,,,,45.0,23.0,5.9,6.0,0.00071842,0,,1.0,,4.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,
11450117,home,MKE Ankaragücü,Ali Kaan Güneren,ali-kaan-guneren,A. K. Güneren,M,23,183,28,M,867848,EUR,955152000,M,23,23,False,29.0,24.0,1.0,1.0,13.0,13.0,11.0,18.0,,5.0,5.0,2.0,,,,,,,90.0,47.0,7.1,10.0,0.0162265,3,,2.0,,4.0,1.0,2.0,1.0,,2.0,1.0,2.0,,1.0,2.0,2.0,1.0,,,,2.0,1.0,0.0958,0.1584,,,,,,,,,,
11450117,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170,130,M,182385,EUR,724809600,M,8,8,False,30.0,19.0,6.0,2.0,8.0,13.0,12.0,20.0,1.0,3.0,4.0,1.0,,,,,,,78.0,45.0,6.4,17.0,0.0213352,2,,3.0,1.0,3.0,1.0,1.0,,,,,1.0,,1.0,1.0,2.0,1.0,,,,1.0,,0.0569,,1.0,,,,,,,,,
11450117,home,MKE Ankaragücü,Efkan Bekiroğlu,efkan-bekiroglu,E. Bekiroğlu,M,11,185,168,M,800458,EUR,811036800,M,10,10,False,11.0,6.0,2.0,,4.0,5.0,2.0,6.0,,1.0,1.0,1.0,,,,,,,45.0,17.0,6.2,7.0,0.00134349,1,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,0.0247,,,,,,,,,,,
11450117,home,MKE Ankaragücü,Renaldo Cephas,renaldo-cephas,R. Cephas,F,21,179,811,M,1384968,EUR,944611200,F,29,29,False,11.0,8.0,,,6.0,6.0,2.0,7.0,,5.0,1.0,3.0,,,,,,,67.0,28.0,6.9,10.0,0.0162477,1,,2.0,,4.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,Renaldo Cephas,,,,1.0,0.0427,0.613,,,,,,,,,,
11450117,home,MKE Ankaragücü,Ali Sowe,ali-sowe,A. Sowe,F,9,186,1037,M,238394,EUR,771552000,F,22,22,False,15.0,8.0,1.0,1.0,3.0,5.0,5.0,10.0,3.0,5.0,3.0,1.0,,,,,,,90.0,35.0,6.7,14.0,0.00425047,1,,,,11.0,,2.0,1.0,1.0,,,3.0,,,7.0,2.0,1.0,,,,,1.0,0.1172,0.045,,True,3.0,3.0,,,,,,
11450117,home,MKE Ankaragücü,Riccardo Saponara,riccardo-saponara,R. Saponara,M,,184,173,M,126236,EUR,693273600,F,17,17,False,9.0,7.0,,,3.0,4.0,4.0,6.0,,,3.0,,,,,,,,45.0,16.0,6.5,5.0,0.0122402,0,,1.0,,2.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,
11450117,home,MKE Ankaragücü,Mert Çetin,mert-cetin,M. Çetin,D,4,189,161,M,858148,EUR,852076800,D,45,45,True,20.0,17.0,2.0,,16.0,16.0,1.0,4.0,1.0,3.0,1.0,,,,,,,,45.0,29.0,7.2,3.0,0.00020167,0,,,,,,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11450117,home,MKE Ankaragücü,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185,114,M,120298,EUR,701308800,M,30,30,True,32.0,21.0,4.0,1.0,12.0,15.0,10.0,18.0,,1.0,9.0,,,,,,,,45.0,41.0,6.5,13.0,0.106966,0,,1.0,1.0,3.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
