match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_lastName,player_height,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialLost,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_dispossessed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
13444502,home,Appalachian FC,Juan Rodriguez,Juan Rodriguez,juan-rodriguez,J. Rodriguez,G,13,0,M,2073424,EUR,937612800,G,13,13,False,16.0,12.0,9.0,5.0,0.0,8.0,8.0,4.0,8.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,90.0,25.0,6.1,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444502,home,Appalachian FC,Harri Rowe,Harri Rowe,harri-rowe,H. Rowe,M,,1,,2073417,EUR,974419200,D,2,2,False,16.0,5.0,8.0,,0.0,4.0,7.0,1.0,9.0,,3.0,2.0,2.0,3.0,,,71.0,46.0,6.7,28.0,2,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13444502,home,Appalachian FC,Mohamed Lamine Diakite,Mohamed,mohamed-lamine-diakite,M. L. Diakite,M,18,1,M,949695,EUR,839116800,D,18,18,False,35.0,28.0,7.0,3.0,0.0,17.0,18.0,11.0,17.0,1.0,11.0,1.0,6.0,2.0,,,90.0,49.0,7.1,9.0,0,,,2.0,,,,,,2.0,1.0,Lamine Diakite,195.0,5.0,5.0,1.0,3.0,2.0,,,,,,,,,,,,
13444502,home,Appalachian FC,Matthew Tricker,Matthew Tricker,matthew-tricker,M. Tricker,M,5,1,M,2073438,EUR,1001030400,D,5,5,False,21.0,16.0,4.0,2.0,0.0,12.0,14.0,4.0,7.0,,,2.0,1.0,,,,90.0,26.0,6.0,5.0,1,,,3.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
13444502,home,Appalachian FC,Rashwan Kellman,Rashwan Kellman,rashwan-kellman,R. Kellman,D,4,0,M,1479739,EUR,941500800,D,4,4,False,23.0,19.0,8.0,4.0,0.0,10.0,11.0,9.0,12.0,,3.0,4.0,1.0,2.0,,,90.0,35.0,6.2,6.0,0,,,3.0,,,,,1.0,2.0,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,
13444502,home,Appalachian FC,Andre Applewhaite,Andre Applewhaite,andre-applewhaite,A. Applewhaite,D,3,12,M,1123550,EUR,1023062400,D,3,3,False,22.0,15.0,1.0,,0.0,6.0,11.0,9.0,11.0,2.0,4.0,1.0,3.0,1.0,,,90.0,31.0,6.3,9.0,0,,,1.0,,,,2.0,1.0,,,,187.0,1.0,,,1.0,1.0,,,,,,,,,,,,
13444502,home,Appalachian FC,William Hitchcock,William Hitchcock,william-hitchcock,W. Hitchcock,F,15,0,M,2073443,EUR,1010534400,M,15,15,False,5.0,1.0,3.0,1.0,0.0,,1.0,1.0,4.0,,1.0,,,1.0,,,64.0,7.0,6.3,4.0,1,,,4.0,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,
13444502,home,Appalachian FC,Sam Bayly,Sam Bayly,sam-bayly,S. Bayly,D,,5,M,2073440,EUR,1027036800,M,8,8,False,16.0,11.0,3.0,1.0,0.0,7.0,8.0,4.0,8.0,,,1.0,3.0,,,,64.0,24.0,6.3,11.0,0,1.0,,2.0,,,,1.0,4.0,2.0,,,178.0,,,,,,,,,,,,,,,,,
13444502,home,Appalachian FC,Vincent Montoya,Vincent Montoya,vincent-montoya,V. Montoya,F,6,0,M,2073441,EUR,953769600,M,6,6,False,23.0,17.0,1.0,,0.0,10.0,12.0,7.0,11.0,1.0,7.0,,5.0,1.0,,,90.0,37.0,6.5,11.0,1,,,7.0,2.0,,,1.0,4.0,4.0,,,,2.0,1.0,,4.0,2.0,,,1.0,,,,,,,,,
13444502,home,Appalachian FC,Wilfried Kamden,Wilfried Kamden,wilfried-kamden,W. Kamden,F,17,2,M,2073442,EUR,935107200,M,17,17,False,10.0,6.0,1.0,,0.0,,,6.0,10.0,2.0,2.0,1.0,2.0,1.0,,,81.0,22.0,6.6,10.0,0,5.0,2.0,,,,,,3.0,,2.0,,,,,,,,,,,1.0,,,,,,,,
