match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_unsuccessfulTouch,stat_totalCross,stat_dispossessed,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,captain,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_totalKeeperSweeper
15002176,home,Blackpool,Bailey Peacock-Farrell,,,bailey-peacock-farrell,B. Peacock-Farrell,G,1,194.0,181,M,826259,EUR,846547200.0,G,1,1,False,31.0,16.0,18.0,3.0,0.0,13.0,13.0,3.0,18.0,2.0,6.0,1.0,3.0,5.0,1.0,90.0,41.0,7.4,15.0,87.895193734033,7.0,78.855,24.57,0.9407,1.0,0,0.13,0.04,-0.04,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
15002176,home,Blackpool,Oliver Casey,,,oliver-casey,O. Casey,D,4,188.0,39,M,1009707,EUR,977184000.0,D,4,4,False,58.0,52.0,6.0,2.0,0.0,41.0,42.0,11.0,16.0,2.0,5.0,,,,,90.0,79.0,7.4,6.0,49.754943476837,9.0,22.26,9.555,,,2,0.36,0.01,0.26,,1.0,8.0,1.0,2.0,1.0,3.0,7.0,2.0,1.0,-0.55,,,,,,,,,,,,,,,,,
15002176,home,Blackpool,Fraser Horsfall,,,fraser-horsfall,F. Horsfall,D,5,190.0,14,M,893990,EUR,847756800.0,D,5,5,False,53.0,45.0,3.0,,0.0,38.0,41.0,7.0,12.0,7.0,4.0,,,,,90.0,63.0,7.0,9.0,66.006353641697,9.0,31.5,13.02,,,0,0.14,0.05,0.15,,1.0,7.0,,,,,,,1.0,,1.0,6.0,1.0,,,,,,,,,,,,,,
15002176,home,Blackpool,Zachary Ashworth,Zachary Ashworth,,zachary-ashworth,Z. Ashworth,D,26,176.0,28,M,1083027,EUR,1031270400.0,D,26,26,False,47.0,42.0,8.0,5.0,0.0,27.0,29.0,15.0,18.0,2.0,2.0,,,,,61.0,54.0,7.1,8.0,143.39125054291,17.0,97.965,19.95,,1.0,0,0.48,0.18,-0.14,,4.0,4.0,,,,,1.0,1.0,,,1.0,3.0,,1.0,1.0,2.0,,,,,,,,,,,
15002176,home,Blackpool,Scott Banks,,,scott-banks,S. Banks,M,18,183.0,119,M,944027,EUR,978307200.0,M,23,23,False,24.0,16.0,5.0,1.0,1.0,4.0,8.0,12.0,16.0,2.0,3.0,,,,,57.0,48.0,8.7,16.0,86.240602900597,8.0,-4.725,8.715,,2.0,4,0.64,0.42,0.15,,6.0,2.0,1.0,,,,,,,0.47,1.0,,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,,,,,
15002176,home,Blackpool,George Honeyman,,,george-honeyman,G. C. Honeyman,M,10,173.0,116,M,789859,EUR,778982400.0,M,10,10,False,40.0,35.0,2.0,2.0,2.0,16.0,18.0,19.0,22.0,,3.0,,,,,90.0,57.0,8.3,11.0,66.621884097536,10.0,31.395,9.975,,3.0,0,0.62,0.36,-0.03,,4.0,4.0,2.0,,1.0,2.0,3.0,1.0,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,True,1.0,,,
15002176,home,Blackpool,Jordan Brown,Jordan Brown,,jordan-brown,J. Brown,M,6,181.0,22,M,1035087,EUR,993081600.0,M,6,6,False,37.0,29.0,5.0,1.0,0.0,17.0,18.0,12.0,19.0,1.0,5.0,,,,,61.0,46.0,6.3,10.0,90.705680262147,12.0,33.285,13.86,,,2,-0.14,0.19,-0.1,,4.0,3.0,1.0,1.0,,,2.0,,,-0.12,2.0,,2.0,,,1.0,1.0,1.0,,1.0,,,,,,,
15002176,home,Blackpool,Emil Hansson,,,emil-hansson,E. Hansson,M,7,172.0,242,M,794362,EUR,897868800.0,M,29,29,False,22.0,17.0,,,1.0,9.0,10.0,8.0,12.0,,3.0,,,,,45.0,29.0,6.7,10.0,93.058721168466,7.0,51.66,21.0,,1.0,0,0.12,-0.34,-0.01,,1.0,,,,,1.0,,,,,,,2.0,2.0,,,1.0,,,,,,,1.0,,,
15002176,home,Blackpool,Hayden Coulson,,,hayden-coulson,H. Coulson,D,15,172.0,16,M,803182,EUR,898041600.0,M,15,15,False,54.0,42.0,5.0,3.0,0.0,21.0,23.0,21.0,31.0,2.0,8.0,,,,,90.0,82.0,7.5,16.0,136.53000633006,18.0,73.08,15.12,,1.0,0,0.32,-0.38,0.17,,6.0,11.0,2.0,,1.0,1.0,4.0,4.0,3.0,,1.0,3.0,1.0,1.0,,1.0,3.0,1.0,,,,,,,1.0,,
15002176,home,Blackpool,Ashley Fletcher,,,ashley-fletcher,A. Fletcher,F,11,185.0,221,M,353224,EUR,812592000.0,F,11,11,False,26.0,18.0,2.0,1.0,0.0,8.0,11.0,10.0,15.0,1.0,3.0,,,,,76.0,33.0,8.0,10.0,71.456571302739,6.0,4.725,7.875,,,3,-0.14,0.16,0.14,,4.0,2.0,,1.0,,,,,,0.68,3.0,2.0,1.0,,,,1.0,,,,2.0,2.0,,1.0,,,
