match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_fouls,captain,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_penaltyWon,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded
13981563,home,Cremonese,Emil Audero,emil-audero,E. Audero,G,1,190,10668,M,318603,EUR,853545600,G,1,1,False,28.0,16.0,21.0,9.0,0.0,11.0,13.0,5.0,15.0,1.0,3.0,1.0,1.0,90.0,31.0,6.8,12.0,0.00103941,35.732555301353,8.0,0.42,4.41,0.0321,0,0.059,0.04,-0.04,0.13,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981563,home,Cremonese,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1614,M,1034303,EUR,1044662400,D,24,24,False,40.0,30.0,5.0,3.0,0.0,20.0,23.0,10.0,17.0,3.0,2.0,,,90.0,65.0,7.4,14.0,0.0870293,117.98974224644,16.0,0.105,8.295,,3,,0.31,0.01,-0.03,,3.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.199,1.0,-0.52,,,,,,,,,,,,,,,,,,,,,,,
13981563,home,Cremonese,Federico Baschirotto,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,25.0,19.0,6.0,4.0,0.0,14.0,15.0,5.0,10.0,14.0,1.0,,,90.0,45.0,6.7,8.0,0.00526379,57.482508326386,8.0,14.385,8.61,,0,,0.13,0.01,0.16,,1.0,3.0,,,,,,,,2.0,,,,,3.0,6.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,
13981563,home,Cremonese,Matteo Bianchetti,matteo-bianchetti,M. Bianchetti,D,15,189,177,M,158037,EUR,732326400,D,15,15,False,41.0,34.0,8.0,4.0,0.0,24.0,24.0,10.0,17.0,8.0,2.0,,,88.0,59.0,7.3,10.0,0.00832096,111.31042308341,15.0,32.235,10.815,,1,,0.13,0.1,0.55,,2.0,3.0,,,,1.0,1.0,,,1.0,,0.0493,,0.01,3.0,4.0,1.0,1.0,2.0,True,,,,,,,,,,,,,,,,,
13981563,home,Cremonese,Tommaso Barbieri,tommaso-barbieri,T. Barbieri,M,4,181,494,M,993389,EUR,1030320000,M,4,4,False,24.0,18.0,3.0,1.0,0.0,8.0,9.0,10.0,15.0,,3.0,,,88.0,47.0,6.3,17.0,0.00910313,92.872276261511,10.0,43.785,20.895,,0,,-0.02,0.06,-0.04,,,3.0,2.0,,,,,1.0,,2.0,,,,,1.0,8.0,3.0,1.0,2.0,,,,6.0,2.0,1.0,,,,,,,,,,,,
13981563,home,Cremonese,Martín Payero,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,32,32,False,24.0,18.0,1.0,,0.0,12.0,12.0,6.0,12.0,,7.0,,,90.0,50.0,7.2,15.0,0.0021196,118.52682053518,9.0,102.585,45.78,,2,,-0.03,0.2,0.29,,1.0,11.0,7.0,5.0,,,,2.0,,3.0,1.0,0.2975,,-0.51,2.0,4.0,4.0,1.0,1.0,,,,3.0,,,1.0,2.0,0.1269,,,,,,,,,
13981563,home,Cremonese,Warren Bondo,warren-bondo,W. Bondo,M,38,177,2004,M,1000366,EUR,1063584000,M,38,38,False,23.0,18.0,4.0,1.0,0.0,13.0,15.0,5.0,8.0,,7.0,,,68.0,31.0,6.6,7.0,0.0117991,94.263100502511,11.0,24.675,27.405,,0,,0.07,0.1,0.15,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
13981563,home,Cremonese,Jari Vandeputte,jari-vandeputte,J. Vandeputte,M,27,174,901,M,318645,EUR,824256000,M,27,27,False,26.0,19.0,3.0,,0.0,7.0,10.0,12.0,16.0,1.0,3.0,,,68.0,48.0,7.3,18.0,0.223301,178.04373114407,14.0,73.29,33.705,,0,,0.34,0.13,0.19,,,5.0,4.0,,,,,1.0,,3.0,2.0,,2.0,,1.0,6.0,3.0,1.0,1.0,,,,6.0,,,,,,2.0,1.0,,,,,,,
13981563,home,Cremonese,Romano Floriani Mussolini,romano-floriani-mussolini,R. F. Mussolini,M,22,188,1584,M,1100354,EUR,1043625600,M,22,22,False,28.0,20.0,2.0,,0.0,10.0,13.0,10.0,15.0,7.0,4.0,,,90.0,55.0,7.6,15.0,0.272765,87.873709310462,9.0,64.26,21.84,,0,,0.36,0.19,0.17,,3.0,10.0,3.0,2.0,,,,2.0,,3.0,1.0,,1.0,,1.0,5.0,4.0,1.0,2.0,,Romano,Floriani,1.0,1.0,,,,,,,1.0,,,,,,
13981563,home,Cremonese,Federico Bonazzoli,federico-bonazzoli,F. Bonazzoli,F,90,182,985,M,284363,EUR,864172800,F,90,90,False,29.0,23.0,3.0,1.0,0.0,10.0,10.0,13.0,19.0,,6.0,,,74.0,41.0,7.4,10.0,0.151903,101.73832046935,13.0,51.24,37.695,,3,,0.14,0.26,-0.02,,,4.0,,,1.0,1.0,,,,2.0,3.0,0.959,1.0,0.29,1.0,4.0,1.0,1.0,,,,,,1.0,2.0,,1.0,0.898,,,,1.0,,,,,
