match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_expectedGoals,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_lastManTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches
12530697,home,Eyüpspor,Berke Özer,berke-ozer,B. Özer,G,1,191.0,3020,M,847494,EUR,959212800,G,1,1,False,26.0,24.0,3.0,1.0,0.0,24.0,24.0,2.0,2.0,90.0,28.0,7.0,2.0,0.000115,0,0.1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530697,home,Eyüpspor,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,6,178.0,97,M,828872,EUR,824601600,D,57,57,False,27.0,25.0,1.0,1.0,0.0,14.0,14.0,14.0,,58.0,43.0,6.7,7.0,0.0348376,0,,12.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12530697,home,Eyüpspor,Robin Yalçın,robin-yalcin,R. Yalçın,D,2,183.0,91,M,138154,EUR,759456000,D,6,6,False,84.0,82.0,6.0,6.0,0.0,48.0,50.0,34.0,,90.0,92.0,7.5,2.0,0.0407293,0,,34.0,,,1.0,2.0,,,,4.0,,5.0,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12530697,home,Eyüpspor,Luccas Claro,luccas-claro,L. Claro,D,4,182.0,171,M,998209,EUR,687916800,D,4,4,False,57.0,54.0,5.0,5.0,0.0,31.0,31.0,26.0,,58.0,63.0,7.0,3.0,0.0102345,0,,23.0,,,2.0,3.0,,,1.0,2.0,,3.0,,1.0,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
12530697,home,Eyüpspor,Umut Meraş,umut-meras,U. Meraş,D,77,178.0,154,M,609746,EUR,819417600,D,77,77,False,40.0,37.0,,,0.0,19.0,20.0,21.0,,90.0,56.0,7.1,5.0,0.100069,0,,19.0,1.0,1.0,5.0,6.0,4.0,,3.0,1.0,,7.0,1.0,,,,,,,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
12530697,home,Eyüpspor,Yalçın Kayan,yalcin-kayan,Y. Kayan,M,20,182.0,80,M,945548,EUR,917654400,M,30,30,False,35.0,31.0,3.0,3.0,0.0,18.0,19.0,16.0,,45.0,46.0,6.7,8.0,0.0286427,1,,13.0,,,5.0,2.0,2.0,1.0,2.0,2.0,,5.0,2.0,,1.0,,,,,1.0,1.0,,1.0,,1.0,0.0473,,,,,,,,,,,,
12530697,home,Eyüpspor,Emre Akbaba,emre-akbaba,E. Akbaba,M,8,180.0,414,M,343527,EUR,718156800,M,8,8,False,26.0,24.0,,,2.0,8.0,8.0,19.0,,74.0,46.0,9.6,8.0,0.281882,5,,16.0,1.0,,6.0,5.0,1.0,1.0,2.0,1.0,,3.0,2.0,1.0,1.0,,,1.0,2.0,3.0,1.0,4.0,,2.0,2.0,0.6312,1.0,1.0,3.0,2.0,2.0812,,,,,,,
12530697,home,Eyüpspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178.0,386,M,869839,EUR,843091200,M,19,19,False,22.0,18.0,1.0,1.0,1.0,6.0,7.0,15.0,,90.0,33.0,8.4,7.0,0.464702,5,,12.0,,,3.0,3.0,1.0,2.0,1.0,,,6.0,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,0.8416,1.0,1.0,3.0,1.0,1.1332,1.0,,,,,,
12530697,home,Eyüpspor,Tayfur Bingöl,tayfur-bingol,T. Bingöl,M,75,180.0,459,M,255957,EUR,726710400,M,75,75,False,37.0,35.0,2.0,2.0,0.0,13.0,14.0,23.0,,90.0,54.0,8.2,9.0,0.643827,2,,22.0,,,7.0,6.0,3.0,1.0,1.0,1.0,,5.0,4.0,1.0,2.0,,,,,5.0,3.0,3.0,,2.0,1.0,0.7977,,1.0,1.0,1.0,0.8713,,,,,,,
12530697,home,Eyüpspor,Caner Erkin,caner-erkin,C. Erkin,D,88,181.0,260,M,15680,EUR,591926400,M,88,88,False,34.0,28.0,3.0,3.0,2.0,6.0,6.0,47.0,,90.0,65.0,8.6,22.0,1.68009,0,,29.0,19.0,7.0,1.0,1.0,1.0,,1.0,1.0,,2.0,1.0,,,,,,1.0,,,5.0,1.0,3.0,,,,,,,,,True,,,,,
