match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_hitWoodwork,stat_lastManTackle,stat_bigChanceCreated,stat_wasFouled,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_outfielderBlock,player_sofascoreId,stat_goals
14035922,home,KVC Westerlo,Andreas Jungdal,,,andreas-jungdal,A. Jungdal,G,99,195.0,289,M,963038,EUR,1014336000,G,99,99,False,20.0,19.0,2.0,1.0,0.0,18.0,18.0,1.0,2.0,1.0,13.0,3.0,3.0,1.0,1.0,90.0,32.0,7.0,1.0,0.00051543,0.3726,0,-0.1834,0.02,0.02,-0.04,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035922,home,KVC Westerlo,Lucas Mbamba,Lucas,Mbamba,lucas-mbamba,L. Mbamba,D,23,,129,M,1474426,EUR,1155340800,D,23,23,False,19.0,17.0,,,0.0,7.0,7.0,10.0,12.0,1.0,4.0,,,,,66.0,36.0,5.9,11.0,0.00779126,,1,,0.03,0.05,-0.17,,4.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.1158,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,
14035922,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193.0,768,M,997153,EUR,1049241600,D,40,40,False,79.0,64.0,15.0,6.0,0.0,42.0,46.0,22.0,33.0,9.0,7.0,,,,,90.0,99.0,6.1,18.0,0.0333673,,3,,0.29,0.14,-0.47,,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.2334,-0.43,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14035922,home,KVC Westerlo,Seiji Kimura,,,seiji-kimura,S. Kimura,D,5,186.0,246,M,939399,EUR,998611200,D,5,5,False,82.0,76.0,8.0,3.0,0.0,49.0,53.0,27.0,29.0,2.0,5.0,,,,,90.0,89.0,6.9,6.0,0.0106621,,0,,0.25,0.09,-0.1,,,3.0,4.0,,,,,,,,,4.0,1.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,
14035922,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185.0,426,M,862075,EUR,993686400,D,22,22,False,37.0,31.0,6.0,2.0,0.0,13.0,13.0,18.0,24.0,3.0,5.0,,,,,90.0,58.0,6.7,12.0,0.0640661,,2,,0.31,0.17,-0.18,,3.0,,5.0,2.0,1.0,,1.0,2.0,0.2208,-0.21,2.0,4.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,0.6318,2.0,,,,,,,,,,,,
14035922,home,KVC Westerlo,Doğucan Haspolat,,,dogucan-haspolat,D. Haspolat,M,34,177.0,454,M,846087,EUR,950227200,M,34,34,False,57.0,49.0,4.0,1.0,0.0,14.0,15.0,35.0,42.0,2.0,6.0,,,,,90.0,77.0,7.2,11.0,0.157476,,3,,0.24,0.3,-0.11,,6.0,,2.0,,2.0,2.0,,,0.0694,-0.2,,4.0,2.0,1.0,4.0,1.0,,3.0,,,,,3.0,True,1.0,,,,,,,,,,
14035922,home,KVC Westerlo,Arthur Piedfort,Arthur Piedfort,,arthur-piedfort,A. Piedfort,M,46,186.0,202,M,1149123,EUR,1107216000,M,46,46,False,71.0,63.0,5.0,1.0,0.0,26.0,27.0,37.0,44.0,1.0,4.0,,,,,89.0,86.0,7.3,8.0,0.0268995,,0,,0.21,0.22,0.67,,,2.0,3.0,1.0,,1.0,,,,,1.0,9.0,1.0,,7.0,4.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,
14035922,home,KVC Westerlo,Allahyar Sayyadmanesh,,,allahyar-sayyadmanesh,A. Sayyadmanesh,M,7,182.0,1519,M,905474,EUR,993772800,M,7,7,False,33.0,25.0,3.0,2.0,0.0,7.0,8.0,18.0,25.0,2.0,6.0,,,,,90.0,68.0,7.1,23.0,0.0971395,,1,,0.2,0.45,-0.07,,7.0,1.0,7.0,6.0,1.0,1.0,,,0.0464,-0.06,2.0,9.0,2.0,,4.0,4.0,,2.0,,2.0,,,3.0,,1.0,,1.0,1.0,,,,,,,
14035922,home,KVC Westerlo,Isa Sakamoto,Issai Sakamoto,,isa-sakamoto,I. Sakamoto,M,13,174.0,492,M,1126245,EUR,1061856000,M,13,13,False,30.0,26.0,,,0.0,9.0,11.0,17.0,19.0,,3.0,,,,,90.0,43.0,6.8,10.0,0.248128,,1,,0.27,0.07,-0.09,,,,1.0,3.0,,,6.0,,0.0162,-0.04,,4.0,1.0,1.0,1.0,,,,,3.0,,,2.0,,,,,,1.0,,,,,,
14035922,home,KVC Westerlo,Josimar Alcócer,,,josimar-alcocer,J. Alcócer,M,77,185.0,655,M,1131598,EUR,1089158400,M,77,77,False,13.0,11.0,2.0,1.0,0.0,3.0,3.0,8.0,10.0,,4.0,,,,,45.0,23.0,6.6,6.0,0.0126273,,1,,0.02,0.12,-0.05,,1.0,1.0,5.0,4.0,1.0,,,,0.0328,-0.14,1.0,4.0,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,
14035922,home,KVC Westerlo,Nacho Ferri,,,nacho-ferri,N. Ferri,F,90,192.0,459,M,1196903,EUR,1096934400,F,90,90,False,12.0,8.0,1.0,,0.0,,1.0,8.0,11.0,1.0,2.0,,,,,82.0,27.0,6.1,10.0,0.00960819,,3,,-0.2,0.02,-0.05,,,,6.0,2.0,2.0,,3.0,3.0,0.1083,-0.53,3.0,4.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,
14035922,home,KVC Westerlo,Griffin Yow,,,griffin-yow,G. Yow,M,18,173.0,283,M,979808,EUR,1032912000,F,18,18,True,20.0,16.0,2.0,1.0,0.0,3.0,4.0,13.0,16.0,,5.0,,,,,45.0,35.0,6.7,11.0,0.179377,,1,,0.19,0.2,0.14,,1.0,,4.0,1.0,1.0,1.0,2.0,,0.0354,-0.16,,2.0,,,1.0,1.0,,,3.0,,,,1.0,,,,,1.0,,,,,,,
14035922,home,KVC Westerlo,Adedire Mebude,Adedire Mebude,,adedire-mebude,A. Mebude,F,17,179.0,339,M,1144096,EUR,1085702400,F,11,11,True,13.0,9.0,1.0,,0.0,,,9.0,13.0,,1.0,,,,,24.0,19.0,6.4,6.0,0.00282689,,1,,-0.2,0.12,-0.05,,1.0,,1.0,,,1.0,1.0,,0.0359,-0.13,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,
14035922,home,KVC Westerlo,Kyan Vaesen,,,vaesen-kyan,K. Vaesen,F,17,190.0,139,M,997827,EUR,987120000,F,14,14,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,8.0,3.0,6.2,1.0,8.1e-07,,0,,0.0,-0.02,0.0,,,3.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035922,home,KVC Westerlo,Eliot Bujupi,Eliot Bujupi,,eliot-bujupi,E. Bujupi,F,9,187.0,250,M,1470012,EUR,1151884800,F,9,9,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,1.0,2.0,,,0.0460888,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
14035922,home,KVC Westerlo,Koen Van Langendonck,,,koen-van-langendonck,K. V. Langendonck,G,30,188.0,44,M,247481,EUR,613353600,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035922,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190.0,122,M,38471,EUR,572140800,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035922,home,KVC Westerlo,Serhiy Sydorchuk,,,serhiy-sydorchuk,S. Sydorchuk,M,8,189.0,289,M,81202,EUR,673142400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035922,home,KVC Westerlo,Mathias Fixelles,,,mathias-fixelles,M. Fixelles,M,11,174.0,39,M,876447,EUR,839721600,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035922,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179.0,112,M,997164,EUR,988156800,M,39,39,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035922,away,KRC Genk,Hendrik Van Crombrugge,,,hendrik-van-crombrugge,H. V. Crombrugge,G,1,188.0,195,M,110777,EUR,736128000,G,1,1,False,42.0,39.0,8.0,6.0,0.0,34.0,35.0,5.0,7.0,2.0,9.0,1.0,1.0,,,90.0,50.0,7.4,3.0,0.00292213,0.0921,0,0.6318,0.14,-0.04,0.33,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
14035922,away,KRC Genk,Ken Nkuba,,,nkuba-ken,K. Nkuba,M,27,180.0,165,M,961902,EUR,1011571200,D,27,27,False,29.0,20.0,1.0,,0.0,11.0,16.0,9.0,13.0,5.0,2.0,,,,,89.0,59.0,6.7,16.0,0.0145206,,0,,-0.26,0.13,0.27,,2.0,1.0,7.0,1.0,,1.0,1.0,1.0,,,,4.0,1.0,,4.0,3.0,,,3.0,,,,,,,,,,,,,,,,
