match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_interceptionWon,stat_errorLeadToAShot,stat_fouls,stat_totalContest,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_totalOffside,stat_punches,stat_lastManTackle
12499667,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,1,1,False,32.0,22.0,16.0,6.0,0.0,19.0,25.0,3.0,7.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,90.0,43.0,6.2,10.0,0.00032661,0,-0.8838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499667,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,57.0,43.0,6.0,2.0,0.0,29.0,34.0,14.0,23.0,9.0,10.0,1.0,,,,,90.0,75.0,6.8,16.0,0.146662,0,,4.0,6.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499667,home,SV Werder Bremen,Niklas Stark,niklas-stark,N. Stark,D,4,190,247,M,229544,EUR,797817600,D,4,4,False,43.0,38.0,1.0,1.0,0.0,31.0,34.0,7.0,9.0,4.0,9.0,2.0,,,,,90.0,57.0,6.6,5.0,0.00497714,0,,1.0,4.0,3.0,1.0,,2.0,,,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499667,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,3,3,False,67.0,62.0,8.0,6.0,0.0,48.0,51.0,14.0,16.0,4.0,5.0,2.0,1.0,,,,90.0,81.0,6.4,7.0,0.00695426,0,,,1.0,2.0,1.0,,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
12499667,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,27.0,25.0,1.0,1.0,0.0,18.0,19.0,7.0,8.0,4.0,4.0,3.0,1.0,,,,75.0,41.0,6.5,4.0,0.00668277,1,,3.0,2.0,7.0,,1.0,1.0,1.0,1.0,,,1.0,,2.0,1.0,,,1.0,0.0659,,,,,,,,,,,,,,,
12499667,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,39.0,36.0,1.0,,0.0,16.0,19.0,20.0,23.0,4.0,2.0,6.0,2.0,,,,90.0,64.0,6.1,9.0,0.0739828,4,,3.0,1.0,6.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,2.0,0.4477,3.0,1.0,1.0,0.1166,,,,,,,,,,,
12499667,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,43.0,36.0,5.0,3.0,1.0,19.0,20.0,17.0,24.0,1.0,2.0,3.0,,,,,90.0,57.0,7.3,12.0,0.31553,0,,,,4.0,,,,,,2.0,,1.0,,3.0,2.0,,,,,1.0,,,,1.0,2.0,3.0,,,,,,,,
12499667,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,51.0,41.0,7.0,4.0,1.0,15.0,17.0,27.0,35.0,11.0,1.0,6.0,1.0,,,,89.0,82.0,7.4,25.0,0.716979,1,,2.0,4.0,11.0,1.0,5.0,,3.0,3.0,5.0,,,,,7.0,,,,0.0371,1.0,1.0,,,4.0,,2.0,1.0,,,,,,,
12499667,home,SV Werder Bremen,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1916,M,886737,EUR,918086400,M,19,19,False,24.0,22.0,1.0,1.0,0.0,14.0,15.0,8.0,12.0,5.0,3.0,2.0,1.0,,,,75.0,59.0,6.5,12.0,0.0138911,0,,,,4.0,,3.0,,4.0,1.0,,,1.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,
12499667,home,SV Werder Bremen,Marco Grüll,marco-grull,M. Grüll,F,17,182,648,M,815612,EUR,899683200,F,17,17,False,16.0,13.0,1.0,1.0,0.0,4.0,5.0,10.0,13.0,9.0,,2.0,6.0,,,,83.0,46.0,8.4,14.0,0.0239986,2,,2.0,1.0,10.0,,3.0,,1.0,1.0,3.0,,,,2.0,5.0,,,,0.63,2.0,,2.0,1.0335,2.0,,,1.0,2.0,,,,,,
