match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_aerialLost,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_dispossessed,captain,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalOffside,stat_bigChanceCreated
11391430,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,26.0,15.0,22.0,11.0,8.0,11.0,7.0,15.0,1.0,14.0,3.0,3.0,5.0,90.0,42.0,8.2,11.0,0.00349801,0,1.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391430,home,Montpellier,Bećir Omeragić,becir-omeragic,B. Omeragić,D,27,187,462,M,940918,EUR,1011484800,D,27,27,False,26.0,16.0,5.0,,13.0,13.0,3.0,13.0,3.0,8.0,,,,90.0,40.0,7.3,10.0,0.00941803,0,,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11391430,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,17.0,11.0,2.0,1.0,9.0,12.0,2.0,5.0,10.0,3.0,,,,90.0,32.0,7.4,6.0,0.0006822,2,,4.0,,,,2.0,1.0,,,3.0,2.0,1.0,2.0,1.0,0.1344,,,,,,,,,,,,,,,,
11391430,home,Montpellier,Maxime Estève,maxime-esteve,M. Estève,D,5,192,1470,M,1117223,EUR,1022371200,D,14,14,False,31.0,23.0,5.0,2.0,16.0,18.0,7.0,13.0,3.0,4.0,,,,90.0,45.0,7.3,9.0,0.00427693,0,,5.0,,,,5.0,2.0,2.0,,2.0,4.0,,,3.0,,Maxime Estève,,1.0,1.0,1.0,,,,,,,,,,,
11391430,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,M,29,29,False,15.0,9.0,2.0,,4.0,5.0,5.0,11.0,,1.0,,,,70.0,29.0,6.7,12.0,0.0207971,0,,1.0,,,1.0,1.0,1.0,1.0,,,2.0,,,,,Enzo Tchato Mbiayi,,1.0,1.0,,1.0,1.0,,,,,,,,,
11391430,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,47.0,33.0,12.0,6.0,18.0,20.0,19.0,32.0,1.0,9.0,,,,90.0,63.0,7.9,15.0,0.38394,2,,5.0,2.0,2.0,1.0,1.0,1.0,,5.0,,3.0,,2.0,2.0,0.05,,,1.0,,2.0,5.0,,True,4.0,,,,,,,
11391430,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,33.0,24.0,10.0,6.0,16.0,18.0,8.0,15.0,4.0,12.0,,,,90.0,55.0,7.3,10.0,0.226797,3,,4.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,,4.0,2.0,1.0,,0.1541,,,2.0,1.0,,,,,,1.0,2.0,,,,,
11391430,home,Montpellier,Lucas Mincarelli Davin,mincarelli-davin-lucas,L. M. Davin,D,21,180,94,M,1512339,EUR,1074124800,M,35,35,False,25.0,12.0,6.0,,7.0,11.0,5.0,19.0,1.0,9.0,,,,90.0,48.0,6.5,20.0,0.00152512,0,,2.0,1.0,,,1.0,2.0,1.0,,,5.0,,,1.0,,,,3.0,,,5.0,,,,,,,,,,
11391430,home,Montpellier,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5388,M,876600,EUR,865900800,F,9,9,False,10.0,6.0,1.0,,3.0,5.0,3.0,6.0,,4.0,,,,56.0,21.0,6.5,12.0,0.0224984,0,,3.0,3.0,1.0,,,,,1.0,,5.0,1.0,,1.0,,,,1.0,5.0,2.0,1.0,,,,,,,,,,
11391430,home,Montpellier,Akor Adams,akor-adams,A. Adams,F,9,190,25542,M,946381,EUR,949104000,F,8,8,False,17.0,9.0,2.0,,5.0,8.0,4.0,10.0,,4.0,,,,90.0,38.0,6.5,16.0,0.0172486,7,,5.0,1.0,,,,,,1.0,4.0,7.0,,1.0,4.0,0.8,,,,3.0,1.0,1.0,3.0,,,1.0,3.0,3.0,0.5171,,,
