match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_ownGoals,stat_shotOffTarget,stat_wonTackle,stat_penaltyConceded,stat_dispossessed,stat_unsuccessfulTouch,player_lastName,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_goalAssist,stat_penaltyMiss,stat_goals,stat_hitWoodwork
10407293,home,RFC Seraing,Guillaume Dietsch,guillaume-dietsch,G. Dietsch,G,30,184.0,78,M,986770,EUR,987465600,G,30,30,False,34.0,21.0,29.0,16.0,8.0,12.0,13.0,22.0,9.0,1.0,1.0,1.0,1.0,90.0,39.0,6.1,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407293,home,RFC Seraing,Abdoulaye Sylla,abdoulaye-sylla,A. Sylla,D,2,181.0,339,M,1102501,EUR,955324800,D,2,2,False,45.0,32.0,7.0,2.0,25.0,31.0,8.0,15.0,9.0,,,,,90.0,54.0,6.1,13.0,0,Abdoulaye Sylla,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10407293,home,RFC Seraing,Christophe Lepoint,christophe-lepoint,C. Lepoint,D,,188.0,10,M,45907,EUR,467424000,D,23,23,False,46.0,37.0,10.0,6.0,25.0,29.0,12.0,17.0,7.0,,,,,90.0,58.0,6.4,9.0,1,,,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,1.0,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10407293,home,RFC Seraing,Sandro Trémoulet,sandro-tremoulet,S. Trémoulet,D,18,190.0,152,M,1388249,EUR,942883200,D,17,17,False,41.0,32.0,12.0,6.0,25.0,26.0,8.0,17.0,9.0,,,,,90.0,58.0,6.5,10.0,2,,2.0,1.0,,,5.0,,7.0,,2.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
10407293,home,RFC Seraing,Daniel Opare,daniel-opare,D. Opare,D,,172.0,62,,121251,EUR,656208000,M,40,40,False,14.0,9.0,3.0,2.0,4.0,5.0,5.0,11.0,3.0,,,,,61.0,33.0,6.6,11.0,0,,2.0,,,2.0,3.0,,1.0,,1.0,2.0,1.0,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,
10407293,home,RFC Seraing,Denys Bunchukov,denys-bunchukov,D. Bunchukov,M,6,,14,M,1395863,EUR,1056067200,M,28,28,False,30.0,20.0,3.0,2.0,8.0,13.0,12.0,17.0,5.0,,,,,69.0,41.0,6.4,13.0,0,Denys Bunchukov,,,1.0,4.0,3.0,1.0,2.0,,1.0,2.0,,,,,,1.0,1.0,,,,1.0,,2.0,1.0,,,,,,,,,,,
10407293,home,RFC Seraing,Sambou Sissoko,sambou-sissoko,S. Sissoko,M,6,186.0,49,M,893030,EUR,925171200,M,27,27,False,44.0,32.0,5.0,1.0,21.0,25.0,11.0,20.0,10.0,,,,,90.0,59.0,7.0,16.0,0,,1.0,,1.0,6.0,8.0,1.0,,,2.0,5.0,1.0,2.0,1.0,,1.0,2.0,1.0,,,,3.0,,1.0,,,1.0,,,,,,,,,
10407293,home,RFC Seraing,Leroy Abanda,leroy-abanda,L. A. Mfomo,D,97,178.0,136,M,859030,EUR,960336000,M,11,11,False,10.0,2.0,3.0,,1.0,4.0,3.0,9.0,4.0,,,,,62.0,24.0,6.7,11.0,1,,3.0,2.0,2.0,4.0,1.0,,,,1.0,,,1.0,2.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,
10407293,home,RFC Seraing,Sérgio Conceição,sergio-conceicao,S. Conceição,M,35,180.0,139,M,1010877,EUR,847756800,F,35,35,False,11.0,10.0,,,4.0,5.0,6.0,9.0,3.0,,,,,45.0,19.0,6.8,6.0,1,,3.0,,,,2.0,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,1.0,1.0,,,,,,
10407293,home,RFC Seraing,Marius Mouandilmadji,marius-mouandilmadji,M. Mouandilmadji,F,9,190.0,1382,M,943593,EUR,885427200,F,10,10,False,13.0,5.0,,,3.0,4.0,2.0,9.0,1.0,,,,,61.0,23.0,6.2,14.0,2,,,,6.0,9.0,5.0,,,,,,,2.0,,,5.0,,,,,2.0,,,2.0,4.0,,,,,,1.0,,,,,
