match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_totalContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalCross,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_accurateCross,stat_errorLeadToAShot,captain,stat_lastManTackle,stat_bigChanceMissed,stat_bigChanceCreated,stat_shotOffTarget,stat_punches,player_sofascoreId,stat_goals,stat_totalOffside
13472694,home,Juventude,Jandrei,,,jandrei,Jandrei,G,93,186.0,1016,M,874979,EUR,730944000,G,13,13,False,18.0,15.0,8.0,5.0,0.0,15.0,15.0,3.0,1.0,12.0,1.0,1.0,3.0,2.0,2.0,90.0,33.0,6.6,3.0,0.00014436,0,-0.1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472694,home,Juventude,Luan Freitas,,,luan-freitas,Luan Freitas,D,4,184.0,248,M,986064,EUR,979948800,D,3,3,False,42.0,33.0,5.0,2.0,0.0,21.0,24.0,18.0,1.0,7.0,,,,,,90.0,51.0,6.7,9.0,0.0115647,0,,12.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
13472694,home,Juventude,Rodrigo Sam,,,rodrigo-sam,R. Sam,D,34,185.0,108,M,794640,EUR,806544000,D,34,34,False,48.0,40.0,2.0,,0.0,26.0,29.0,19.0,1.0,9.0,,,,,,90.0,66.0,7.3,10.0,0.0310042,1,,14.0,2.0,4.0,7.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1568,0.7537,1.0,,,,,,,,,,,,,,,
13472694,home,Juventude,Wilker Ángel,,,wilker-angel,W. Ángel,D,4,190.0,807,M,147358,EUR,732412800,D,4,4,False,32.0,28.0,3.0,1.0,0.0,21.0,22.0,10.0,3.0,,,,,,,75.0,40.0,6.7,4.0,0.0026396,1,,7.0,4.0,6.0,5.0,,,1.0,1.0,2.0,4.0,,1.0,1.0,,,0.0078,0.2277,,,,,,,,,,,,,,,,
13472694,home,Juventude,Igor Formiga,,,igor-formiga,Igor Formiga,D,32,175.0,269,M,1009030,EUR,915753600,M,32,32,False,42.0,36.0,3.0,2.0,0.0,14.0,20.0,22.0,1.0,8.0,,,,,,90.0,75.0,7.9,12.0,0.513634,1,,22.0,3.0,3.0,12.0,1.0,2.0,4.0,4.0,1.0,,6.0,1.0,1.0,,,0.0318,0.1177,1.0,3.0,1.0,5.0,,,,,,,,,,,,
13472694,home,Juventude,Caique Gonçalves,,,caique-goncalves,Caique,M,95,178.0,364,M,871032,EUR,813283200,M,95,95,False,50.0,47.0,2.0,2.0,0.0,19.0,21.0,29.0,1.0,14.0,,,,,,90.0,70.0,7.3,9.0,0.037106,1,,28.0,1.0,6.0,7.0,1.0,,4.0,2.0,4.0,,2.0,,1.0,3.0,1.0,0.04,,1.0,2.0,,1.0,1.0,,,,,,,,,,,
13472694,home,Juventude,Peixoto,,,peixoto,Peixoto,M,72,181.0,94,M,1049781,EUR,867628800,M,72,72,False,27.0,20.0,1.0,,0.0,3.0,5.0,22.0,1.0,2.0,,,,,,90.0,51.0,6.4,16.0,0.0396774,1,,17.0,1.0,9.0,4.0,2.0,2.0,1.0,,3.0,2.0,1.0,1.0,,5.0,2.0,0.0321,0.0266,2.0,3.0,1.0,,,1.0,1.0,,,,,,,,,
13472694,home,Juventude,Alan Ruschel,,,alan-ruschel,A. L. Ruschel,D,28,175.0,447,M,551674,EUR,619833600,M,28,28,False,25.0,21.0,,,0.0,12.0,14.0,11.0,2.0,2.0,,,,,,73.0,48.0,7.2,10.0,0.00671454,1,,9.0,1.0,3.0,8.0,1.0,1.0,3.0,3.0,,,3.0,1.0,,,3.0,0.0201,0.0275,1.0,1.0,,1.0,,,,True,1.0,,,,,,,
13472694,home,Juventude,Rafael Bilú,,,rafael-bilu,Rafael Bilú,F,99,174.0,313,M,959005,EUR,924652800,F,99,99,False,10.0,9.0,,,0.0,4.0,4.0,6.0,,1.0,,,,,,59.0,22.0,6.6,9.0,0.0296153,0,,5.0,,5.0,3.0,1.0,,,,,2.0,2.0,,,6.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
13472694,home,Juventude,Nenê,,,nene,Nenê,M,10,181.0,1562,M,5672,EUR,364348800,F,10,10,False,26.0,18.0,3.0,1.0,0.0,8.0,10.0,16.0,1.0,1.0,,,,,,73.0,51.0,7.0,22.0,0.0760627,3,,10.0,,5.0,3.0,1.0,,2.0,2.0,1.0,1.0,,3.0,,5.0,1.0,0.3143,0.6088,2.0,9.0,2.0,,,2.0,,,,1.0,,,,,,
13472694,home,Juventude,Gabriel Veron,,,gabriel-veron,G. Veron,M,27,176.0,2553,M,1002819,EUR,1031011200,F,7,7,False,8.0,5.0,,,0.0,1.0,1.0,7.0,,2.0,,,,,,45.0,17.0,6.5,6.0,0.0745058,0,,4.0,,2.0,2.0,,,1.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,
13472694,home,Juventude,Giovanny,,,giovanny,Giovanny,M,11,175.0,203,M,797649,EUR,874627200,F,11,11,True,20.0,14.0,4.0,3.0,0.0,1.0,1.0,19.0,,3.0,,,,,,45.0,28.0,7.0,8.0,0.0467207,1,,13.0,,2.0,2.0,,,,,,,1.0,1.0,,,2.0,0.0312,0.0519,1.0,,1.0,,,,,,,,,,,,,
13472694,home,Juventude,Ênio,,,enio,Ênio,M,97,168.0,256,M,1015935,EUR,983577600,M,97,97,True,13.0,8.0,,,0.0,3.0,4.0,9.0,,2.0,,,,,,31.0,20.0,7.0,6.0,0.0991872,0,,5.0,,1.0,3.0,,,1.0,,,,1.0,,,,2.0,,,1.0,2.0,,,,2.0,,,,,1.0,,,,,
13472694,home,Juventude,Marcelo Hermes,,,marcelo-hermes,M. Hermes,D,22,177.0,288,M,783490,EUR,791596800,D,22,22,True,12.0,10.0,1.0,,0.0,5.0,5.0,7.0,,,,,,,,17.0,15.0,6.8,3.0,0.0118661,1,,5.0,,,,,,,,,,,1.0,,1.0,,0.1298,0.1274,,,,,,,,,,,,,,,,
13472694,home,Juventude,Gilberto,,,gilberto,Gilberto,F,9,178.0,814,M,158561,EUR,613008000,F,9,9,True,3.0,,,,0.0,,,3.0,,1.0,,,,,,17.0,7.0,6.7,4.0,,1,,,,2.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,0.0885,,,,,1.0,,,,,,,,1.0,,,,
13472694,home,Juventude,Juan Sforza,,,juan-sforza,J. Sforza,M,13,179.0,1614,M,1003013,EUR,1013644800,M,6,6,True,14.0,14.0,1.0,1.0,0.0,3.0,3.0,11.0,,2.0,,,,,,15.0,18.0,6.6,2.0,0.00898392,0,,11.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
13472694,home,Juventude,Ruan Carneiro,,,ruan-carneiro,R. Carneiro,G,21,195.0,70,M,1014248,EUR,638582400,G,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472694,home,Juventude,Abner,Abner,,abner,Abner,D,23,189.0,249,M,1464653,EUR,1082332800,D,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472694,home,Juventude,Ewerthon,,,ewerton,Ewerthon,D,2,171.0,176,M,992512,EUR,971222400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472694,home,Juventude,Reginaldo,,,reginaldo,Reginaldo,D,93,174.0,102,M,555456,EUR,730339200,D,93,93,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472694,home,Juventude,Hudson,,,hudson,Hudson,M,5,181.0,66,M,1148373,EUR,979430400,M,55,55,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472694,home,Juventude,Edison Negueba,Edison Negueba,,edison-negueba,E. Negueba,M,87,167.0,134,M,1200594,EUR,972345600,F,87,87,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472694,home,Juventude,João Paulo Scatolin,João Paulo,Scatolin,joao-paulo-scatolin,J. P. Scatolin,F,90,,20,M,2075060,EUR,1210982400,F,90,90,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472694,away,Palmeiras,Carlos Miguel,,,carlos-miguel,C. Miguel,G,1,204.0,5473,M,973738,EUR,907891200,G,1,1,False,29.0,16.0,19.0,6.0,0.0,14.0,14.0,15.0,2.0,16.0,,7.0,10.0,,,90.0,46.0,9.7,13.0,0.00042221,0,1.9415,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
13472694,away,Palmeiras,Bruno Fuchs,,,bruno-fuchs,B. Fuchs,D,3,190.0,3790,M,973737,EUR,922924800,D,3,3,False,62.0,55.0,11.0,5.0,0.0,36.0,36.0,26.0,7.0,4.0,,,,,,90.0,84.0,8.2,7.0,0.0189251,0,,19.0,2.0,1.0,8.0,,3.0,6.0,6.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
