match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_challengeLost,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_outfielderBlock,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_hitWoodwork
12764377,home,FC Twente,Sam Lammers,sam-lammers,S. Lammers,F,10,191,840,M,804901,EUR,862358400,F,10,10,False,21.0,15.0,,,0.0,2.0,3.0,13.0,18.0,2.0,,,,,90.0,35.0,7.3,12.0,0.045072,2,,,,,,1.0,2.0,5.0,5.0,1.0,1.0,,,,,,3.0,2.0,,,1.0,2.0,0.4791,4.0,1.0,,1.0,0.2211,,,,,,,
12764377,home,FC Twente,Sayfallah Ltaief,sayfallah-ltaief,S. Ltaief,M,47,180,1624,M,1032926,EUR,956361600,M,30,30,True,9.0,7.0,1.0,1.0,0.0,2.0,2.0,5.0,8.0,4.0,,,,,23.0,18.0,7.3,3.0,0.0932226,1,,,,1.0,,,,,6.0,,4.0,4.0,,,,,2.0,,,,,,0.0628,,,,1.0,0.0641,,,,,,,
12764377,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174,168,M,966546,EUR,993600000,M,4,4,True,12.0,12.0,2.0,2.0,0.0,6.0,6.0,6.0,6.0,,,,,,23.0,15.0,6.7,,0.00292109,0,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12764377,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,F,11,11,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,2.0,2.0,,1.0,0.00605969,0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
12764377,home,FC Twente,Issam El Maach,issam-el-maach,I. E. Maach,G,16,187,444,M,904775,EUR,949363200,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,home,FC Twente,Przemysław Tytoń,przemyslaw-tyton,P. Tytoń,G,22,195,453,M,27691,EUR,536716800,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,home,FC Twente,Alec Van Hoorenbeeck,alec-van-hoorenbeeck,A. V. Hoorenbeeck,D,18,187,119,M,974203,EUR,914976000,D,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,home,FC Twente,Gustaf Lagerbielke,gustaf-lagerbielke,G. Lagerbielke,D,14,193,475,M,965263,EUR,955324800,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,home,FC Twente,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,home,FC Twente,Julien Mesbahi,mesbahi-julien,J. Mesbahi,D,24,181,461,M,1470014,EUR,1138665600,D,24,24,True,,,,,,,,,,,,,,,,,,,,0,,Juliën Mesbahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,home,FC Twente,Mats Rots,mats-rots,M. Rots,D,39,185,370,M,1387012,EUR,1142035200,D,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,home,FC Twente,Gijs Besselink,besselink-gijs,G. Besselink,M,6,180,105,M,1440801,EUR,1087344000,M,41,41,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,home,FC Twente,Carel Eiting,carel-eiting,C. Eiting,M,6,178,347,M,803025,EUR,887155200,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,away,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186,12815,M,190419,EUR,789609600,G,40,40,False,41.0,27.0,28.0,14.0,0.0,21.0,27.0,6.0,14.0,12.0,6.0,8.0,,,90.0,60.0,8.5,14.0,0.00190425,0,0.9064,,,,,,,,,,,,,,,,,,Livakovic40,,,,,,,,,,,,,,,1.0,
12764377,away,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184,2870,M,836683,EUR,923097600,D,16,16,False,29.0,22.0,7.0,3.0,0.0,11.0,16.0,11.0,15.0,7.0,,,,,90.0,47.0,6.6,12.0,0.00881549,0,,,,2.0,,,,2.0,2.0,,,,2.0,1.0,2.0,2.0,,,,2.0,,,,2.0,,,,,,,,,,,
12764377,away,Fenerbahçe,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191,1867,M,880207,EUR,822009600,D,50,50,False,42.0,36.0,5.0,,0.0,31.0,31.0,5.0,11.0,6.0,,,,,90.0,51.0,6.7,7.0,0.00149349,0,,,,,,1.0,2.0,3.0,6.0,,,,,4.0,1.0,1.0,3.0,,,,,2.0,,1.0,,,,,,,,,,,
12764377,away,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4708,M,289977,EUR,776390400,D,6,6,False,58.0,48.0,8.0,3.0,0.0,28.0,32.0,20.0,26.0,5.0,,,,,90.0,72.0,7.0,10.0,0.00758957,0,,,,,,2.0,4.0,5.0,5.0,,,,6.0,4.0,,,1.0,,alex_djiku,2.0,,1.0,,,,,,,,1.0,,,,,
12764377,away,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189,3123,M,1048324,EUR,988243200,D,24,24,False,34.0,27.0,5.0,4.0,0.0,13.0,16.0,15.0,23.0,5.0,,,,,90.0,57.0,7.0,14.0,0.0542728,2,,Jayden Oosterwolde,,5.0,1.0,3.0,2.0,8.0,7.0,1.0,,,2.0,1.0,2.0,1.0,3.0,1.0,,,2.0,4.0,0.1132,1.0,,,,,,,,,,,1.0
12764377,away,Fenerbahçe,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27456,M,359272,EUR,840585600,M,34,34,False,59.0,53.0,4.0,2.0,1.0,26.0,27.0,27.0,32.0,6.0,,,,,90.0,69.0,7.4,10.0,0.353306,0,,,,,,1.0,,5.0,3.0,,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,sofyanamrabat,2.0,,1.0,,3.0,1.0,,,,,,,,,,
12764377,away,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,243623,EUR,731289600,M,13,13,False,51.0,44.0,4.0,3.0,0.0,27.0,30.0,17.0,21.0,4.0,,,,,80.0,67.0,6.6,12.0,0.0235392,0,,,,,,,,5.0,6.0,2.0,1.0,,,,3.0,,3.0,,fred08,,,2.0,,2.0,,,,,,,,,,,
12764377,away,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180,4224,M,226986,EUR,805766400,M,17,17,False,15.0,12.0,,,0.0,3.0,3.0,9.0,15.0,2.0,,,,,62.0,22.0,6.5,7.0,0.0406246,0,,,,3.0,,,1.0,3.0,1.0,,,,,,,,,1.0,irfankahveci,,,3.0,,,,,,,,,,,1.0,,
12764377,away,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10874,M,847983,EUR,926294400,M,53,53,False,18.0,11.0,1.0,,0.0,2.0,4.0,10.0,16.0,2.0,,,,,90.0,41.0,6.4,18.0,0.250813,1,,,,2.0,1.0,,,9.0,2.0,3.0,1.0,,1.0,2.0,,,2.0,1.0,szymanski_11,4.0,1.0,1.0,0.0665,6.0,,,,,,1.0,,,,,
12764377,away,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12216,M,38560,EUR,595987200,M,10,10,False,17.0,13.0,1.0,1.0,0.0,2.0,2.0,11.0,15.0,2.0,,,,,80.0,31.0,7.5,8.0,0.044748,1,,,,,,,1.0,3.0,3.0,2.0,,,,,1.0,,1.0,2.0,dusantadic,1.0,,,0.6252,2.0,1.0,,1.0,0.7804,1.0,,True,,,,
12764377,away,Fenerbahçe,Youssef En-Nesyri,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34492,M,846470,EUR,865123200,F,19,19,False,9.0,7.0,,,0.0,2.0,2.0,5.0,7.0,,,,,,62.0,19.0,6.3,6.0,0.00532517,2,,,,,,2.0,3.0,4.0,5.0,,3.0,1.0,1.0,,,,1.0,,ennesyri15,,,,0.1318,2.0,,1.0,1.0,0.26,,,,1.0,,,
12764377,away,Fenerbahçe,Allan Saint-Maximin,allan-saint-maximin,A. Saint-Maximin,F,9,173,12636,M,347010,EUR,858124800,F,97,97,True,15.0,11.0,3.0,2.0,0.0,1.0,1.0,10.0,15.0,1.0,,,,,28.0,19.0,6.7,6.0,0.00750037,0,,,,1.0,,,,,1.0,,,,,,1.0,,,,st_maximin,,,,,1.0,,,,,,,,,,,
12764377,away,Fenerbahçe,Edin Džeko,edin-dzeko,E. Džeko,F,10,193,23278,M,14990,EUR,511401600,F,9,9,True,11.0,8.0,,,0.0,2.0,2.0,6.0,9.0,1.0,,,,,28.0,14.0,6.5,5.0,0.0143322,0,,,,,,,,1.0,,,,,,,,,,,EDzeko,1.0,,,,2.0,,,,,,,,,,,
12764377,away,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,952600,EUR,917308800,M,5,5,True,9.0,8.0,,,0.0,3.0,3.0,5.0,6.0,1.0,,,,,10.0,11.0,6.8,1.0,0.00206154,0,,,,,,,,2.0,2.0,,1.0,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,
12764377,away,Fenerbahçe,Mert Hakan Yandaş,mert-hakan-yandas,M. H. Yandaş,M,8,174,1764,M,856849,EUR,777254400,M,8,8,True,10.0,8.0,1.0,,0.0,2.0,3.0,6.0,8.0,,,,,,10.0,11.0,6.6,3.0,0.0206994,0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,away,Fenerbahçe,Ömer Bircan Camci,omer-bircan-camci,Ö. B. Camci,G,84,190,49,M,1640366,EUR,1170288000,G,84,84,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,away,Fenerbahçe,Osman Ertuğrul Çetin,osman-ertugrul-cetin,O. E. Çetin,G,34,188,500,M,1023481,EUR,1050883200,G,54,54,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,away,Fenerbahçe,Yusuf Akçiçek,akcicek-yusuf,Y. Akçiçek,D,4,193,4010,M,1479523,EUR,1138147200,D,95,95,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,away,Fenerbahçe,Samet Akaydın,samet-akaydin,S. Akaydın,D,3,190,969,M,863600,EUR,763516800,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,away,Fenerbahçe,Cenk Tosun,cenk-tosun,C. Tosun,F,23,183,2904,M,72127,EUR,676252800,F,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764377,away,Fenerbahçe,Cengiz Ünder,cengiz-under,C. Ünder,F,11,173,4739,M,758876,EUR,868838400,F,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,cengizunder,,,,,,,,,,,,,,,,
