match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_bigChanceCreated,stat_totalOffside,stat_lastManTackle,stat_punches,stat_goals,stat_hitWoodwork
11540893,home,Pendikspor,Erdem Canpolat,Erdem Canpolat,,erdem-canpolat,E. Canpolat,G,1,194.0,88,M,1066726,EUR,987120000.0,G,1,1,False,30.0,27.0,7.0,4.0,0.0,26.0,26.0,1.0,4.0,2.0,2.0,1.0,9.0,1.0,1.0,3.0,3.0,2.0,2.0,90.0,40.0,7.4,3.0,0.00068462,0,-0.0465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540893,home,Pendikspor,Erdem Özgenç,,,erdem-ozgenc,E. Özgenç,D,22,177.0,9,M,60332,EUR,461980800.0,D,22,22,False,62.0,55.0,3.0,2.0,0.0,28.0,30.0,27.0,40.0,,1.0,,6.0,,,,,,,90.0,87.0,6.6,18.0,0.0470234,0,,True,8.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11540893,home,Pendikspor,Alpaslan Öztürk,,,alpaslan-ozturk,A. Öztürk,D,33,184.0,46,M,148857,EUR,742780800.0,D,33,33,False,77.0,68.0,6.0,2.0,0.0,43.0,47.0,26.0,31.0,2.0,6.0,2.0,4.0,3.0,,,,,,90.0,91.0,7.1,12.0,0.0334935,3,,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.5271,0.4182,,,,,,,,,,
11540893,home,Pendikspor,Murat Akça,,,murat-akca,M. Akça,D,,184.0,7,M,39551,EUR,647827200.0,D,13,13,False,50.0,47.0,6.0,5.0,0.0,32.0,33.0,15.0,17.0,2.0,6.0,3.0,4.0,2.0,,,,,,68.0,65.0,7.2,5.0,0.0120739,1,,,,,4.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,,1.0,,,0.0203,,3.0,,,,,,,,,
11540893,home,Pendikspor,Nuno Sequeira,,,nuno-sequeira,N. Sequeira,D,6,184.0,51,M,170117,EUR,651024000.0,D,6,6,False,40.0,31.0,5.0,3.0,0.0,15.0,17.0,18.0,30.0,1.0,5.0,,4.0,1.0,,,,,,89.0,73.0,6.8,19.0,0.273666,0,,,7.0,,3.0,,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,,,,,,,1.0,2.0,1.0,1.0,,,,,,
11540893,home,Pendikspor,Endri Çekiçi,,,endri-cekici,E. Çekiçi,M,22,179.0,229,M,187153,EUR,848707200.0,M,8,8,False,26.0,24.0,1.0,1.0,0.0,12.0,12.0,12.0,16.0,,3.0,,4.0,1.0,,,,,,52.0,36.0,6.7,6.0,0.00624867,1,,,2.0,,2.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,,0.0273,,,2.0,1.0,,,,,,,
11540893,home,Pendikspor,Fredrik Midtsjø,,,fredrik-midtsjo,F. Midtsjø,M,,176.0,251,M,98198,EUR,745027200.0,M,18,18,False,68.0,56.0,4.0,2.0,0.0,11.0,12.0,45.0,57.0,2.0,6.0,,4.0,1.0,,,,,,90.0,85.0,7.0,20.0,0.0542049,0,,,1.0,,7.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,3.0,1.0,,,,,,,
11540893,home,Pendikspor,Arnaud Lusamba,,,arnaud-lusamba,A. Lusamba,M,11,180.0,284,M,361342,EUR,852336000.0,M,66,66,False,82.0,72.0,9.0,6.0,0.0,35.0,36.0,37.0,47.0,1.0,4.0,,11.0,1.0,,,,,,89.0,96.0,6.6,17.0,0.0328181,0,,,1.0,1.0,6.0,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,4.0,1.0,1.0,,,,,,
11540893,home,Pendikspor,Leandro Kappel,,,leandro-kappel,L. Kappel,F,,183.0,48,M,136269,EUR,627004800.0,F,7,7,False,18.0,15.0,1.0,1.0,0.0,5.0,5.0,12.0,18.0,,6.0,,5.0,1.0,,,,,,68.0,40.0,7.2,15.0,0.525558,0,,,5.0,,7.0,1.0,2.0,,1.0,,2.0,2.0,2.0,2.0,,,,,,,,6.0,4.0,,1.0,2.0,,,,
11540893,home,Pendikspor,Umut Nayir,,,mehmet-umut-nayir,U. Nayir,F,18,191.0,738,M,284767,EUR,741225600.0,F,17,17,False,31.0,24.0,3.0,,0.0,11.0,11.0,13.0,21.0,1.0,5.0,,1.0,2.0,,,,,,90.0,43.0,6.9,13.0,0.0913907,1,,,1.0,2.0,4.0,1.0,1.0,,,,4.0,,1.0,,,1.0,,,0.0505,,,2.0,2.0,,,,,,,
