match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,player_firstName,player_lastName,player_sofascoreId,stat_bigChanceCreated,stat_clearanceOffLine,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,captain,stat_errorLeadToAGoal,stat_blockedScoringAttempt
12625011,home,Al-Ittihad,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192.0,2722,M,188107,EUR,815097600,G,1,1,False,25.0,18.0,11.0,4.0,0.0,16.0,18.0,2.0,7.0,1.0,1.0,11.0,1.0,4.0,5.0,90.0,41.0,7.5,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625011,home,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173.0,417,M,894437,EUR,921196800,D,13,13,False,25.0,19.0,3.0,,0.0,7.0,7.0,12.0,19.0,3.0,,4.0,,,,85.0,43.0,7.1,10.0,0,1.0,1.0,7.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12625011,home,Al-Ittihad,Abdulelah Al-Amri,abdulelah-al-amri,A. Al-Amri,D,5,185.0,1135,M,881831,EUR,853286400,D,4,4,False,48.0,43.0,6.0,4.0,0.0,29.0,32.0,14.0,17.0,4.0,1.0,6.0,,,,89.0,63.0,7.3,7.0,1,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12625011,home,Al-Ittihad,Saad Al-Mousa,saad-al-mousa,S. Al-Mousa,D,6,182.0,373,M,1134250,EUR,1039478400,D,6,6,False,44.0,41.0,2.0,,0.0,34.0,35.0,7.0,9.0,3.0,,4.0,,,,90.0,57.0,6.6,5.0,0,,,2.0,2.0,,,3.0,1.0,2.0,1.0,,,,,1.0,,1.0,,Saad Al-Mousa,,,,,,,,,,,,
12625011,home,Al-Ittihad,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,15,15,False,14.0,13.0,,,0.0,3.0,4.0,10.0,10.0,1.0,,,,,,35.0,23.0,6.5,2.0,0,,,,,,,1.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
12625011,home,Al-Ittihad,Fabinho,fabinho,Fabinho,M,8,187.0,9249,M,243585,EUR,751334400,M,8,8,False,58.0,53.0,3.0,1.0,0.0,29.0,30.0,24.0,29.0,5.0,2.0,4.0,,,,90.0,67.0,6.4,9.0,0,1.0,,3.0,2.0,,,,,2.0,2.0,,1.0,1.0,,,,1.0,,,,Fabinho,,,,,,,,,,
12625011,home,Al-Ittihad,N'Golo Kanté,ngolo-kante,N. Kanté,M,17,169.0,44806,M,234148,EUR,670204800,M,7,7,False,79.0,70.0,5.0,1.0,0.0,35.0,36.0,35.0,43.0,2.0,1.0,8.0,,,,90.0,95.0,8.2,14.0,0,,,3.0,1.0,,,2.0,2.0,3.0,3.0,3.0,,,,,,3.0,,,,nglkante,1.0,1.0,1.0,,,,,,,
12625011,home,Al-Ittihad,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170.0,7562,M,855817,EUR,931305600,M,19,19,False,41.0,33.0,3.0,2.0,1.0,14.0,15.0,21.0,30.0,3.0,,5.0,,,,90.0,62.0,8.7,15.0,3,4.0,,3.0,,5.0,2.0,,2.0,,,2.0,1.0,,,,,,,,,moussadiaby,1.0,,4.0,2.0,1.0,3.0,1.0,,,
12625011,home,Al-Ittihad,Houssem Aouar,aouar-houssem,H. Aouar,M,10,175.0,14747,M,846081,EUR,899164800,M,10,10,False,47.0,40.0,3.0,1.0,1.0,14.0,16.0,26.0,32.0,5.0,,2.0,,,,90.0,63.0,7.3,15.0,1,1.0,,4.0,2.0,4.0,2.0,,,2.0,1.0,2.0,,1.0,,,,,,,,houssem_aouar,1.0,,1.0,,,1.0,,,,
12625011,home,Al-Ittihad,Steven Bergwijn,steven-bergwijn,S. Bergwijn,M,34,178.0,5144,M,361798,EUR,876268800,M,34,34,False,38.0,33.0,,,0.0,9.0,9.0,25.0,35.0,5.0,1.0,9.0,,,,90.0,58.0,7.2,14.0,1,6.0,,3.0,,3.0,,,2.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,,,,StevenBergwijn,1.0,,2.0,1.0,,,,,,
