match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_bigChanceCreated,stat_interceptionWon,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,player_sofascoreId,stat_hitWoodwork
10913403,home,Al Batin,Martín Campaña,martin-campana,M. Campaña,G,25,186.0,179,M,243045,EUR,612403200.0,G,25,25,False,True,29.0,13.0,28.0,12.0,5.0,7.0,8.0,22.0,1.0,5.0,3.0,4.0,90.0,35.0,7.5,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913403,home,Al Batin,Bassam Al-Hurayji,bassam-al-hurayji,B. Al-Hurayji,D,66,175.0,126,M,1085357,EUR,954288000.0,D,6,6,False,,34.0,26.0,5.0,2.0,9.0,14.0,20.0,23.0,1.0,10.0,,,90.0,59.0,7.9,13.0,1,Mohammed Bassam Alhurayji,,1.0,3.0,3.0,1.0,7.0,5.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,
10913403,home,Al Batin,Mohammed Naji,mohammed-naji,M. Naji,D,4,170.0,4,M,893173,EUR,751939200.0,D,3,3,False,,7.0,7.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,2.0,,,90.0,21.0,7.3,,0,Mohammed,Naji,,,,2.0,2.0,3.0,,,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,
10913403,home,Al Batin,Mudasiru Salifu,mudasiru-salifu,M. Salifu,M,,177.0,195,M,1392856,EUR,859852800.0,D,90,90,False,,12.0,8.0,8.0,5.0,7.0,9.0,1.0,3.0,8.0,3.0,,,90.0,31.0,8.0,6.0,0,Mudasiru,Salifu,,,,1.0,1.0,2.0,,,,,,3.0,,,2.0,2.0,,1.0,,1.0,1.0,,,,,,,,,
10913403,home,Al Batin,Abdullah Al Yousif,abdullah-al-yousif,A. A. Yousif,D,13,175.0,9,M,892897,EUR,878083200.0,D,13,13,False,,28.0,21.0,2.0,2.0,17.0,23.0,4.0,6.0,4.0,11.0,,,90.0,59.0,7.4,14.0,0,,,,1.0,,2.0,6.0,3.0,1.0,1.0,1.0,,,3.0,3.0,2.0,1.0,,1.0,,,,3.0,,,,,,,,,
10913403,home,Al Batin,André Bukia,andre-bukia,A. Bukia,M,95,173.0,95,M,798904,EUR,794188800.0,M,11,11,False,,15.0,11.0,,,3.0,5.0,9.0,13.0,1.0,3.0,,,86.0,40.0,6.7,13.0,2,,,,3.0,1.0,2.0,10.0,6.0,1.0,5.0,4.0,3.0,,,1.0,,1.0,2.0,1.0,,,,,2.0,,,,,,,,
10913403,home,Al Batin,Juan Pedroza,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600.0,M,8,8,False,,16.0,15.0,1.0,1.0,5.0,5.0,10.0,12.0,4.0,7.0,,,90.0,39.0,7.8,3.0,1,,,,1.0,,1.0,5.0,7.0,2.0,,1.0,1.0,,1.0,5.0,3.0,1.0,,2.0,1.0,1.0,,3.0,,1.0,,,,,,,
10913403,home,Al Batin,Nawaf Al-Sehimai,nawaf-al-sehimai,N. Al-Sehimai,M,94,169.0,1,M,923013,EUR,783993600.0,M,94,94,False,,15.0,12.0,1.0,,5.0,6.0,7.0,10.0,,6.0,,,90.0,37.0,6.1,8.0,1,,,,1.0,,1.0,10.0,8.0,5.0,2.0,3.0,2.0,,,1.0,,1.0,5.0,1.0,,,,3.0,,1.0,,,,,,,
10913403,home,Al Batin,Yousef Al-Shammari,yousef-al-shammari,Y. Al-Shammari,F,7,170.0,52,M,917232,EUR,881625600.0,M,7,7,False,,12.0,7.0,1.0,1.0,1.0,1.0,7.0,14.0,3.0,3.0,,,90.0,30.0,6.5,10.0,1,,,,3.0,1.0,2.0,4.0,6.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,,2.0,4.0,,1.0,,1.0,1.0,,,,,,
10913403,home,Al Batin,Rakan Shamlan,rakan-shamlan,R. Shamlan,M,70,175.0,13,M,948599,EUR,900374400.0,F,70,70,False,,27.0,19.0,1.0,1.0,8.0,9.0,12.0,20.0,,4.0,,,61.0,47.0,6.9,11.0,1,,,,2.0,1.0,,3.0,8.0,1.0,1.0,8.0,7.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,
10913403,home,Al Batin,Renzo López,renzo-lopez,R. López,F,31,190.0,440,M,926513,EUR,766454400.0,F,31,31,False,,13.0,10.0,,,2.0,2.0,8.0,13.0,4.0,2.0,,,89.0,38.0,7.7,13.0,5,,,,2.0,,,7.0,8.0,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,5.0,1.0,3.0,2.0,5.0,,,3.0,1.0,,1.0,,,,,
10913403,home,Al Batin,Andrés Roa,andres-roa,A. Roa,F,,175.0,286,M,832707,EUR,738201600.0,M,10,10,True,,13.0,6.0,1.0,,2.0,7.0,5.0,7.0,1.0,7.0,,,29.0,24.0,7.3,8.0,1,,,,1.0,1.0,,2.0,5.0,1.0,,3.0,3.0,,,1.0,,1.0,,1.0,2.0,1.0,,1.0,,1.0,,,,,,,
10913403,home,Al Batin,Yousef Fawaz,yousef-fawaz,Y. Fawaz,M,77,173.0,9,M,1214204,EUR,1013644800.0,F,77,77,True,,,,,,,,,,,,,,11.0,2.0,6.5,,0,Yousef Fawaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913403,home,Al Batin,Faisal Othman,faysal-omar,F. Othman,D,33,186.0,94,M,989762,EUR,858211200.0,D,33,33,True,,,,,,,,,,1.0,,,,1.0,2.0,,,0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
10913403,home,Al Batin,Meshaal Huriss,meshaal-huriss,M. Huriss,G,1,185.0,2,M,1085983,EUR,846892800.0,G,22,22,True,,,,,,,,,,,,,,,,,,0,Meshaal Huriss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913403,home,Al Batin,Bader Alhwidy Alshammary,bader-alhwidy-alshammary,B. A. Alshammary,D,29,,2,M,1085356,EUR,,D,29,29,True,,,,,,,,,,,,,,,,,,0,Bader Alhwidy Alshammary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913403,home,Al Batin,Saqr Al-Enazi,saqr-al-enazi,S. Al-Enazi,D,2,,1,M,1134254,EUR,907372800.0,D,24,24,True,,,,,,,,,,,,,,,,,,0,Saqr Al-Enazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913403,home,Al Batin,Abdullah Al-Barrih,abdullah-al-barrih,A. Al-Barrih,M,10,178.0,1,M,1084261,EUR,868838400.0,M,21,21,True,,,,,,,,,,,,,,,,,,0,Abdullah Al-Barrih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913403,home,Al Batin,Tariq Al Mutairi,tariq-al-mutairi,T. A. Mutairi,M,20,172.0,3,M,1168579,EUR,988243200.0,M,20,20,True,,,,,,,,,,,,,,,,,,0,Tariq Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913403,home,Al Batin,Abdulrahman Saad Al Dhafiri,abdulrahman-saad-al-dhafiri,A. S. A. Dhafiri,F,15,,2,M,1134413,EUR,,F,19,19,True,,,,,,,,,,,,,,,,,,0,Abdulrahman Saad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913403,away,Al-Hilal,Mohammed Al-Owais,mohammed-al-owais,M. Al-Owais,G,33,185.0,753,M,791416,EUR,687052800.0,G,21,21,False,,15.0,13.0,4.0,2.0,12.0,12.0,1.0,3.0,2.0,5.0,2.0,4.0,90.0,24.0,6.9,2.0,0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
10913403,away,Al-Hilal,Nasser Hadhood,nasser-hadhood,N. Hadhood,M,55,170.0,12,M,1385927,EUR,1022803200.0,D,57,57,False,,34.0,27.0,1.0,,13.0,13.0,15.0,22.0,1.0,2.0,,,60.0,44.0,7.0,7.0,0,Nasser Maje Hadhood,,,1.0,1.0,3.0,6.0,3.0,1.0,,,,,,2.0,1.0,,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,
10913403,away,Al-Hilal,Khalifah Al-Dawsari,khalifah-al-dawsari,K. Al-Dawsari,D,4,176.0,460,M,931837,EUR,915235200.0,D,4,4,False,,71.0,67.0,2.0,2.0,44.0,44.0,23.0,27.0,2.0,12.0,,,90.0,81.0,7.2,5.0,0,,,,,,2.0,4.0,4.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,
10913403,away,Al-Hilal,Mohammed Jahfali,mohammed-jahfali,M. Jahfali,D,70,185.0,103,M,791561,EUR,656726400.0,D,70,70,False,,79.0,72.0,12.0,10.0,39.0,43.0,33.0,36.0,1.0,14.0,,,90.0,91.0,7.2,7.0,1,,,,,,,2.0,3.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,1.0,,2.0,,1.0,,,,,,,
10913403,away,Al-Hilal,Nasser Al-Dawsari,nasser-al-dawsari,N. Al-Dawsari,M,16,178.0,1153,M,872607,EUR,914025600.0,D,16,16,False,,52.0,50.0,,,15.0,16.0,37.0,41.0,1.0,7.0,,,90.0,74.0,7.8,6.0,4,,,,5.0,2.0,,2.0,7.0,,,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,,1.0,,2.0,1.0,,,,1.0,,
10913403,away,Al-Hilal,Mohamed Kanno,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,828524,EUR,780192000.0,M,28,28,False,,105.0,97.0,7.0,5.0,28.0,29.0,71.0,80.0,,9.0,,,90.0,130.0,7.4,14.0,2,,,,4.0,2.0,1.0,6.0,7.0,2.0,,4.0,2.0,2.0,,2.0,1.0,2.0,1.0,1.0,3.0,2.0,,4.0,,,,,,,,,
10913403,away,Al-Hilal,Abdullah Otayf,abdullah-otayf,A. Otayf,M,14,176.0,163,M,160925,EUR,712800000.0,M,8,8,False,,116.0,109.0,4.0,3.0,44.0,44.0,65.0,72.0,,7.0,,,59.0,124.0,6.8,9.0,0,,,,,,,7.0,4.0,6.0,1.0,,,,,3.0,2.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,
10913403,away,Al-Hilal,Salman Al-Faraj,salman-al-faraj,S. Al-Faraj,M,7,180.0,489,M,148858,EUR,617932800.0,M,7,7,False,True,59.0,56.0,3.0,3.0,26.0,27.0,30.0,32.0,,3.0,,,45.0,68.0,7.2,4.0,0,,,,,,,,6.0,,,1.0,1.0,,,2.0,2.0,1.0,3.0,,,,,1.0,,,,,,,,,
10913403,away,Al-Hilal,Luciano Vietto,luciano-vietto,L. Vietto,F,19,173.0,1084,M,249407,EUR,755049600.0,F,10,10,False,,42.0,35.0,2.0,1.0,10.0,10.0,26.0,38.0,1.0,3.0,,,71.0,64.0,6.8,19.0,3,,,,6.0,1.0,,5.0,3.0,,3.0,,,3.0,,1.0,,4.0,,2.0,2.0,2.0,,,,,,,,,,,
10913403,away,Al-Hilal,Odion Ighalo,odion-ighalo,O. Ighalo,F,,183.0,2180,M,29774,EUR,613958400.0,F,9,9,False,,9.0,7.0,,,2.0,2.0,5.0,7.0,1.0,1.0,,,90.0,18.0,7.1,3.0,6,,,,,,2.0,4.0,2.0,1.0,,,,2.0,,,,1.0,,2.0,1.0,2.0,,,3.0,1.0,,,,,,,
10913403,away,Al-Hilal,Saleh Al-Shehri,saleh-al-shehri,S. Al-Shehri,F,11,184.0,1112,M,818779,EUR,752112000.0,F,11,11,False,,23.0,18.0,,,5.0,5.0,13.0,18.0,1.0,3.0,,,59.0,33.0,6.6,9.0,3,,,,,,,5.0,2.0,1.0,1.0,1.0,1.0,,,,,3.0,,3.0,2.0,1.0,,1.0,,3.0,1.0,,,,,,
10913403,away,Al-Hilal,André Carrillo,andre-carrillo,A. Carrillo,M,19,180.0,14534,M,115182,EUR,676857600.0,M,19,19,True,,52.0,42.0,9.0,4.0,10.0,11.0,34.0,47.0,,3.0,,,45.0,69.0,6.9,18.0,2,,,,6.0,2.0,2.0,5.0,4.0,,1.0,4.0,2.0,1.0,,1.0,1.0,1.0,,,2.0,1.0,,,,1.0,,,,,,18andrecarrillo,
10913403,away,Al-Hilal,Michael,michael,Michael,M,96,166.0,9025,M,878084,EUR,826588800.0,M,96,96,True,,16.0,10.0,,,,1.0,11.0,18.0,,,,,31.0,36.0,6.8,16.0,1,,,,3.0,1.0,,6.0,8.0,1.0,3.0,9.0,7.0,1.0,,1.0,,3.0,,,1.0,,1.0,,,,,,,,,Michael19,
10913403,away,Al-Hilal,Moussa Marega,moussa-marega,M. Marega,F,7,183.0,1093,M,298300,EUR,671587200.0,F,17,17,True,,8.0,8.0,,,,,8.0,9.0,,3.0,,,31.0,21.0,7.0,4.0,3,,,,1.0,,,2.0,3.0,,1.0,1.0,1.0,1.0,,1.0,,2.0,,1.0,,1.0,,,1.0,1.0,,,,,,,
10913403,away,Al-Hilal,Yasir Al-Shahrani,yasir-al-shahrani,Y. Al-Shahrani,D,12,171.0,762,M,160923,EUR,706752000.0,D,12,12,True,,18.0,17.0,,,3.0,3.0,17.0,23.0,,1.0,,,30.0,33.0,6.8,7.0,0,,,,8.0,3.0,2.0,3.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0
10913403,away,Al-Hilal,Abdullah Al-Hamdan,abdullah-al-hamdan,A. Al-Hamdan,F,9,185.0,1411,M,915991,EUR,937094400.0,F,14,14,True,,15.0,14.0,,,,,15.0,17.0,,,,,19.0,20.0,6.9,3.0,1,,,,2.0,1.0,,4.0,1.0,3.0,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,
10913403,away,Al-Hilal,Habib Al-Wutaian,habib-al-wutaian,H. Al-Wutaian,G,31,183.0,101,M,818596,EUR,839462400.0,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913403,away,Al-Hilal,Mohammed Alkhaibari,mohammed-alkhaibari,M. Alkhaibari,D,23,184.0,21,M,1048753,EUR,1019088000.0,D,67,67,True,,,,,,,,,,,,,,,,,,0,Mohammed Alkhaibari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913403,away,Al-Hilal,Muath Faqeehi,muath-faqeehi,M. Faqeehi,D,42,188.0,464,M,1457521,EUR,1022716800.0,D,42,42,True,,,,,,,,,,,,,,,,,,0,Muath Muath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913403,away,Al-Hilal,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,10,175.0,850,M,1106234,EUR,1056067200.0,M,43,43,True,,,,,,,,,,,,,,,,,,0,Musab Fahz Aljuwayr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
