match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,stat_interceptionWon,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,player_lastName,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_penaltyConceded,stat_bigChanceMissed,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
12624885,home,Al Wehda,Abdullah Hussein Alowayshir,abdullah-hussein-al-owisher,A. H. Alowayshir,G,1,184.0,43,M,976548,EUR,674092800,G,1,1,False,29.0,12.0,27.0,10.0,0.0,4.0,5.0,8.0,24.0,1.0,1.0,7.0,1.0,2.0,1.0,4.0,90.0,37.0,7.2,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624885,home,Al Wehda,Mohamed Al Makahasi,mohamed-al-makahasi,M. Makaazi,M,23,177.0,475,M,970835,EUR,791942400,D,35,35,False,32.0,25.0,6.0,4.0,0.0,10.0,11.0,15.0,24.0,,5.0,4.0,,,,,90.0,57.0,6.7,12.0,0,3.0,2.0,7.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12624885,home,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400,D,22,22,False,18.0,13.0,4.0,2.0,0.0,9.0,11.0,4.0,7.0,1.0,3.0,4.0,,,,,90.0,35.0,7.0,6.0,0,,1.0,2.0,,,7.0,2.0,2.0,2.0,1.0,,1.0,Ali Makki,2.0,,,,,,,,,,,,,,,,,,
12624885,home,Al Wehda,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190.0,4432,M,877103,EUR,699321600,D,5,5,False,30.0,23.0,10.0,7.0,0.0,15.0,18.0,8.0,12.0,2.0,3.0,5.0,,,,,90.0,44.0,7.0,8.0,1,,2.0,3.0,,,6.0,1.0,,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12624885,home,Al Wehda,Meshal Alaeli,meshal-alaeli,M. Alaeli,D,2,,31,M,1495868,EUR,1087430400,D,13,13,False,16.0,9.0,4.0,,0.0,5.0,8.0,5.0,12.0,,7.0,2.0,,,,,68.0,45.0,7.2,15.0,0,4.0,,4.0,2.0,1.0,2.0,,5.0,5.0,1.0,1.0,1.0,Meshal Alaeli,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12624885,home,Al Wehda,Alexandru Crețu,alexandru-cretu,A. Crețu,M,4,189.0,120,M,229678,EUR,704073600,M,6,6,False,10.0,6.0,,,0.0,2.0,3.0,4.0,8.0,1.0,7.0,1.0,,,,,57.0,25.0,6.5,11.0,0,1.0,1.0,6.0,1.0,5.0,1.0,,4.0,4.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
12624885,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,911303,EUR,626832000,M,4,4,False,29.0,20.0,5.0,1.0,0.0,9.0,11.0,11.0,18.0,,3.0,9.0,,,,,77.0,48.0,6.9,12.0,2,,,4.0,,,,,3.0,1.0,2.0,,4.0,,3.0,,,1.0,,,,,,True,2.0,,,,,,,,
12624885,home,Al Wehda,Juninho Bacuna,juninho-bacuna,J. Bacuna,M,4,178.0,542,M,788971,EUR,870912000,M,10,10,False,31.0,25.0,6.0,5.0,0.0,7.0,8.0,18.0,24.0,1.0,6.0,7.0,,,,,90.0,51.0,6.7,12.0,3,1.0,,5.0,2.0,4.0,,,1.0,,2.0,2.0,1.0,,1.0,,,,,1.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,
12624885,home,Al Wehda,Saad Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400,M,18,18,False,16.0,15.0,5.0,4.0,0.0,5.0,5.0,11.0,18.0,,6.0,3.0,,,,,77.0,41.0,6.5,15.0,0,7.0,1.0,6.0,,3.0,,,3.0,2.0,3.0,3.0,2.0,Saad,,,,1.0,1.0,1.0,,,Bguir,,,,,,,,,,
12624885,home,Al Wehda,Mourad Khodari,murad-khadhari,M. Khodari,F,77,171.0,66,M,1517639,EUR,1047427200,F,77,77,False,9.0,7.0,1.0,,0.0,6.0,6.0,1.0,3.0,,2.0,2.0,,,,,57.0,18.0,6.0,5.0,1,,1.0,7.0,1.0,2.0,,,2.0,1.0,,,2.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,
