match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_bigChanceCreated,stat_wasFouled,stat_totalOffside,stat_accurateCross,stat_totalContest,captain,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_hitWoodwork,stat_penaltyWon,stat_penaltyFaced,stat_clearanceOffLine,stat_outfielderBlock,stat_penaltyConceded
11369917,home,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187.0,232,M,156663,EUR,760492800,G,33,33,False,17.0,15.0,6.0,4.0,12.0,13.0,3.0,4.0,7.0,1.0,1.0,90.0,22.0,7.1,2.0,0.00027914,0,0.3425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369917,home,KAA Gent,Ismael Kandouss,,,ismael-kandouss,I. Kandouss,D,27,192.0,739,M,934196,EUR,879292800,D,5,5,False,72.0,62.0,7.0,5.0,32.0,33.0,30.0,40.0,8.0,,,90.0,82.0,7.1,12.0,0.0176679,0,,1.0,3.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11369917,home,KAA Gent,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187.0,1372,M,942213,EUR,855100800,D,4,4,False,68.0,62.0,8.0,4.0,38.0,39.0,24.0,29.0,2.0,,,90.0,79.0,7.5,6.0,0.0621281,1,,,,1.0,,2.0,,9.0,,1.0,1.0,,1.0,0.0819,1.0,,,,,,,,,,,,,,,,,,,,,,
11369917,home,KAA Gent,Jordan Torunarigha,,,jordan-torunarigha,J. Torunarigha,D,25,189.0,608,M,801003,EUR,870912000,D,23,23,False,67.0,62.0,9.0,6.0,35.0,35.0,27.0,32.0,5.0,,,90.0,81.0,8.0,5.0,0.327062,1,,,,,3.0,3.0,,2.0,2.0,2.0,1.0,1.0,1.0,0.0554,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11369917,home,KAA Gent,Matisse Samoise,,,matisse-samoise,M. Samoise,M,18,180.0,256,M,1046245,EUR,1006300800,M,18,18,False,46.0,37.0,7.0,5.0,19.0,21.0,19.0,28.0,6.0,,,90.0,75.0,6.8,14.0,0.341944,0,,3.0,2.0,1.0,10.0,3.0,,,1.0,1.0,,3.0,,,1.0,2.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,
11369917,home,KAA Gent,Sven Kums,,,sven-kums,S. Kums,M,,176.0,162,M,45990,EUR,572832000,M,24,24,False,56.0,45.0,3.0,2.0,14.0,17.0,33.0,44.0,4.0,,,77.0,71.0,7.0,17.0,0.155461,0,,5.0,1.0,,3.0,4.0,,,,4.0,1.0,1.0,,,2.0,1.0,,,,2.0,,True,2.0,,,,,,,,,,,,,,
11369917,home,KAA Gent,Julien De Sart,,,julien-de-sart,J. De Sart,M,4,187.0,181,M,149795,EUR,788140800,M,13,13,False,93.0,70.0,17.0,11.0,37.0,41.0,35.0,55.0,5.0,,,90.0,113.0,8.3,25.0,0.117355,3,,3.0,1.0,5.0,4.0,10.0,,2.0,1.0,2.0,2.0,1.0,1.0,0.8482,2.0,2.0,,3.0,,2.0,,,,2.0,1.0,1.1768,,,,,,,,,,,
11369917,home,KAA Gent,Malick Fofana,Malick Fofana,,malick-fofana,M. Fofana,F,11,169.0,6184,M,1195784,EUR,1112227200,M,19,19,False,33.0,30.0,3.0,1.0,8.0,9.0,23.0,32.0,4.0,,,90.0,64.0,7.7,16.0,0.218164,2,,8.0,,,4.0,2.0,2.0,1.0,1.0,,,,1.0,0.0531,4.0,,2.0,1.0,,1.0,3.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,
11369917,home,KAA Gent,Hyun-Seok Hong,,,hyun-seok-hong,H. Hong,M,24,177.0,1224,M,942937,EUR,929491200,F,7,7,False,46.0,35.0,1.0,1.0,11.0,13.0,25.0,35.0,8.0,,,77.0,58.0,8.0,12.0,0.240617,2,,2.0,1.0,2.0,1.0,5.0,,1.0,2.0,1.0,1.0,1.0,,0.6629,2.0,,,1.0,,1.0,1.0,,,2.0,1.0,1.0953,,1.0,,,,,,,,,
11369917,home,KAA Gent,Hugo Cuypers,,,hugo-cuypers,H. Cuypers,F,9,185.0,1408,M,836289,EUR,855273600,F,11,11,False,28.0,21.0,1.0,1.0,10.0,11.0,11.0,17.0,6.0,,,90.0,46.0,7.3,11.0,0.0104122,4,,,4.0,2.0,11.0,7.0,,1.0,1.0,2.0,1.0,1.0,,1.8868,1.0,5.0,,3.0,1.0,,1.0,,3.0,2.0,1.0,1.4653,,,2.0,1.0,,,,,,,
