match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_aerialLost,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialWon,stat_interceptionWon,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,captain,stat_hitWoodwork,stat_goodHighClaim,stat_totalOffside
11453205,home,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190.0,350,M,63952,EUR,589161600,G,23,23,False,37.0,32.0,10.0,6.0,0.0,32.0,34.0,3.0,1.0,1.0,1.0,2.0,10.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,49.0,7.1,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453205,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,False,17.0,10.0,4.0,2.0,0.0,6.0,7.0,12.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,62.0,30.0,6.8,10.0,1,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11453205,home,Al-Khaleej,Woo-Young Jung,woo-young-jung,W. Jung,M,5,186.0,181,M,147128,EUR,629596800,D,55,55,False,67.0,62.0,6.0,2.0,0.0,46.0,49.0,18.0,3.0,3.0,,,8.0,2.0,2.0,,,,,,90.0,75.0,6.6,7.0,0,16.0,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11453205,home,Al-Khaleej,Lisandro López,lisandro-lopez,L. López,D,17,187.0,201,M,174377,EUR,620611200,D,4,4,False,59.0,54.0,4.0,3.0,0.0,38.0,40.0,19.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,90.0,67.0,6.9,5.0,0,16.0,,,,,1.0,,,Lisandro,López,2.0,4.0,,,,,,,,,,,,,,,
11453205,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200,D,5,5,False,44.0,32.0,2.0,1.0,0.0,16.0,23.0,25.0,4.0,4.0,1.0,2.0,5.0,1.0,1.0,,,,,,90.0,64.0,6.9,18.0,0,17.0,4.0,,2.0,,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
11453205,home,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800,M,15,15,False,13.0,10.0,,,0.0,3.0,4.0,9.0,1.0,1.0,,1.0,3.0,,,,,,,,62.0,21.0,6.4,5.0,0,7.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
11453205,home,Al-Khaleej,Abduleallah Hawsawi,abduleallah-hawsawi,A. Hawsawi,M,77,170.0,210,M,1533745,EUR,991440000,M,18,18,False,20.0,18.0,1.0,1.0,0.0,13.0,13.0,7.0,3.0,6.0,1.0,,1.0,1.0,1.0,,,,,,62.0,32.0,7.1,4.0,0,5.0,,,1.0,,1.0,1.0,3.0,Abduleallah Hawsawi,,,2.0,,1.0,2.0,2.0,,,,,,,,,,,
11453205,home,Al-Khaleej,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182.0,204,M,190171,EUR,796521600,M,8,8,False,31.0,28.0,2.0,1.0,1.0,11.0,12.0,21.0,5.0,4.0,,,,1.0,1.0,,,,,,89.0,46.0,7.5,11.0,2,17.0,2.0,1.0,,1.0,2.0,4.0,3.0,,,,,,2.0,,,1.0,1.0,2.0,,,,,,,,
11453205,home,Al-Khaleej,Khaled Narey,khaled-narey,K. Narey,M,7,180.0,366,M,190065,EUR,774921600,F,7,7,False,19.0,17.0,,,0.0,7.0,8.0,15.0,7.0,3.0,1.0,,3.0,1.0,1.0,,,,,,90.0,34.0,6.5,11.0,0,11.0,4.0,,,2.0,,2.0,1.0,,,,,1.0,1.0,4.0,1.0,,,1.0,,,,,,,,
11453205,home,Al-Khaleej,Mohamed Sherif,mohamed-sherif,M. Sherif,F,10,184.0,13085,M,918784,EUR,823392000,F,9,9,False,12.0,11.0,,,0.0,7.0,7.0,5.0,7.0,4.0,,1.0,1.0,2.0,1.0,,,,,,90.0,25.0,7.1,2.0,2,4.0,,1.0,,3.0,3.0,,,,,,2.0,,,3.0,2.0,,,,mohamed_shereif19,1.0,1.0,1.0,,,,
11453205,home,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000,F,10,10,False,26.0,18.0,3.0,3.0,0.0,6.0,6.0,23.0,1.0,3.0,,,2.0,2.0,,,,,,,89.0,40.0,6.9,11.0,1,14.0,3.0,1.0,,,1.0,1.0,,,,1.0,,2.0,,,,,,1.0,,,,,True,1.0,,
11453205,home,Al-Khaleej,Arif Al-Haydar,arif-al-haydar,A. Al-Haydar,D,25,172.0,6,M,1084262,EUR,866764800,D,25,25,True,15.0,13.0,2.0,2.0,0.0,7.0,8.0,9.0,2.0,2.0,1.0,,1.0,,,,,,,,28.0,24.0,6.7,3.0,2,7.0,2.0,2.0,,1.0,1.0,,,Arif Al-Haydar,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,
11453205,home,Al-Khaleej,Abdullah Al-Shanqiti,abdullah-al-shanqiti,A. Al-Shanqiti,D,13,179.0,10,M,1085896,EUR,914284800,D,13,13,True,17.0,15.0,3.0,2.0,0.0,9.0,9.0,8.0,1.0,1.0,,1.0,,,,,,,,,28.0,21.0,7.3,3.0,0,6.0,,,1.0,,1.0,1.0,1.0,Abdullah Alshenqiti,,,,,,,,1.0,,2.0,,,,,,,,
11453205,home,Al-Khaleej,Abdullah Al-Salem,abdullah-al-salem,A. Al-Salem,F,9,183.0,285,M,818674,EUR,724723200,F,11,11,True,8.0,5.0,1.0,,0.0,1.0,2.0,7.0,4.0,1.0,1.0,,1.0,,,,,,,,28.0,10.0,6.4,5.0,0,4.0,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,
11453205,home,Al-Khaleej,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,D,33,33,True,1.0,1.0,,,0.0,,,1.0,2.0,,1.0,,1.0,,,,,,,,1.0,2.0,,1.0,0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11453205,home,Al-Khaleej,Fwaz Altryes,fwaz-altryes,F. Altryes,F,8,170.0,19,M,902358,EUR,861840000,M,27,27,True,2.0,2.0,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,2.0,,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453205,home,Al-Khaleej,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191.0,32,M,832497,EUR,829267200,G,96,96,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453205,home,Al-Khaleej,Ali Al Shaafi,ali-al-shaafi,A. A. Shaafi,D,94,178.0,8,M,1521166,EUR,1010793600,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Ali Al Shaafi,,,,,,,,,,,,,,,,,,
11453205,home,Al-Khaleej,Mohammed Adams,mohammed-adams,M. Adams,M,,167.0,35,M,881582,EUR,843436800,M,47,47,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453205,home,Al-Khaleej,Mohammed Al Abdullah,mohammed-al-abdullah,M. A. Abdullah,M,19,,3,M,1398849,EUR,1026518400,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Mohammed Al Abdullah,,,,,,,,,,,,,,,,,,
11453205,away,Al-Ittihad,Mohammed Al-Mahasneh,mohammed-al-mahasneh,M. Al-Mahasneh,G,33,180.0,55,M,1018709,EUR,862185600,G,35,35,False,18.0,12.0,11.0,6.0,0.0,9.0,12.0,6.0,1.0,,1.0,2.0,8.0,,,,,,1.0,1.0,90.0,29.0,6.6,6.0,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
11453205,away,Al-Ittihad,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176.0,240,M,818572,EUR,830217600,D,37,37,False,27.0,24.0,3.0,3.0,0.0,5.0,5.0,25.0,3.0,1.0,,1.0,4.0,,,,,,,,90.0,45.0,6.9,10.0,0,19.0,3.0,,,,1.0,1.0,,,,1.0,2.0,,2.0,,,,,1.0,,,,,,,,
11453205,away,Al-Ittihad,Saad Al-Mousa,saad-al-mousa,S. Al-Mousa,D,6,182.0,373,M,1134250,EUR,1039478400,D,30,30,False,35.0,30.0,3.0,,0.0,21.0,23.0,12.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,,90.0,42.0,6.6,5.0,0,9.0,,,,,,,1.0,Saad Al-Mousa,,1.0,2.0,,,,,,,,,,,,,,,
11453205,away,Al-Ittihad,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,15,15,False,51.0,45.0,5.0,2.0,0.0,38.0,40.0,11.0,,2.0,,2.0,3.0,,,,,,,,90.0,60.0,6.9,7.0,1,7.0,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,
11453205,away,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173.0,417,M,894437,EUR,921196800,D,13,13,False,36.0,35.0,,,0.0,21.0,21.0,15.0,2.0,2.0,,1.0,1.0,,,,,,,,85.0,51.0,7.3,6.0,1,14.0,,,,,1.0,3.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,
11453205,away,Al-Ittihad,Awad Al-Nashri,awad-al-nashri,A. Al-Nashri,M,14,176.0,241,M,1048371,EUR,1016150400,M,14,14,False,53.0,51.0,7.0,7.0,0.0,27.0,27.0,26.0,8.0,11.0,1.0,1.0,7.0,8.0,5.0,,,,,,90.0,68.0,7.5,2.0,0,24.0,,,,5.0,2.0,,2.0,Awad Al Nashri,,1.0,,,,,,,,,,,,,,,,
11453205,away,Al-Ittihad,N'Golo Kanté,ngolo-kante,N. Kanté,M,17,169.0,44806,M,234148,EUR,670204800,M,7,7,False,51.0,44.0,1.0,,0.0,23.0,25.0,26.0,3.0,5.0,1.0,2.0,7.0,1.0,1.0,,,,,,90.0,63.0,7.2,8.0,1,21.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,1.0,2.0,2.0,1.0,,3.0,nglkante,1.0,,,True,,,
11453205,away,Al-Ittihad,Marwan Alsahafi,alsahafi-marwan,M. Alsahafi,F,9,179.0,1132,M,1474689,EUR,1076976000,M,17,17,False,20.0,17.0,,,0.0,3.0,4.0,16.0,7.0,6.0,1.0,1.0,4.0,1.0,1.0,,,,,,90.0,38.0,7.5,9.0,2,14.0,,,,1.0,2.0,3.0,,,,1.0,2.0,,,7.0,4.0,1.0,1.0,3.0,,,1.0,,,,,1.0
11453205,away,Al-Ittihad,Saleh Al-Amri,saleh-al-amri,S. Al-Amri,M,93,176.0,147,M,791578,EUR,750556800,M,77,77,False,42.0,35.0,6.0,2.0,0.0,16.0,16.0,28.0,,5.0,,1.0,4.0,,,,,,,,71.0,54.0,7.1,10.0,2,19.0,2.0,,,,,1.0,3.0,,,2.0,,,,1.0,1.0,,2.0,1.0,,,,,,,,
11453205,away,Al-Ittihad,Jota,jota,Jota,F,7,175.0,5337,M,845786,EUR,922752000,M,11,11,False,33.0,25.0,4.0,3.0,0.0,3.0,3.0,34.0,6.0,2.0,1.0,1.0,3.0,,,,,,,,90.0,52.0,6.9,18.0,3,22.0,4.0,1.0,,,1.0,1.0,1.0,,,,,,2.0,3.0,1.0,1.0,2.0,3.0,jotafilipe_7,1.0,,,,,,2.0
11453205,away,Al-Ittihad,Romarinho,romarinho,Romarinho,M,,176.0,1742,M,797619,EUR,660960000,F,90,90,False,29.0,24.0,2.0,1.0,0.0,9.0,9.0,20.0,5.0,3.0,1.0,,,,,,,,,,80.0,40.0,6.4,10.0,3,15.0,,2.0,,2.0,,2.0,1.0,,,1.0,,,2.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,1.0
11453205,away,Al-Ittihad,Farhah Ali Alshamrani,alshamrani-farhah-ali,F. A. Alshamrani,M,29,166.0,121,M,1501453,EUR,1140998400,M,29,29,True,13.0,7.0,2.0,,0.0,1.0,1.0,12.0,1.0,4.0,,,,2.0,1.0,,,,,,19.0,17.0,6.7,7.0,1,6.0,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,
11453205,away,Al-Ittihad,Talal Abubakr Haji,haji-talal-abubakr,T. A. Haji,F,90,175.0,455,M,1501473,EUR,1189900800,F,52,52,True,5.0,4.0,,,0.0,1.0,2.0,3.0,,2.0,,,,,,,,,,,10.0,6.0,6.6,1.0,0,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
11453205,away,Al-Ittihad,Turki Al-Jaadi,turki-al-jaadi,T. Al-Jaadi,D,12,170.0,28,M,1542114,EUR,1048982400,D,19,19,True,6.0,5.0,1.0,,0.0,2.0,2.0,4.0,,,,1.0,1.0,,,,,,,,13.0,7.0,6.6,1.0,0,3.0,,,,,,,,Turki Al Jaadi,,,,,,,,,,,,,,,,,,
11453205,away,Al-Ittihad,Abdullah Al-Jadani,abdullah-al-jadani,A. Al-Jadani,G,30,183.0,41,M,818618,EUR,686707200,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453205,away,Al-Ittihad,Suwailem Al-Manhali,swailem-al-menhali,S. Al-Menhali,D,93,182.0,54,M,1217919,EUR,1082160000,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453205,away,Al-Ittihad,Sultan Farhan,sultan-farhan,S. Farhan,M,5,180.0,54,M,908619,EUR,843609600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453205,away,Al-Ittihad,Hammam Al-Hammami,al-hammami-hammam,H. Al-Hammami,F,22,169.0,198,M,1836904,EUR,1075420800,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Hammam Al-Hammami,,,,,,,,,,,,,,,,,,
