match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalClearance,stat_wasFouled,stat_outfielderBlock,stat_goalAssist,stat_totalCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_keyPass,stat_goals,stat_accurateCross,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves,stat_ownGoals
10438104,home,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,12,12,False,31.0,29.0,4.0,2.0,28.0,29.0,1.0,2.0,8.0,1.0,1.0,1.0,90.0,40.0,6.9,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438104,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,89.0,80.0,9.0,4.0,54.0,55.0,26.0,34.0,5.0,,,,90.0,102.0,6.9,13.0,0,Ousmane,Diomande,ousdiomande,2.0,1.0,7.0,6.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10438104,home,Sporting CP,Sebastián Coates,sebastian-coates,S. Coates,D,4,196,2042,M,47443,EUR,655257600,D,4,4,False,83.0,79.0,6.0,4.0,64.0,66.0,15.0,17.0,7.0,,,,90.0,91.0,7.2,5.0,0,Sebastián,Coates,,1.0,1.0,2.0,3.0,1.0,,,,3.0,1.0,,,,True,1.0,1.0,,,,,,,,,,,,,,,,
10438104,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,False,59.0,57.0,9.0,7.0,36.0,37.0,21.0,22.0,4.0,,,,58.0,62.0,7.1,2.0,0,,,,1.0,,2.0,2.0,,,,,,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
10438104,home,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,M,47,47,False,54.0,41.0,4.0,1.0,25.0,27.0,16.0,28.0,3.0,,,,90.0,80.0,7.3,16.0,2,,,,,,3.0,4.0,1.0,,2.0,2.0,1.0,1.0,1.0,,2.0,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,
10438104,home,Sporting CP,Manuel Ugarte,manuel-ugarte,M. Ugarte,M,25,182,19122,M,846425,EUR,986947200,M,15,15,False,55.0,50.0,4.0,3.0,32.0,33.0,18.0,22.0,8.0,,,,84.0,76.0,7.5,8.0,0,,,ugartemanu,1.0,2.0,10.0,14.0,3.0,,4.0,2.0,1.0,9.0,7.0,1.0,4.0,,,1.0,,,,,,,,,,1.0,,,,,,
10438104,home,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,42.0,36.0,3.0,2.0,16.0,18.0,20.0,25.0,7.0,,,,90.0,56.0,6.4,11.0,1,Hidemasa,Morita,,1.0,2.0,6.0,3.0,1.0,3.0,1.0,,2.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
10438104,home,Sporting CP,Nuno Santos,nuno-santos,N. Santos,M,11,179,1386,M,352882,EUR,792547200,M,11,11,False,61.0,54.0,12.0,11.0,26.0,27.0,28.0,38.0,10.0,,,,90.0,86.0,8.4,13.0,5,Nuno,Santos,,,,2.0,3.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,,,4.0,1.0,1.0,4.0,1.0,,,2.0,1.0,,,,,
10438104,home,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,False,33.0,24.0,1.0,1.0,8.0,9.0,17.0,26.0,2.0,,,,73.0,52.0,7.4,16.0,2,,,,1.0,,5.0,6.0,1.0,,7.0,4.0,,1.0,1.0,1.0,,,,1.0,,,2.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,
10438104,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,F,28,28,False,20.0,19.0,2.0,2.0,5.0,5.0,14.0,15.0,5.0,,,,58.0,29.0,6.8,6.0,0,,,pedroogoncalves28,,1.0,2.0,3.0,,1.0,1.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,
