match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_fouls,stat_aerialLost,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,stat_punches,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated
10886834,home,Bristol Rovers,Anssi Jaakkola,anssi-jaakkola,A. Jaakkola,G,,193.0,28,,8134,EUR,542592000,G,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886834,home,Bristol Rovers,Alfie Kilgour,alfie-kilgour,A. Kilgour,D,5,190.0,21,M,814197,EUR,895449600,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886834,home,Bristol Rovers,Luca Hoole,luca-hoole,L. Hoole,D,2,180.0,36,M,1005898,EUR,1022976000,M,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886834,away,Boreham Wood,Nathan Ashmore,nathan-ashmore,N. Ashmore,G,1,188.0,7,M,140459,EUR,635644800,G,1,1,False,21.0,5.0,21.0,5.0,1.0,1.0,4.0,20.0,2.0,6.0,1.0,2.0,,,90.0,25.0,7.3,16.0,0,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,1.0,,,,,,
10886834,away,Boreham Wood,Will Evans,will-evans,W. Evans,D,5,188.0,8,M,134355,EUR,686966400,D,5,5,False,12.0,5.0,5.0,,2.0,3.0,3.0,9.0,6.0,4.0,,,,,90.0,35.0,8.0,13.0,2,,,1.0,4.0,2.0,,,1.0,,2.0,2.0,1.0,,6.0,,,,,1.0,3.0,3.0,,,1.0,,1.0,,,,,
10886834,away,Boreham Wood,David Stephens,david-stephens,D. Stephens,D,,193.0,5,M,73690,EUR,687744000,D,6,6,False,17.0,7.0,10.0,4.0,5.0,9.0,2.0,8.0,10.0,5.0,,,,,90.0,31.0,7.7,10.0,1,,,,1.0,1.0,,,,,1.0,,,,2.0,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,
10886834,away,Boreham Wood,Jamal Fyfield,jamal-fyfield,J. Fyfield,D,12,185.0,8,M,136132,EUR,606096000,D,12,12,False,9.0,4.0,4.0,,2.0,3.0,2.0,6.0,2.0,4.0,,,,,90.0,24.0,6.9,10.0,0,Jamal,Fyfield,,3.0,1.0,1.0,2.0,1.0,,2.0,2.0,,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,
10886834,away,Boreham Wood,Cameron Coxe,cameron-coxe,C. Coxe,M,2,185.0,12,M,892949,EUR,913939200,M,22,22,False,12.0,6.0,2.0,,2.0,5.0,4.0,11.0,4.0,4.0,,,,,90.0,38.0,6.7,13.0,1,,,1.0,3.0,,,,1.0,,,,,4.0,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,
10886834,away,Boreham Wood,George Broadbent,george-broadbent,G. Broadbent,M,8,175.0,16,M,1049862,EUR,970272000,M,8,8,False,24.0,15.0,5.0,1.0,2.0,4.0,13.0,21.0,4.0,11.0,,,,,90.0,38.0,7.1,10.0,4,,,1.0,4.0,,1.0,,2.0,,1.0,,2.0,1.0,1.0,,,2.0,,2.0,,,1.0,,,,,,1.0,1.0,1.0,
10886834,away,Boreham Wood,Jack Payne,jack-payne,J. Payne,M,4,175.0,4,M,43355,EUR,691891200,M,17,17,False,27.0,20.0,8.0,6.0,6.0,8.0,14.0,19.0,4.0,10.0,,,,,90.0,43.0,7.5,9.0,1,,,1.0,6.0,2.0,2.0,1.0,,,5.0,3.0,1.0,,3.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,
10886834,away,Boreham Wood,Zak Brunt,zak-brunt,Z. Brunt,M,8,176.0,35,M,1049851,EUR,1005955200,M,20,20,False,29.0,20.0,8.0,3.0,3.0,4.0,19.0,31.0,2.0,9.0,,,,,76.0,45.0,7.0,16.0,0,,,,,,3.0,1.0,,,,,2.0,6.0,5.0,2.0,,,2.0,,1.0,2.0,,,,,,,,,,1.0
10886834,away,Boreham Wood,Oluwafemi Ilesanmi,oluwafemi-ilesanmi,O. Ilesanmi,D,3,185.0,14,M,860446,EUR,671932800,M,3,3,False,23.0,17.0,3.0,1.0,5.0,6.0,14.0,21.0,1.0,11.0,,,,,90.0,48.0,7.0,14.0,3,,,,2.0,1.0,2.0,1.0,,,2.0,,,4.0,4.0,2.0,1.0,2.0,2.0,1.0,,1.0,,,,,,,,,,
10886834,away,Boreham Wood,Lee Ndlovu,lee-ndlovu,L. Ndlovu,F,39,178.0,48,M,859921,EUR,786844800,F,9,9,False,12.0,11.0,,,2.0,2.0,9.0,10.0,1.0,4.0,,,,,71.0,20.0,6.5,7.0,0,,,,1.0,,,3.0,,,,,1.0,,2.0,1.0,2.0,,,,,,,1.0,,,,1.0,,,,
10886834,away,Boreham Wood,Danny Newton,danny-newton,D. Newton,F,9,178.0,13,M,198184,EUR,669254400,F,11,11,False,19.0,8.0,6.0,1.0,3.0,3.0,5.0,17.0,2.0,1.0,,,,,90.0,35.0,6.1,21.0,3,,,2.0,2.0,,,7.0,,,,,,1.0,9.0,1.0,1.0,,,1.0,4.0,3.0,,,2.0,,,,,1.0,,
10886834,away,Boreham Wood,Tyrone Marsh,tyrone-marsh,T. Marsh,M,10,180.0,10,M,151115,EUR,756691200,F,10,10,True,4.0,2.0,,,1.0,1.0,2.0,4.0,,,,,,,19.0,9.0,6.5,6.0,0,,,1.0,1.0,,,3.0,,,,,1.0,1.0,4.0,,,,1.0,,3.0,1.0,,,,,,1.0,,,,
10886834,away,Boreham Wood,Josh Rees,josh-rees,J. Rees,M,8,175.0,20,M,555418,EUR,749692800,M,7,7,True,2.0,,1.0,,,,,2.0,,1.0,,,,,14.0,3.0,6.6,2.0,0,Josh,Rees,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10886834,away,Boreham Wood,George Williams,george-williams,G. Williams,M,7,172.0,11,M,102740,EUR,747360000,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886834,away,Boreham Wood,Érico Sousa,erico-sousa,É. Sousa,M,7,170.0,30,M,803987,EUR,794966400,M,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886834,away,Boreham Wood,Dennon Lewis,lewis-dennon,D. Lewis,M,,178.0,21,M,847106,EUR,863136000,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886834,away,Boreham Wood,Bruno Andrade,bruno-andrade,B. Andrade,F,,175.0,33,M,139869,EUR,749520000,F,21,21,True,,,,,,,,,,,,,,,,,,,0,Bruno,Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886834,away,Boreham Wood,Danny Elliott,danny-elliott,D. Elliott,F,10,183.0,32,M,881753,EUR,812332800,F,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
