match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_totalTackle,stat_fouls,stat_shotOffTarget,stat_hitWoodwork,stat_clearanceOffLine,stat_goalAssist,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,stat_challengeLost,stat_dispossessed,captain,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_punches,stat_wonContest
10408341,home,Espanyol,Álvaro Fernández,alvaro-fernandez,Á. Fernández,G,25,186,269,M,852412,EUR,892425600,G,25,25,False,30.0,19.0,20.0,9.0,11.0,13.0,8.0,17.0,8.0,1.0,1.0,3.0,90.0,36.0,7.4,11.0,0.0,0.0,0.00526915,0,0.4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408341,home,Espanyol,Óscar Gil,oscar-gil,Ó. Gil,D,27,175,90,M,959820,EUR,893548800,D,2,2,False,21.0,17.0,3.0,1.0,10.0,11.0,7.0,12.0,3.0,,,,90.0,53.0,7.6,8.0,0.0,0.0,0.59837,0,,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408341,home,Espanyol,César Montes,cesar-montes,C. Montes,D,23,195,1738,M,818406,EUR,856742400,D,23,23,False,20.0,15.0,11.0,7.0,10.0,11.0,5.0,9.0,1.0,,,,90.0,31.0,7.3,5.0,0.0,0.0,0.00195379,0,,,,,2.0,3.0,,5.0,1.0,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
10408341,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190,819,M,81992,EUR,677116800,D,4,4,False,18.0,13.0,6.0,3.0,12.0,14.0,1.0,4.0,6.0,,,,90.0,25.0,7.9,5.0,0.1399,0.0,0.00011486,2,,,,2.0,,2.0,,2.0,2.0,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10408341,home,Espanyol,Brian Oliván,brian-olivan,B. Oliván,D,12,179,147,M,351500,EUR,765158400,D,14,14,False,25.0,13.0,12.0,4.0,3.0,10.0,10.0,19.0,6.0,,,,90.0,46.0,7.5,19.0,0.0661,0.0,0.0908586,1,,4.0,,,3.0,3.0,1.0,2.0,,1.0,1.0,2.0,,,2.0,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
10408341,home,Espanyol,Aleix Vidal,aleix-vidal,A. Vidal,D,,178,364,,41218,EUR,619660800,M,22,22,False,21.0,15.0,1.0,1.0,8.0,8.0,7.0,15.0,3.0,,,,72.0,29.0,6.3,12.0,0.0,0.0,0.00254731,0,,2.0,2.0,,5.0,,,,,,,,,,,3.0,,,,,,3.0,1.0,,,,,,,,,,,,
10408341,home,Espanyol,Vinícius Souza,vinicius-souza,Vinicius,M,5,187,1714,M,979290,EUR,929577600,M,12,12,False,22.0,18.0,1.0,,10.0,10.0,8.0,12.0,6.0,,,,90.0,36.0,7.2,6.0,0.0,0.0,0.00409542,0,,,,1.0,6.0,10.0,,,,,1.0,,,,8.0,3.0,,,,,6.0,,,1.0,2.0,,,,,,,,,,
10408341,home,Espanyol,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,False,24.0,19.0,4.0,3.0,5.0,6.0,16.0,27.0,4.0,,,,90.0,42.0,7.0,15.0,0.0,0.0,0.26334,0,,9.0,,1.0,3.0,3.0,,1.0,,,,2.0,,,2.0,,,,,,2.0,1.0,2.0,1.0,,True,2.0,1.0,,,,,,,
10408341,home,Espanyol,Javi Puado,javi-puado,J. Puado,M,7,178,1352,M,891511,EUR,896054400,M,7,7,False,12.0,6.0,1.0,1.0,3.0,4.0,3.0,8.0,2.0,,,,81.0,26.0,6.3,11.0,0.8936,0.0,0.0139297,2,,,2.0,1.0,7.0,2.0,,1.0,,2.0,,1.0,,,1.0,3.0,2.0,,,,,3.0,,1.0,1.0,,,,1.0,,,,,,
10408341,home,Espanyol,Joselu,joselu,Joselu,F,9,191,18060,M,69418,EUR,638496000,F,9,9,False,33.0,24.0,3.0,2.0,9.0,10.0,16.0,25.0,1.0,,,,90.0,60.0,6.8,22.0,0.0982,0.0,0.446714,1,,2.0,4.0,10.0,16.0,13.0,1.0,2.0,1.0,,3.0,1.0,,,,3.0,,,,,,5.0,1.0,3.0,5.0,,1.0,,,joselumato,1.0,,,,
