match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_errorLeadToAGoal,stat_fouls,player_firstName,player_lastName,stat_wasFouled,stat_dispossessed,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,player_sofascoreId,stat_penaltyWon,stat_totalOffside,stat_outfielderBlock,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_bigChanceMissed,stat_hitWoodwork
10447723,home,Cagliari,Boris Radunović,boris-radunovic,B. Radunović,G,22,193.0,191,M,795926,EUR,833068800,G,31,31,False,26.0,20.0,11.0,5.0,18.0,21.0,2.0,5.0,1.0,9.0,1.0,1.0,90.0,33.0,6.2,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447723,home,Cagliari,Alessandro Di Pardo,alessandro-di-pardo,A. D. Pardo,M,29,182.0,160,M,928814,EUR,932256000,D,99,99,False,31.0,26.0,2.0,2.0,14.0,16.0,12.0,17.0,1.0,2.0,,,45.0,45.0,6.6,10.0,0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447723,home,Cagliari,Giorgio Altare,giorgio-altare,G. Altare,D,15,190.0,133,M,882004,EUR,902620800,D,15,15,False,73.0,61.0,15.0,11.0,41.0,50.0,20.0,23.0,5.0,5.0,,,90.0,90.0,7.4,12.0,2,,9.0,4.0,10.0,,,,1.0,1.0,,3.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10447723,home,Cagliari,Edoardo Goldaniga,edoardo-goldaniga,E. Goldaniga,D,5,193.0,349,M,295133,EUR,752198400,D,3,3,False,52.0,51.0,12.0,11.0,34.0,34.0,17.0,18.0,4.0,4.0,,,90.0,59.0,6.7,1.0,0,,,5.0,1.0,1.0,,,,,,4.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
10447723,home,Cagliari,Adam Obert,adam-obert,A. Obert,D,33,186.0,680,M,964153,EUR,1030060800,D,33,33,False,60.0,49.0,16.0,13.0,33.0,37.0,16.0,25.0,2.0,4.0,,,74.0,80.0,6.7,16.0,0,2.0,,3.0,1.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
10447723,home,Cagliari,Nunzio Lella,nunzio-lella,N. Lella,M,24,188.0,103,M,881068,EUR,964742400,M,23,23,False,30.0,25.0,2.0,2.0,11.0,14.0,14.0,17.0,,4.0,,,73.0,42.0,6.7,9.0,0,1.0,1.0,5.0,7.0,,,,2.0,1.0,1.0,2.0,,,,,,1.0,,,4.0,2.0,1.0,,,,,,,,,,,,,,,,
10447723,home,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186.0,539,M,920391,EUR,900720000,M,29,29,False,68.0,63.0,10.0,8.0,39.0,41.0,24.0,27.0,,12.0,,,90.0,78.0,7.2,8.0,0,,,2.0,7.0,,1.0,1.0,4.0,1.0,3.0,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
10447723,home,Cagliari,Nicolas Viola,nicolas-viola,N. Viola,F,10,180.0,272,M,21608,EUR,624153600,M,10,10,False,44.0,35.0,9.0,5.0,14.0,15.0,25.0,37.0,,4.0,,,90.0,67.0,8.2,20.0,3,8.0,,6.0,4.0,,3.0,1.0,,,4.0,2.0,,1.0,1.0,,,1.0,,,3.0,1.0,3.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,
10447723,home,Cagliari,Gastón Pereiro,gaston-pereiro,G. Pereiro,F,,188.0,421,M,311396,EUR,802828800,F,20,20,False,29.0,22.0,4.0,2.0,8.0,8.0,15.0,24.0,,2.0,,,60.0,34.0,6.9,9.0,0,3.0,1.0,1.0,3.0,,,,1.0,,,1.0,,,,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,
10447723,home,Cagliari,Leonardo Pavoletti,leonardo-pavoletti,L. Pavoletti,F,30,188.0,577,M,132704,EUR,596505600,F,30,30,False,16.0,11.0,1.0,,3.0,5.0,8.0,11.0,2.0,3.0,,,85.0,33.0,7.1,11.0,3,,6.0,4.0,8.0,,,,1.0,1.0,5.0,2.0,3.0,,,,,1.0,,,1.0,1.0,2.0,,,,,True,,,,,,,,,,,
10447723,home,Cagliari,Zito Luvumbo,zito-luvumbo,Z. Luvumbo,F,15,171.0,5502,M,1000150,EUR,1015632000,F,77,77,False,17.0,8.0,1.0,,2.0,2.0,7.0,18.0,,2.0,,,90.0,43.0,7.3,17.0,3,3.0,,7.0,11.0,,4.0,2.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,8.0,3.0,,,1.0,,,,LuvumboZito,1.0,,,,,,,,,
10447723,home,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183.0,612,M,927304,EUR,945820800,D,28,28,True,47.0,37.0,14.0,8.0,21.0,27.0,17.0,22.0,2.0,4.0,,,45.0,68.0,7.1,14.0,0,2.0,1.0,2.0,4.0,,1.0,,3.0,2.0,2.0,1.0,,,,2.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,
10447723,home,Cagliari,Gianluca Lapadula,gianluca-lapadula,G. Lapadula,F,10,178.0,4581,M,147368,EUR,634348800,F,9,9,True,7.0,6.0,,,3.0,3.0,3.0,4.0,,1.0,,,30.0,13.0,6.9,3.0,1,,,4.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,,2.0,,,1.0,1.0,,,,,,,gianlucalapadula,,,,,,,,,,
10447723,home,Cagliari,Alessandro Deiola,alessandro-deiola,A. Deiola,M,14,189.0,279,M,328109,EUR,807235200,M,14,14,True,6.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,,,,,17.0,8.0,6.6,2.0,0,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
10447723,home,Cagliari,Franco Carboni,carboni-franco,F. Carboni,M,29,190.0,981,M,1086199,EUR,1049414400,F,16,16,True,10.0,7.0,2.0,,4.0,6.0,3.0,5.0,,3.0,,,16.0,15.0,6.7,4.0,0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
10447723,home,Cagliari,Christos Kourfalidis,christos-kourfalidis,C. Kourfalidis,M,39,178.0,161,M,1013418,EUR,1036972800,M,39,39,True,5.0,5.0,1.0,1.0,,,5.0,5.0,,,,,12.0,9.0,6.7,1.0,0,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
10447723,home,Cagliari,Simone Aresti,simone-aresti,S. Aresti,G,,189.0,18,M,17756,EUR,511228800,G,18,18,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
