match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_outfielderBlock,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_lastManTackle
12499528,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,25.0,23.0,11.0,9.0,0.0,22.0,24.0,1.0,1.0,2.0,9.0,5.0,7.0,1.0,90.0,41.0,8.6,2.0,0.00064419,0,2.0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499528,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,65.0,61.0,1.0,1.0,0.0,14.0,16.0,47.0,51.0,1.0,3.0,,,,90.0,84.0,7.9,8.0,0.257012,0,,2.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12499528,home,FC Bayern München,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186,9022,M,josip_stanisic,927407,EUR,954633600,D,44,44,False,,59.0,56.0,3.0,2.0,0.0,29.0,29.0,27.0,30.0,3.0,8.0,,,,62.0,66.0,7.1,4.0,0.0549963,0,,,3.0,2.0,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12499528,home,FC Bayern München,Eric Dier,eric-dier,E. Dier,D,3,191,4303,M,ericdier,146101,EUR,758592000,D,15,15,False,,83.0,81.0,8.0,7.0,0.0,50.0,50.0,31.0,33.0,2.0,7.0,,,,90.0,94.0,7.3,2.0,0.370257,1,,,6.0,3.0,,,,,,,1.0,,,4.0,3.0,2.0,1.0,1.0,2.0,0.0541,,,,,,,,,,,
12499528,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,raphaelguerreiro14,246999,EUR,756518400,D,22,22,False,,55.0,47.0,2.0,2.0,0.0,20.0,21.0,27.0,35.0,2.0,4.0,,,,83.0,65.0,7.2,9.0,0.0354593,1,,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,0.0671,1.0,1.0,1.0,,,,,,,,
12499528,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,102.0,97.0,9.0,8.0,0.0,34.0,34.0,63.0,71.0,,4.0,,,,90.0,113.0,7.8,8.0,0.215166,2,,3.0,,2.0,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,0.0633,,1.0,,1.0,0.0139,,,,,,
12499528,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,,84.0,79.0,5.0,3.0,0.0,35.0,35.0,44.0,49.0,1.0,9.0,,,,90.0,99.0,7.7,5.0,0.881511,2,,,7.0,3.0,,,,1.0,,,3.0,,,7.0,1.0,,2.0,1.0,2.0,0.1078,1.0,1.0,,,,,,,,,
12499528,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,MOlise,978838,EUR,1008115200,M,17,17,False,,57.0,46.0,,,1.0,3.0,4.0,45.0,57.0,1.0,2.0,,,,90.0,90.0,9.4,23.0,0.822367,4,,4.0,6.0,10.0,1.0,10.0,7.0,1.0,1.0,5.0,8.0,,,,,1.0,,2.0,,0.6526,,2.0,1.0,2.0,0.5774,2.0,1.0,1.0,,,
12499528,home,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37471,M,esmuellert,35166,EUR,621648000,M,25,25,False,,28.0,19.0,,,0.0,3.0,3.0,16.0,28.0,2.0,1.0,,,,84.0,47.0,7.1,16.0,0.193093,3,,3.0,4.0,4.0,,4.0,2.0,1.0,1.0,2.0,2.0,,,1.0,,1.0,,1.0,,0.3724,1.0,1.0,,1.0,0.178,,,,2.0,,
12499528,home,FC Bayern München,Kingsley Coman,kingsley-coman,K. Coman,M,21,178,32905,M,KingComan,280441,EUR,834624000,M,11,11,False,,39.0,32.0,,,0.0,9.0,9.0,25.0,32.0,,5.0,,,,63.0,53.0,7.2,10.0,0.121304,3,,2.0,,2.0,,,,,,2.0,1.0,,,,1.0,,,1.0,,0.315,2.0,1.0,,,,2.0,,,,,
