match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalLongBalls,stat_accurateLongBalls,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelWon,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,captain,stat_interceptionWon,stat_wasFouled,stat_dispossessed,stat_totalContest,player_firstName,player_lastName,stat_wonContest,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist
11155330,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,False,21.0,21.0,19.0,19.0,2.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,90.0,30.0,5.0,1.0,0.0,0.0,0.00044653,0,-2.2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11155330,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,48480,EUR,676944000,D,13,13,False,96.0,87.0,24.0,24.0,68.0,86.0,6.0,2.0,4.0,,,,90.0,129.0,7.0,21.0,0.107,0.0,0.697331,2,,pascalgross65,9.0,7.0,14.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,
11155330,home,Brighton & Hove Albion,Adam Webster,adam-webster,A. Webster,D,4,191,505,M,216308,EUR,789177600,D,4,4,False,65.0,59.0,19.0,19.0,40.0,46.0,1.0,,5.0,,,,45.0,73.0,6.7,6.0,0.0,0.0,0.0266436,0,,,4.0,3.0,,,1.0,3.0,,,,1.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,
11155330,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,106.0,100.0,42.0,43.0,58.0,63.0,6.0,2.0,12.0,,,,90.0,114.0,6.3,7.0,0.0612,0.0,0.0610321,1,,,7.0,6.0,,,3.0,7.0,,1.0,,,,1.0,1.0,,4.0,1.0,1.0,True,1.0,3.0,,,,,,,,,,,,,,
11155330,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,75.0,62.0,10.0,12.0,52.0,70.0,4.0,1.0,4.0,,,,90.0,102.0,5.9,23.0,0.0357,0.0,0.0654917,1,,pervisestupinan,4.0,1.0,7.0,,,2.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
11155330,home,Brighton & Hove Albion,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,987650,EUR,1004659200,M,25,25,False,91.0,87.0,16.0,16.0,72.0,77.0,2.0,,5.0,,,,90.0,100.0,6.8,7.0,0.1212,0.0,0.236342,2,,MoisesCaicedo55,5.0,5.0,2.0,1.0,,2.0,,1.0,1.0,,,,,3.0,1.0,1.0,,,,,,3.0,,,1.0,,,,,,,,,
11155330,home,Brighton & Hove Albion,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,895324,EUR,914457600,M,10,10,False,77.0,67.0,17.0,18.0,50.0,62.0,12.0,2.0,1.0,,,,90.0,99.0,7.4,19.0,1.1253,1.1245,0.187371,4,,Macca10,,,3.0,,6.0,11.0,,1.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,,,,,3.0,2.0,2.0,,,2.0,2.0,1.0,1.0,,,,,,
11155330,home,Brighton & Hove Albion,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,1117025,EUR,1103760000,M,40,40,False,16.0,13.0,3.0,3.0,11.0,15.0,7.0,2.0,1.0,,,,45.0,22.0,5.8,8.0,0.0,0.0,0.0250133,0,,facubuonanotte_,,,2.0,1.0,,1.0,,,,,,2.0,3.0,,1.0,,,,,,,2.0,Facundo Buonanotte,,,,,,,,,,,
11155330,home,Brighton & Hove Albion,Deniz Undav,deniz-undav,D. Undav,F,26,179,7434,M,794298,EUR,837734400,M,21,21,False,11.0,8.0,1.0,3.0,7.0,8.0,2.0,,1.0,,,,45.0,16.0,6.3,4.0,0.0,0.0,0.0435646,0,,denizundav,1.0,1.0,,,1.0,2.0,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,
11155330,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,43.0,36.0,7.0,8.0,30.0,44.0,8.0,3.0,5.0,,,,90.0,78.0,6.6,23.0,0.3025,0.0,0.219268,2,,KaoruM,1.0,1.0,9.0,1.0,1.0,9.0,1.0,2.0,,1.0,1.0,3.0,,3.0,,,,,1.0,4.0,3.0,5.0,,,4.0,,1.0,,1.0,,,,,
