match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_dispossessed,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_aerialLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_lastManTackle,captain,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_shotOffTarget,player_firstName,player_lastName,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_goals,stat_goalAssist
10408327,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,21.0,18.0,3.0,18.0,20.0,1.0,1.0,1.0,11.0,1.0,1.0,2.0,2.0,90.0,27.0,6.6,4.0,0.0,0.0,0.00012444,0,-0.3615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408327,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,2,2,False,66.0,53.0,7.0,16.0,22.0,48.0,4.0,1.0,6.0,,,,,82.0,94.0,6.8,23.0,0.0,0.0,0.0335055,0,,4.0,37.0,4.0,3.0,11.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
10408327,home,Valencia,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,,814023,EUR,886550400,D,24,24,False,88.0,75.0,9.0,42.0,46.0,42.0,8.0,,3.0,,,,,90.0,101.0,7.4,13.0,0.0436,0.1068,0.0140518,1,,5.0,33.0,,7.0,12.0,,,2.0,4.0,3.0,,1.0,,,7.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10408327,home,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,4,192,4026,M,mouctar_dkh,797306,EUR,850953600,D,12,12,False,79.0,69.0,2.0,41.0,45.0,34.0,8.0,1.0,7.0,,,,,90.0,88.0,6.3,12.0,0.0,0.0,0.0109574,0,,1.0,28.0,,2.0,4.0,,,1.0,1.0,,1.0,1.0,3.0,,4.0,1.0,,,,,,,,,,,,,,,
10408327,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,49.0,45.0,3.0,18.0,18.0,47.0,3.0,,5.0,,,,,90.0,85.0,7.1,20.0,0.0166,0.0636,0.0873931,1,,,29.0,16.0,,3.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,,True,2.0,2.0,,,,,,,,,
10408327,home,Valencia,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4211,M,yunusmusah8,983815,EUR,1038528000,M,4,4,False,52.0,45.0,1.0,14.0,15.0,38.0,6.0,,7.0,,,,,90.0,68.0,6.9,10.0,0.0245,0.0,0.0290676,1,,1.0,31.0,1.0,,6.0,2.0,1.0,1.0,4.0,3.0,,1.0,1.0,,2.0,2.0,,2.0,,,,,1.0,,,,,,,,
10408327,home,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,6,178,876,M,,855830,EUR,949276800,M,6,6,False,28.0,24.0,2.0,13.0,14.0,17.0,2.0,1.0,2.0,,,,,45.0,36.0,6.9,6.0,0.0,0.0,0.0522503,0,,2.0,13.0,3.0,1.0,4.0,,,,,,,3.0,,,1.0,,,,,,2.0,2.0,,,,,,,,,
10408327,home,Valencia,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6577,M,ilaixmk,962890,EUR,1042934400,M,8,8,False,20.0,19.0,1.0,10.0,10.0,10.0,1.0,,2.0,,,,,45.0,24.0,6.8,1.0,0.0871,0.0,0.00741983,1,,1.0,9.0,,1.0,3.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,
10408327,home,Valencia,Samu Castillejo,samu-castillejo,S. Castillejo,M,70,182,950,M,,188405,EUR,790387200,F,11,11,False,25.0,22.0,1.0,3.0,3.0,24.0,8.0,5.0,4.0,,,,,56.0,44.0,6.4,13.0,0.1263,0.0,0.0100174,2,,1.0,19.0,2.0,,3.0,1.0,,,2.0,2.0,2.0,1.0,,,2.0,,,1.0,,,,,2.0,,,,,,,,
10408327,home,Valencia,Edinson Cavani,edinson-cavani,E. Cavani,F,10,184,18667,M,ElMatador,21521,EUR,540259200,F,7,7,False,17.0,15.0,1.0,4.0,6.0,11.0,1.0,,3.0,,,,,90.0,27.0,6.6,7.0,0.0859,0.0,0.00837944,3,,1.0,11.0,,,,,,,,,4.0,,1.0,,,,,1.0,,,,1.0,2.0,1.0,,,,,,,
