match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_totalOffside,stat_duelLost,stat_duelWon,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,captain,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_punches,stat_goalAssist,stat_goals,stat_errorLeadToAShot
10408608,home,Sevilla,Bono,,,bono,Bono,G,37,195,54576,M,BonoY,360938,EUR,670809600,G,13,13,False,34.0,22.0,18.0,7.0,17.0,21.0,5.0,13.0,2.0,5.0,1.0,2.0,1.0,1.0,90.0,41.0,6.2,12.0,0.0,0.0,0.00059169,0,0.3877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408608,home,Sevilla,Gonzalo Montiel,,,gonzalo-montiel,G. Montiel,D,29,175,8927,M,gonzalo_montiel29,822933,EUR,852076800,D,2,2,False,21.0,13.0,5.0,1.0,9.0,12.0,4.0,10.0,1.0,5.0,,,,,64.0,31.0,6.0,9.0,0.0,0.0,0.00229106,0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408608,home,Sevilla,Fernando,,,fernando-reges,Fernando,M,5,183,1112,M,,41837,EUR,554169600,D,20,20,False,40.0,36.0,5.0,3.0,30.0,32.0,6.0,8.0,2.0,7.0,,,,,90.0,52.0,7.0,4.0,0.0,0.0,0.00299977,0,,,,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,
10408608,home,Sevilla,Tanguy Nianzou,,,tanguy-nianzou,T. Nianzou,D,5,192,1231,M,,1003007,EUR,1023408000,D,14,14,False,32.0,26.0,3.0,1.0,19.0,20.0,7.0,12.0,1.0,4.0,,,,,90.0,40.0,6.5,7.0,0.0,0.0,0.00425105,0,,,,1.0,3.0,,,1.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10408608,home,Sevilla,Marcos Acuña,,,marcos-acuna,M. Acuña,D,21,172,8244,M,marcos.acuna10,578560,EUR,688608000,D,19,19,False,42.0,33.0,8.0,6.0,18.0,21.0,18.0,30.0,1.0,11.0,,,,,90.0,78.0,7.4,20.0,0.0485,0.0,0.110811,1,,9.0,,3.0,6.0,1.0,,,5.0,5.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,
10408608,home,Sevilla,Joan Jordán,,,joan-jordan,J. Jordán,M,8,184,752,M,,591750,EUR,773452800,M,8,8,False,18.0,14.0,2.0,1.0,9.0,9.0,5.0,9.0,,1.0,,,,,45.0,24.0,6.4,7.0,0.0,0.0,0.014532,0,,,,1.0,3.0,,,,,1.0,1.0,1.0,,,2.0,,,2.0,,,,,,,,,,,,,
10408608,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,,68332,EUR,690249600,M,6,6,False,23.0,21.0,1.0,,17.0,18.0,4.0,5.0,,2.0,,,,,45.0,27.0,6.5,2.0,0.0617,0.0,0.00676964,1,,,,,2.0,,,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,
10408608,home,Sevilla,Ivan Rakitić,,,ivan-rakitic,I. Rakitić,M,,184,13189,M,ivan_rakitic,7635,EUR,573955200,M,10,10,False,40.0,28.0,5.0,2.0,12.0,16.0,18.0,26.0,,8.0,,,,,90.0,56.0,6.9,13.0,0.5142,0.5909,0.151572,3,,2.0,,4.0,3.0,1.0,,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,True,2.0,1.0,2.0,,,,,,,,
10408608,home,Sevilla,Erik Lamela,,,erik-lamela,E. Lamela,M,,183,2389,M,,122702,EUR,699667200,F,17,17,False,33.0,28.0,,,12.0,12.0,16.0,21.0,,3.0,,,,,90.0,51.0,6.7,15.0,0.3736,0.3727,0.073343,3,,,1.0,11.0,3.0,,,,,1.0,1.0,6.0,,,4.0,2.0,3.0,,2.0,,1.0,,1.0,1.0,3.0,,,,,,
10408608,home,Sevilla,Youssef En-Nesyri,,,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34177,M,ennesyri15,846470,EUR,865123200,F,15,15,False,11.0,8.0,1.0,1.0,5.0,6.0,3.0,5.0,,1.0,,,,,56.0,18.0,6.3,6.0,0.0,0.0,0.0098404,0,,,2.0,6.0,3.0,2.0,,,,1.0,1.0,,,,2.0,,,2.0,,,3.0,,,1.0,,,,,,,
