match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_challengeLost,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,stat_accurateCross,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,captain,player_firstName,player_lastName,player_sofascoreId,stat_bigChanceCreated,stat_wonContest,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_punches,stat_hitWoodwork
12499285,home,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3101,M,865646,EUR,962409600,G,29,29,False,30.0,18.0,18.0,6.0,0.0,14.0,16.0,4.0,14.0,1.0,1.0,1.0,6.0,2.0,2.0,4.0,90.0,40.0,7.0,12.0,0.00154598,0,0.0435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499285,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,151003,EUR,730080000,D,19,19,False,52.0,43.0,3.0,2.0,0.0,29.0,32.0,14.0,20.0,8.0,9.0,4.0,5.0,,,,90.0,62.0,6.9,9.0,0.00486722,0,,3.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499285,home,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191,2306,M,1157713,EUR,916185600,D,4,4,False,30.0,26.0,3.0,2.0,0.0,19.0,20.0,7.0,10.0,,2.0,1.0,1.0,,,,45.0,35.0,5.9,5.0,0.00768466,0,,3.0,7.0,1.0,,,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12499285,home,Atalanta,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3276,M,142148,EUR,740534400,D,23,23,False,39.0,34.0,1.0,,0.0,22.0,25.0,12.0,15.0,,1.0,1.0,3.0,,,,90.0,48.0,6.3,7.0,0.00613773,1,,2.0,5.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.0282,,,,,,,,,,,,,,,,,
12499285,home,Atalanta,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2480,M,826185,EUR,958521600,M,16,16,False,24.0,21.0,2.0,1.0,0.0,8.0,9.0,15.0,18.0,2.0,6.0,1.0,3.0,,,,90.0,47.0,6.8,6.0,0.181046,1,,1.0,2.0,,1.0,2.0,,,,1.0,2.0,3.0,,,1.0,0.0467,2.0,1.0,1.0,1.0,0.1603,2.0,,,,,,,,,,,
12499285,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,100389,EUR,670204800,M,15,15,False,61.0,46.0,13.0,5.0,0.0,20.0,21.0,26.0,42.0,2.0,3.0,4.0,4.0,,,,90.0,77.0,6.5,18.0,0.00948021,0,,2.0,6.0,,,1.0,2.0,2.0,,1.0,,2.0,,,,,,,,,,,True,,,,,,,,,,
12499285,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,946888,EUR,931305600,M,13,13,False,49.0,41.0,3.0,2.0,1.0,20.0,23.0,22.0,27.0,2.0,5.0,2.0,4.0,,,,90.0,68.0,7.2,14.0,0.338782,0,,,4.0,,1.0,,,,,2.0,3.0,1.0,2.0,,,,1.0,2.0,,,,1.0,,,,ederson99,1.0,,,,,,
12499285,home,Atalanta,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2490,M,965011,EUR,1026345600,M,22,22,False,30.0,24.0,4.0,1.0,0.0,12.0,12.0,12.0,18.0,,,,4.0,,,,70.0,39.0,6.4,8.0,0.007695,0,,2.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499285,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,824200,EUR,877305600,F,11,11,False,22.0,19.0,1.0,1.0,1.0,5.0,5.0,16.0,22.0,2.0,12.0,,2.0,,,,90.0,56.0,9.1,14.0,0.193431,5,,,6.0,,,4.0,1.0,,,3.0,1.0,5.0,5.0,2.0,2.0,0.7519,2.0,5.0,1.0,2.0,0.4223,3.0,,,,molalookman,1.0,5.0,1.0,1.0,2.0,,
12499285,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,960441,EUR,984182400,F,17,17,False,34.0,26.0,5.0,3.0,1.0,7.0,7.0,19.0,28.0,3.0,6.0,,4.0,,,,90.0,48.0,8.5,15.0,0.150925,2,,2.0,7.0,,,,1.0,,,1.0,4.0,1.0,1.0,,,0.307,,3.0,,2.0,0.5875,4.0,,,,cdk,1.0,,,1.0,,,
12499285,home,Atalanta,Mateo Retegui,mateo-retegui,M. Retegui,F,32,186,15837,M,914501,EUR,925344000,F,32,32,False,11.0,8.0,,,0.0,1.0,1.0,8.0,11.0,1.0,5.0,,,,,,70.0,24.0,7.6,8.0,0.0393087,2,,2.0,2.0,,,2.0,1.0,,,5.0,1.0,1.0,,1.0,1.0,0.4204,1.0,1.0,,1.0,0.55,1.0,,,,mateoretegui,,1.0,,1.0,,,
12499285,home,Atalanta,Marco Brescianini,marco-brescianini,M. Brescianini,M,4,188,1111,M,928800,EUR,948326400,M,44,44,True,10.0,9.0,1.0,1.0,0.0,6.0,6.0,3.0,4.0,2.0,5.0,,3.0,,,,45.0,19.0,6.8,3.0,0.00075037,0,,1.0,4.0,1.0,,1.0,4.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
12499285,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,132318,EUR,708220800,D,77,77,True,11.0,9.0,1.0,1.0,0.0,4.0,5.0,5.0,6.0,,1.0,,2.0,,,,20.0,19.0,6.5,5.0,0.00677631,2,,,4.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,0.0958,,2.0,,1.0,0.144,,,,,,,,,,,,
