match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_keyPass,captain,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalContest,stat_outfielderBlock,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_hitWoodwork,stat_clearanceOffLine
10913357,home,Al-Fateh,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181.0,1082,M,893307,EUR,958262400,F,9,9,False,20.0,17.0,,,8.0,9.0,9.0,11.0,3.0,4.0,1.0,,,,,90.0,36.0,8.3,9.0,4,3.0,,,,1.0,,2.0,,1.0,1.0,,1.0,5.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,,,
10913357,home,Al-Fateh,Tawfiq Buhumaid,,,tawfiq-buhumaid,T. Buhumaid,D,25,179.0,6,M,871425,EUR,562464000,M,25,25,True,51.0,39.0,2.0,,6.0,9.0,34.0,48.0,,4.0,2.0,7.0,,,,48.0,73.0,7.4,19.0,1,3.0,1.0,2.0,2.0,,,1.0,,,2.0,,,,3.0,1.0,,6.0,1.0,1.0,2.0,1.0,,1.0,,,,,
10913357,home,Al-Fateh,Ali Alzubaidi,,,ali-alzubaidi,A. Alzubaidi,D,2,177.0,7,M,160903,EUR,726105600,D,27,27,True,34.0,28.0,2.0,2.0,6.0,9.0,26.0,35.0,1.0,4.0,,5.0,,,,48.0,59.0,6.5,18.0,0,5.0,,2.0,2.0,,1.0,,1.0,,1.0,,,,3.0,,,10.0,4.0,1.0,1.0,,,,,,,,
10913357,home,Al-Fateh,Khalid Al-Ghannam,,,khalid-al-ghannam,K. Al-Ghannam,M,17,171.0,713,M,976538,EUR,973641600,M,19,19,True,27.0,19.0,1.0,,2.0,2.0,17.0,26.0,1.0,11.0,,1.0,,,,49.0,48.0,7.0,13.0,2,4.0,,2.0,2.0,2.0,,,1.0,1.0,2.0,,,1.0,8.0,,,1.0,,1.0,6.0,1.0,1.0,1.0,,,,,
10913357,home,Al-Fateh,Abdullah Al-Anazi,Abdullah Al-Anazi,,abdullah-al-anazi,A. Al-Anazi,F,94,179.0,42,M,1434206,EUR,1042934400,M,94,94,True,9.0,8.0,1.0,1.0,2.0,2.0,6.0,9.0,,5.0,,,,,,11.0,22.0,7.4,5.0,1,3.0,,1.0,,1.0,,1.0,,1.0,2.0,,,,4.0,,,2.0,,1.0,3.0,1.0,,,,,,,
10913357,home,Al-Fateh,Waled Al Enazi,,,waled-al-enazi,W. A. Enazi,G,87,191.0,13,M,818123,EUR,836611200,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913357,home,Al-Fateh,Ahmed Al-Julaydan,,,al-julaydan-ahmed,A. Al-Jelidan,D,32,170.0,199,M,1475443,EUR,1078704000,M,42,42,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913357,home,Al-Fateh,Tristan Dingomé,,,tristan-dingome,T. Dingomé,M,,174.0,26,,188269,EUR,666748800,M,91,91,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913357,home,Al-Fateh,Nouh Al-Mousa,,,nouh-al-mousa,N. Al-Mousa,M,,175.0,17,M,818614,EUR,667267200,M,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913357,home,Al-Fateh,Ali Al Masoud,Ali Al Masoud,,ali-al-masoud,A. A. Masoud,F,29,,6,M,1170500,EUR,1073088000,F,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913357,away,Al Adalah,Milan Mijatović,,,milan-mijatovic,M. Mijatović,G,1,192.0,102,M,55655,EUR,554256000,G,1,1,False,29.0,12.0,25.0,8.0,5.0,6.0,7.0,23.0,,,,10.0,2.0,4.0,,90.0,40.0,6.5,18.0,0,,,,,,,,,,,True,,1.0,,,,,,,,,,,,,3.0,,
10913357,away,Al Adalah,Boris Godál,,,boris-godal,B. Godál,D,,188.0,10,M,63215,EUR,549072000,D,33,33,False,24.0,21.0,2.0,,20.0,21.0,1.0,3.0,2.0,4.0,6.0,4.0,,,,90.0,38.0,6.5,3.0,0,7.0,1.0,2.0,1.0,,1.0,2.0,4.0,,,,,,,3.0,,,,,,,,,,,,,
10913357,away,Al Adalah,Fahd Mohammed Al-Harbi,,,fahd-mohammed-al-harbi,F. M. Al-Harbi,D,12,182.0,14,M,974013,EUR,856828800,D,3,3,False,9.0,6.0,4.0,1.0,4.0,4.0,2.0,5.0,1.0,2.0,11.0,3.0,,,,90.0,26.0,6.7,3.0,0,3.0,1.0,1.0,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,
10913357,away,Al Adalah,Ali Al-Salem,,,ali-al-salem,A. Al-Salem,D,2,181.0,21,M,990189,EUR,903052800,D,49,49,False,25.0,15.0,8.0,2.0,8.0,14.0,7.0,11.0,,3.0,3.0,3.0,,,,89.0,37.0,7.0,10.0,1,2.0,4.0,2.0,2.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,
10913357,away,Al Adalah,Pedro Eugénio,,,pedro-eugenio,P. Eugénio,M,,172.0,27,,252373,EUR,646358400,M,90,90,False,22.0,14.0,6.0,3.0,10.0,14.0,5.0,9.0,,3.0,1.0,9.0,,,,89.0,43.0,8.1,16.0,3,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,4.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,
10913357,away,Al Adalah,David Tijanič,,,david-tijanic,D. Tijanič,F,43,174.0,389,M,827369,EUR,869011200,M,43,43,False,42.0,33.0,2.0,2.0,20.0,26.0,13.0,16.0,1.0,1.0,2.0,7.0,,,,90.0,57.0,6.4,14.0,1,7.0,,,,,,,4.0,1.0,3.0,,,2.0,1.0,,1.0,,,2.0,,,,,,,,,
10913357,away,Al Adalah,Khaled Al-Hamdhi,Khaled Al-Hamdhi,,khaled-al-hamdhi,K. Al-Hamdhi,M,16,173.0,3,M,1914878,EUR,682387200,M,16,16,False,26.0,21.0,4.0,3.0,18.0,21.0,3.0,5.0,,4.0,3.0,5.0,,,,84.0,38.0,6.7,8.0,0,6.0,1.0,3.0,1.0,1.0,3.0,1.0,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,
10913357,away,Al Adalah,Christofer Gonzáles,,,christofer-gonzales,C. Gonzáles,M,10,176.0,434,M,345779,EUR,718848000,M,17,17,False,34.0,29.0,1.0,1.0,15.0,17.0,16.0,20.0,1.0,5.0,2.0,4.0,,,,90.0,54.0,7.2,11.0,3,11.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,,2.0,,1.0,1.0,2.0,,,3.0,2.0,2.0,,,,2.0,1.0,,,,
10913357,away,Al Adalah,Mohammed Al Oufi,Mohammed Al Oufi,,mohammed-al-oufi,M. A. Oufi,D,23,168.0,14,M,1050350,EUR,1028764800,M,23,23,False,15.0,12.0,,,5.0,8.0,8.0,10.0,,7.0,3.0,1.0,,,,84.0,44.0,7.5,10.0,2,7.0,1.0,2.0,1.0,2.0,1.0,,3.0,,2.0,,1.0,1.0,5.0,,,3.0,1.0,1.0,3.0,,,1.0,1.0,,,,
10913357,away,Al Adalah,Reinaldo Lenis,,,reinaldo-lenis,R. Lenis,F,,180.0,49,,325679,EUR,711590400,F,10,10,False,13.0,8.0,,,2.0,4.0,6.0,13.0,1.0,4.0,,4.0,,,,89.0,33.0,7.3,13.0,2,4.0,,,,2.0,,1.0,1.0,1.0,2.0,,,,3.0,,,4.0,,,1.0,,,1.0,1.0,,,,
10913357,away,Al Adalah,Marcus Antonsson,,,marcus-antonsson,M. Antonsson,F,14,183.0,206,M,139794,EUR,673660800,F,12,12,False,12.0,11.0,,,8.0,8.0,3.0,4.0,3.0,4.0,3.0,4.0,,,,90.0,24.0,6.7,4.0,2,6.0,,,,1.0,,3.0,1.0,,,,1.0,1.0,,,,,,2.0,,,,1.0,,,,,
10913357,away,Al Adalah,Abdulaziz Al-Alawi,Abdulaziz,Al-Alawi,abdulaziz-al-alawi,A. Al-Alawi,D,12,174.0,8,M,1013847,EUR,857001600,D,50,50,True,6.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,,2.0,,2.0,,,,20.0,14.0,6.6,3.0,0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0
10913357,away,Al Adalah,Abdularahman Al Hurib,,,abdularahman-al-hurib,A. A. Hurib,M,4,174.0,1,M,818876,EUR,697248000,M,14,14,True,6.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,,1.0,,2.0,,,,20.0,8.0,6.6,2.0,0,2.0,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,
10913357,away,Al Adalah,Arif Al-Haydar,Arif Al-Haydar,,arif-al-haydar,A. Al-Haydar,D,25,172.0,6,M,1084262,EUR,866764800,D,7,7,True,2.0,,2.0,,,1.0,,3.0,,,,,,,,14.0,5.0,6.0,4.0,0,1.0,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,
10913357,away,Al Adalah,Murtadh Al-Barrih,Murtadh,Al-Barrih,murtadh-al-barrih,M. Al-Barrih,D,5,180.0,1,M,847232,EUR,647568000,D,5,5,True,2.0,2.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,,,,,10.0,4.0,6.5,,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10913357,away,Al Adalah,Hassan Al-Habib,,,hassan-al-habib,H. Al-Habib,M,15,183.0,6,M,847228,EUR,779500800,M,24,24,True,,,,,,,,,1.0,2.0,,,,,,13.0,4.0,6.0,1.0,0,5.0,,,,,,2.0,3.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,
10913357,away,Al Adalah,Ali Al-Amri,,,ali-al-amri,A. Al-Amri,G,22,178.0,1,M,847381,EUR,777427200,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913357,away,Al Adalah,Mohammed Abo Abd,Mohammed Abo Abd,,mohammed-abo-abd,M. A. Abd,D,21,163.0,15,M,1398850,EUR,1009324800,F,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913357,away,Al Adalah,Abdulaziz Aljamman,Abdulaziz,Aljamman,abdulaziz-aljamman,A. Aljamman,D,29,176.0,2,M,880822,EUR,823132800,D,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913357,away,Al Adalah,Walead Alshangeati,,,walead-alshangeati,W. Alshangeati,F,11,178.0,6,M,893190,EUR,758073600,F,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
