match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_dispossessed,stat_unsuccessfulTouch,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
11046865,home,Al-Hilal,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,187,197,M,118159,EUR,538358400,G,1,1,False,True,33.0,22.0,13.0,3.0,20.0,25.0,2.0,8.0,3.0,1.0,2.0,90.0,37.0,7.2,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11046865,home,Al-Hilal,Saud Abdulhamid,abdulhamid-saud,S. Abdulhamid,D,178,8457,M,966849,EUR,932256000,D,66,66,False,,37.0,30.0,2.0,2.0,16.0,18.0,14.0,20.0,5.0,,,70.0,56.0,6.6,13.0,1,,,23,s.abdulhamed66,1.0,1.0,7.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11046865,home,Al-Hilal,Khalifah Al-Dawsari,khalifah-al-dawsari,K. Al-Dawsari,D,176,460,M,931837,EUR,915235200,D,4,4,False,,91.0,86.0,2.0,2.0,55.0,57.0,31.0,34.0,5.0,,,90.0,99.0,7.4,5.0,0,,,4,,,,1.0,2.0,,,,,,1.0,,1.0,,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11046865,home,Al-Hilal,Hyun Soo Jang,hyun-soo-jang,H. S. Jang,D,187,185,M,160875,EUR,686016000,D,20,20,False,,76.0,71.0,1.0,1.0,47.0,50.0,24.0,26.0,13.0,,,90.0,91.0,7.5,9.0,1,,,20,,,1.0,5.0,9.0,1.0,2.0,1.0,,1.0,2.0,2.0,,,2.0,,2.0,2.0,4.0,2.0,1.0,,,,,,,,,,,
11046865,home,Al-Hilal,Mohammed Al-Burayk,mohammed-al-burayk,M. Al-Burayk,D,173,281,M,804096,EUR,716515200,D,2,2,False,,59.0,51.0,4.0,2.0,26.0,30.0,26.0,31.0,6.0,,,90.0,88.0,7.8,16.0,0,,,2,,2.0,4.0,8.0,6.0,1.0,3.0,2.0,,,3.0,1.0,,1.0,2.0,,3.0,3.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,
11046865,home,Al-Hilal,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,175,1944,M,180059,EUR,719020800,M,6,6,False,,88.0,79.0,6.0,4.0,40.0,42.0,39.0,46.0,8.0,,,90.0,98.0,7.0,12.0,0,,,6,,,,5.0,,3.0,1.0,,,,3.0,,1.0,2.0,,1.0,,,,,1.0,,,1.0,,,,,,,,
11046865,home,Al-Hilal,Mohamed Kanno,mohamed-kanno,M. Kanno,M,191,1575,M,828524,EUR,780192000,M,28,28,False,,66.0,58.0,3.0,3.0,15.0,16.0,43.0,50.0,4.0,,,90.0,83.0,6.7,13.0,3,,,28,,,,7.0,3.0,2.0,2.0,,,1.0,2.0,,2.0,2.0,,,3.0,2.0,,1.0,,,,,1.0,1.0,,,,,,
11046865,home,Al-Hilal,Moussa Marega,moussa-marega,M. Marega,F,183,1093,M,298300,EUR,671587200,M,17,17,False,,13.0,11.0,,,5.0,5.0,6.0,11.0,,,,70.0,28.0,7.4,7.0,2,,,7,,3.0,,2.0,5.0,,1.0,,,,1.0,3.0,2.0,1.0,1.0,,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,
11046865,home,Al-Hilal,André Carrillo,andre-carrillo,A. Carrillo,M,180,14534,M,115182,EUR,676857600,M,19,19,False,,60.0,54.0,11.0,9.0,21.0,22.0,35.0,44.0,1.0,,,69.0,74.0,7.5,11.0,0,,,19,18andrecarrillo,6.0,1.0,3.0,5.0,2.0,4.0,4.0,,,,1.0,,1.0,,,,,,,,,2.0,,,,,1.0,,,,
11046865,home,Al-Hilal,Michael,michael,Michael,M,166,9025,M,878084,EUR,826588800,M,96,96,False,,27.0,23.0,1.0,1.0,6.0,6.0,18.0,26.0,3.0,,,86.0,39.0,6.5,11.0,1,,,96,Michael19,5.0,1.0,4.0,2.0,3.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,2.0,,1.0,,,,,1.0,,,,
