match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_lastManTackle,player_lastName,stat_totalCross,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalOffside,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_blockedScoringAttempt,stat_ownGoals,stat_penaltyConceded
12437722,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,33.0,25.0,21.0,13.0,0.0,13.0,14.0,12.0,19.0,1.0,9.0,2.0,2.0,1.0,90.0,39.0,7.4,9.0,0.0019333,0,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437722,home,Real Sociedad,Jon Aramburu,jon-aramburu,J. Aramburu,D,2,176,6479,M,1116388,EUR,1027382400,D,27,27,False,32.0,24.0,3.0,,0.0,12.0,18.0,12.0,14.0,3.0,8.0,,,,90.0,57.0,7.1,11.0,0.00545267,0,,Jon Aramburu,ElBufalo,2.0,6.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12437722,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180,881,M,838159,EUR,859680000,D,5,5,False,30.0,23.0,5.0,3.0,0.0,16.0,20.0,7.0,10.0,6.0,2.0,,,,90.0,44.0,7.4,7.0,0.00374481,0,,,,4.0,5.0,9.0,,,1.0,4.0,3.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437722,home,Real Sociedad,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,877102,EUR,828144000,D,21,21,False,39.0,34.0,4.0,3.0,0.0,24.0,24.0,10.0,15.0,,2.0,,,,45.0,42.0,6.8,5.0,0.00291829,0,,,nayefaguard,3.0,2.0,4.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12437722,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175,419,M,966441,EUR,871689600,D,3,3,False,26.0,21.0,5.0,1.0,0.0,10.0,10.0,11.0,17.0,3.0,1.0,,,,90.0,47.0,7.2,10.0,0.00368319,0,,,,1.0,4.0,4.0,2.0,,1.0,3.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12437722,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2013,M,845385,EUR,852595200,M,23,23,False,23.0,15.0,2.0,,0.0,3.0,6.0,12.0,19.0,1.0,4.0,,,,80.0,51.0,6.6,19.0,0.00859433,0,,,,2.0,7.0,5.0,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,2.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,
12437722,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,4,4,False,58.0,41.0,10.0,4.0,0.0,29.0,32.0,12.0,26.0,,7.0,,,,90.0,70.0,7.0,21.0,0.0137936,0,,,martin_zubimendi,1.0,5.0,8.0,,3.0,,5.0,4.0,,2.0,,,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,
12437722,home,Real Sociedad,Beñat Turrientes,benat-turrientes,B. Turrientes,M,8,179,748,M,980410,EUR,1012435200,M,22,22,False,19.0,17.0,,,0.0,9.0,10.0,8.0,9.0,,1.0,,,,55.0,27.0,6.3,6.0,0.00416527,0,,,,,4.0,1.0,,2.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
12437722,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174,23791,M,880218,EUR,991612800,F,14,14,False,23.0,18.0,1.0,1.0,0.0,3.0,6.0,15.0,21.0,,4.0,,,,90.0,52.0,7.3,17.0,0.0178391,0,,,KuboTake,1.0,5.0,11.0,,5.0,1.0,5.0,3.0,2.0,2.0,,,,4.0,1.0,,4.0,,3.0,,,,,,,,,,,,,,,
12437722,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,F,10,10,False,17.0,12.0,1.0,1.0,0.0,3.0,3.0,9.0,14.0,,1.0,,,,71.0,28.0,7.5,6.0,0.00792299,1,,,mikel10oyar,3.0,4.0,7.0,1.0,,,1.0,,3.0,1.0,2.0,,,,,,1.0,2.0,,True,1.0,1.0,1.0,0.7884,0.798,,,,,,,,,
