match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_wonTackle,stat_wasFouled,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_outfielderBlock,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_goals,stat_totalOffside,captain,stat_errorLeadToAShot,stat_lastManTackle
12763996,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189.0,4533,M,793986,EUR,935712000,G,99,99,False,14.0,13.0,3.0,2.0,0.0,12.0,12.0,1.0,2.0,1.0,1.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,90.0,25.0,7.5,1.0,0.00011062,0,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763996,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190.0,4065,M,611210,EUR,829699200,D,23,23,False,59.0,51.0,11.0,5.0,1.0,21.0,21.0,31.0,42.0,2.0,,4.0,2.0,,,,,,90.0,74.0,8.0,12.0,0.0831876,2,,4.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0468,2.0,,,,,,,,,,,,,,,,,
12763996,home,Roma,Mats Hummels,mats-hummels,M. Hummels,D,15,191.0,4565,M,16632,EUR,598233600,D,15,15,False,72.0,69.0,5.0,4.0,0.0,32.0,33.0,37.0,39.0,3.0,,2.0,5.0,,,,,,90.0,82.0,7.3,5.0,0.01508,1,,,,2.0,4.0,1.0,,,,,,,1.0,,0.0397,,aussenrist15,1.0,1.0,1.0,1.0,1.0,0.0157,,,,,,,,,,
12763996,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190.0,9187,M,848287,EUR,935107200,D,5,5,False,69.0,66.0,1.0,1.0,0.0,32.0,33.0,34.0,36.0,1.0,,1.0,1.0,,,,,,90.0,76.0,7.5,4.0,0.0216857,0,,,,,2.0,,,,,,,1.0,2.0,,,1.0,evanndicka,1.0,,,2.0,,,,,1.0,1.0,,,,,,
12763996,home,Roma,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180.0,7631,M,901891,EUR,930441600,M,56,56,False,28.0,26.0,,,0.0,8.0,8.0,19.0,24.0,3.0,1.0,,6.0,,,,,,61.0,49.0,7.5,9.0,0.0942078,1,,4.0,1.0,,8.0,3.0,2.0,1.0,1.0,,,,4.0,1.0,0.0292,2.0,AS56,,,,3.0,2.0,,,,,,,,,,,
12763996,home,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,5,180.0,25645,M,255389,EUR,772848000,M,16,16,False,79.0,74.0,7.0,5.0,0.0,24.0,25.0,51.0,56.0,2.0,1.0,,4.0,,,,,,61.0,89.0,7.3,8.0,0.284719,1,,2.0,1.0,,3.0,,,,1.0,,,,3.0,,0.0334,1.0,LeoParedes,,1.0,,2.0,,,,,,1.0,,,,,,
12763996,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186.0,6978,M,974087,EUR,990057600,M,17,17,False,53.0,49.0,4.0,3.0,0.0,12.0,14.0,37.0,39.0,1.0,,1.0,6.0,,,,,,90.0,68.0,7.4,5.0,0.0182127,0,,,,4.0,6.0,,,,,,,4.0,,,,,,1.0,,,,4.0,,,,,1.0,,,,,,
12763996,home,Roma,Angeliño,angelino,Angeliño,M,3,171.0,3334,M,848355,EUR,852336000,M,3,3,False,40.0,37.0,2.0,2.0,0.0,11.0,12.0,28.0,35.0,3.0,,1.0,2.0,,,,,,90.0,65.0,8.3,14.0,0.207262,3,,7.0,2.0,1.0,3.0,,,1.0,2.0,,,2.0,,1.0,0.2995,4.0,,1.0,1.0,1.0,,2.0,0.4087,,,,2.0,1.0,1.0,1.0,,,
12763996,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177.0,117206,M,256219,EUR,753321600,F,21,21,False,34.0,30.0,4.0,3.0,0.0,7.0,7.0,26.0,32.0,4.0,,,6.0,,,,,,80.0,52.0,7.2,11.0,0.774834,3,,5.0,3.0,,3.0,1.0,1.0,,1.0,2.0,,,,2.0,0.3109,1.0,LaJoya,1.0,1.0,,,2.0,,,,,3.0,,,,,,
12763996,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186.0,5682,M,555540,EUR,835142400,F,7,7,False,27.0,24.0,3.0,2.0,0.0,9.0,10.0,15.0,17.0,4.0,1.0,,6.0,,,,,,80.0,43.0,6.9,9.0,0.0206478,1,,,,,4.0,3.0,1.0,,,1.0,,1.0,2.0,,0.0695,1.0,lorepelle7,,1.0,,2.0,1.0,,,,,3.0,,,,True,,
