match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_fouls,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceMissed,player_sofascoreId
11369937,home,KAS Eupen,Gabriel Słonina,gabriel-slonina,G. Słonina,G,44,193,5893,M,978787,EUR,1084579200,G,24,24,False,34.0,22.0,16.0,5.0,22.0,27.0,7.0,5.0,5.0,6.0,90.0,44.0,7.3,12.0,0.00014609,0,0.7519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369937,home,KAS Eupen,Rune Paeshuyse,rune-paeshuyse,R. Paeshuyse,D,28,187,35,M,1020435,EUR,1017273600,D,28,28,False,23.0,19.0,5.0,2.0,17.0,18.0,5.0,2.0,,,81.0,28.0,6.2,5.0,0.00060039,0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369937,home,KAS Eupen,Victor Pálsson,victor-palsson,V. Pálsson,D,26,186,193,M,87507,EUR,672969600,D,4,4,False,45.0,41.0,6.0,4.0,38.0,39.0,6.0,1.0,,,90.0,55.0,6.7,4.0,0.0101453,0,,,,3.0,,2.0,,4.0,,,,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11369937,home,KAS Eupen,Jan Král,jan-kral,J. Král,D,21,197,41,M,826043,EUR,923270400,D,21,21,False,28.0,21.0,6.0,,17.0,19.0,9.0,2.0,,,45.0,35.0,6.3,7.0,0.00122022,0,,,,4.0,2.0,1.0,,3.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11369937,home,KAS Eupen,Yentl Van Genechten,yentl-van-genechten,Y. V. Genechten,D,2,191,45,M,921951,EUR,966556800,M,2,2,False,21.0,9.0,3.0,1.0,6.0,13.0,8.0,7.0,,,90.0,51.0,6.8,14.0,0.00506956,0,,,,3.0,1.0,6.0,,6.0,6.0,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11369937,home,KAS Eupen,Gary Magnee,magnee-gary,G. Magnee,M,15,173,149,M,990265,EUR,939686400,M,15,15,False,16.0,7.0,2.0,,3.0,5.0,14.0,5.0,,,63.0,24.0,6.0,14.0,0.0240598,0,,,,6.0,5.0,1.0,,,,,,,1.0,,,2.0,,,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
11369937,home,KAS Eupen,Brandon Baiye,baiye-brandon,B. Baiye,M,6,177,82,M,861975,EUR,977875200,M,6,6,False,25.0,21.0,,,15.0,18.0,7.0,6.0,,,81.0,41.0,7.4,4.0,0.00501882,0,,,,6.0,,6.0,,1.0,4.0,3.0,,,,,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
11369937,home,KAS Eupen,Jason Davidson,jason-davidson,J. Davidson,D,2,180,74,M,105350,EUR,678153600,M,3,3,False,28.0,15.0,6.0,,12.0,17.0,12.0,3.0,,,90.0,57.0,7.5,18.0,0.00694487,1,,,,3.0,3.0,7.0,2.0,3.0,4.0,2.0,2.0,,3.0,2.0,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,0.6296,0.9401,,,,,,,,,,,
11369937,home,KAS Eupen,Kevin Möhwald,kevin-mohwald,K. Möhwald,M,8,183,29,M,168833,EUR,741657600,F,8,8,False,36.0,25.0,6.0,4.0,18.0,21.0,15.0,6.0,,,90.0,52.0,7.0,13.0,0.0132311,0,,,,7.0,3.0,8.0,1.0,2.0,3.0,2.0,1.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,4.0,,,,,,,,,,
11369937,home,KAS Eupen,Isaac Nuhu,isaac-nuhu,I. Nuhu,M,7,171,193,M,1047318,EUR,1001808000,F,7,7,False,10.0,7.0,,,3.0,5.0,5.0,1.0,,,63.0,21.0,6.6,6.0,0.0167742,0,,,,4.0,4.0,5.0,,,3.0,1.0,2.0,,,,,1.0,1.0,1.0,,,2.0,1.0,,,2.0,,,1.0,,,,,,,,,,
