match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_accurateCross,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,stat_totalOffside,stat_bigChanceMissed
11369481,home,Las Palmas,Sandro Ramírez,sandro-ramirez,S. Ramírez,M,19,175,945,M,188407,EUR,805248000,F,9,9,False,17.0,16.0,,,11.0,11.0,7.0,1.0,1.0,,2.0,,,,,,78.0,25.0,7.1,6.0,0.31206,1,,,,6.0,1.0,,2.0,1.0,,,3.0,,4.0,,1.0,,3.0,3.0,1.0,,0.0156,,,,,,,1.0,1.0,,,
11369481,home,Las Palmas,Juanma Herzog,juanma-herzog,J. Herzog,D,15,186,242,M,1513451,EUR,1084406400,D,31,31,True,20.0,18.0,2.0,1.0,14.0,16.0,4.0,,2.0,1.0,1.0,1.0,,,,,21.0,23.0,6.5,2.0,0.00155675,0,,,,4.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11369481,home,Las Palmas,Enzo Loiodice,loiodice-enzo,E. Loiodice,M,12,176,327,M,933426,EUR,975283200,M,12,12,True,20.0,18.0,1.0,1.0,13.0,15.0,5.0,,2.0,,1.0,,,,,,21.0,26.0,6.6,5.0,0.0645162,0,,,,5.0,,,1.0,1.0,1.0,1.0,,,4.0,1.0,3.0,,,,,,,,,,,,,,,,,
11369481,home,Las Palmas,Marc Cardona,marc-cardona,M. Cardona,F,22,182,195,M,841854,EUR,805161600,F,19,19,True,9.0,8.0,,,3.0,3.0,7.0,1.0,1.0,,,1.0,,,,,12.0,12.0,6.6,3.0,0.0067929,0,,,,5.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
11369481,home,Las Palmas,Pejiño,pejino,Pejiño,F,24,177,111,M,925220,EUR,838598400,M,24,24,True,7.0,6.0,1.0,1.0,1.0,2.0,5.0,,3.0,,1.0,2.0,,,,,12.0,15.0,6.5,4.0,0.00252203,0,,,,5.0,,,2.0,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,
11369481,home,Las Palmas,Sory Kaba,sory-kaba,S. Kaba,F,39,191,1042,M,869131,EUR,806889600,F,16,16,True,4.0,2.0,,,,,4.0,,1.0,,1.0,,,,,,11.0,6.0,6.5,3.0,0.00042422,0,,,,2.0,,,1.0,1.0,,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
11369481,home,Las Palmas,Aarón Escandell,aaron-escandell,A. Escandell,G,13,188,1011,M,368922,EUR,812160000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369481,home,Las Palmas,Alex González Gorrin,alex-gonzalez,A. González,G,31,191,9,M,1022977,EUR,1028764800,G,35,35,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369481,home,Las Palmas,Daley Sinkgraven,daley-sinkgraven,D. Sinkgraven,D,24,179,224,M,377206,EUR,804816000,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369481,home,Las Palmas,Iñaki González,inaki-gonzalez,I. González,M,26,179,28,M,1513452,EUR,1090886400,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369481,home,Las Palmas,Fabio González,fabio-gonzalez,F. González,M,,176,37,M,894477,EUR,855705600,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369481,home,Las Palmas,Cristian Herrera,cristian-herrera,C. Herrera,F,17,189,85,M,362032,EUR,668822400,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369481,away,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,857574,EUR,918691200,G,13,13,False,33.0,31.0,4.0,3.0,30.0,31.0,2.0,,1.0,,5.0,,1.0,1.0,,,90.0,40.0,6.8,2.0,0.00030879,0,0.3541,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,ALunin,,,,,1.0,,
11369481,away,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,138572,EUR,695088000,D,2,2,False,37.0,32.0,2.0,1.0,17.0,18.0,19.0,,3.0,,6.0,,,,,,90.0,48.0,6.7,7.0,0.0165598,1,,,,15.0,,,,,3.0,2.0,,,3.0,2.0,1.0,,1.0,,,,0.065,,,,DaniCarvajal,,1.0,,,,1.0,
11369481,away,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,142622,EUR,731116800,D,22,22,False,51.0,46.0,8.0,4.0,31.0,31.0,20.0,,3.0,2.0,3.0,,,,,,90.0,62.0,7.1,6.0,0.010043,2,,,,15.0,,1.0,,,2.0,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,0.4962,,,,ARüdiger,,,,,,,
11369481,away,Real Madrid,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180,15081,M,69404,EUR,632620800,D,6,6,False,50.0,48.0,4.0,2.0,30.0,31.0,19.0,,,1.0,3.0,,,,,,90.0,55.0,6.8,2.0,0.285379,0,,,,18.0,,,,,,,1.0,,,,,,,,,3.0,,,,,nachofdez90,True,,,,,,
11369481,away,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,851271,EUR,934588800,D,20,20,False,55.0,49.0,4.0,3.0,15.0,17.0,45.0,7.0,3.0,,6.0,1.0,,,,,90.0,76.0,7.4,17.0,0.111163,0,,,,35.0,1.0,,,,2.0,2.0,3.0,1.0,3.0,2.0,,,4.0,,,1.0,,,,,frangarci11,,,,,,,
11369481,away,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,547838,EUR,839376000,M,19,19,False,31.0,24.0,,,3.0,4.0,27.0,,7.0,,2.0,5.0,,,,,59.0,44.0,7.5,9.0,0.310123,0,,,,21.0,,,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,,,,,,,,,,Danifuli10,,,,1.0,,,
11369481,away,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,973887,EUR,1036886400,M,12,12,False,34.0,33.0,1.0,1.0,10.0,10.0,24.0,,12.0,,6.0,6.0,,,,,81.0,51.0,8.0,3.0,0.082289,0,,,,23.0,,,2.0,1.0,5.0,2.0,1.0,,2.0,,,,,1.0,,,,,,,Tacklevinga,,,1.0,1.0,,,
11369481,away,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183,45525,M,26502,EUR,631411200,M,8,8,False,92.0,88.0,14.0,13.0,31.0,31.0,69.0,8.0,3.0,,6.0,,,,,,90.0,106.0,8.9,8.0,0.51113,1,,,,62.0,5.0,,1.0,1.0,2.0,2.0,4.0,,3.0,1.0,1.0,,,1.0,,,0.0446,1.0,0.2608,,Kroos,,,1.0,2.0,,,
11369481,away,Real Madrid,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,835485,EUR,933638400,M,21,21,False,12.0,12.0,1.0,1.0,5.0,5.0,7.0,,1.0,,1.0,,,,,,59.0,16.0,6.7,3.0,0.0184235,0,,,,7.0,,,,,1.0,1.0,,,,,,,3.0,,,,,,,,Brahim,,,,,,1.0,
11369481,away,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,910536,EUR,978998400,F,11,11,False,27.0,24.0,2.0,2.0,6.0,6.0,22.0,1.0,1.0,,3.0,,,,,,81.0,38.0,6.7,8.0,0.308552,1,,,,19.0,1.0,,2.0,,1.0,1.0,2.0,1.0,8.0,2.0,1.0,,2.0,2.0,,,0.7051,1.0,0.5487,,Rodrygo,,,,1.0,,,1.0
11369481,away,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,868812,EUR,963360000,F,7,7,False,22.0,16.0,5.0,3.0,,,22.0,,5.0,,1.0,2.0,,,,,89.0,49.0,6.8,17.0,0.0207464,7,,,,16.0,,,6.0,3.0,,,,1.0,8.0,1.0,1.0,,5.0,2.0,3.0,,0.8941,2.0,0.7188,1.0,ViniJr,,2.0,,,,,2.0
11369481,away,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,831808,EUR,901065600,M,15,15,True,20.0,14.0,3.0,,5.0,5.0,16.0,1.0,1.0,,3.0,,,,,,31.0,24.0,6.8,8.0,0.0150829,0,,,,9.0,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,Fede,,,,,,,
11369481,away,Real Madrid,Joselu,joselu,Joselu,F,9,191,18060,M,69418,EUR,638496000,F,14,14,True,9.0,6.0,1.0,,1.0,1.0,8.0,,2.0,1.0,2.0,,,,,,31.0,11.0,6.6,4.0,0.029776,0,,,,5.0,,2.0,,,,,,,1.0,,,,1.0,1.0,,,,,,,joselumato,,,,,,1.0,
11369481,away,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176,399381,M,1091116,EUR,1109289600,M,24,24,True,6.0,5.0,1.0,1.0,1.0,1.0,5.0,,2.0,,1.0,,,,,,9.0,10.0,6.7,3.0,0.00112684,0,,Arda Guler,,4.0,,,,,2.0,2.0,,,3.0,,,,2.0,3.0,,,,,,,AGüler,,,,,,,
11369481,away,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,859025,EUR,948931200,M,18,18,True,5.0,5.0,,,4.0,4.0,1.0,,1.0,,,,,,,,9.0,7.0,7.4,,0.00047914,1,,,,1.0,,1.0,,,,,,,3.0,1.0,,,,2.0,,,0.0952,1.0,0.2027,1.0,ATchouaméni,,,,,,,
11369481,away,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,792073,EUR,802569600,D,23,23,True,1.0,1.0,,,,,1.0,,,,,,,,,,10.0,4.0,6.4,,0.00026184,0,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,FerMendy,,,,,,,
11369481,away,Real Madrid,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,232422,EUR,781142400,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,KepaA,,,,,,,
11369481,away,Real Madrid,Lucas Cañizares,lucas-canizares,L. Cañizares,G,30,186,485,M,1022248,EUR,1020988800,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369481,away,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,255239,EUR,678326400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,LucasVaz91,,,,,,,
11369481,away,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,15466,EUR,495072000,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,LModric10,,,,,,,
