match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_penaltyWon,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_totalCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyConceded,stat_penaltyFaced,stat_totalKeeperSweeper,stat_lastManTackle,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
11450182,home,Konyaspor,Paul Bernardoni,,,paul-bernardoni,P. Bernardoni,G,40,190,167,M,361314,EUR,861321600,G,61,61,False,24.0,10.0,19.0,5.0,5.0,6.0,5.0,18.0,7.0,1.0,3.0,4.0,90.0,33.0,7.7,14.0,0.00185505,0,1.4571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450182,home,Konyaspor,Uğurcan Yazğılı,,,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,24.0,17.0,6.0,2.0,4.0,6.0,13.0,18.0,1.0,,,,89.0,46.0,7.6,13.0,0.0341384,0,,1.0,1.0,5.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11450182,home,Konyaspor,Adil Demirbağ,,,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,21.0,17.0,1.0,,12.0,13.0,5.0,8.0,2.0,,,,90.0,35.0,7.2,6.0,0.00166649,1,,2.0,6.0,4.0,,5.0,1.0,2.0,1.0,1.0,,,5.0,1.0,1.0,1.0,0.0843,,,,,,,,,,,,,,,,,,,
11450182,home,Konyaspor,Francisco Calvo,,,francisco-calvo,F. Calvo,D,5,181,677,M,156400,EUR,710553600,D,15,15,False,38.0,29.0,8.0,3.0,23.0,27.0,6.0,12.0,7.0,,,,90.0,50.0,7.5,11.0,0.0262378,1,,2.0,2.0,6.0,,2.0,2.0,2.0,2.0,1.0,,,2.0,,,,0.0723,1.0,2.0,2.0,1.0,0.0516,,,,,,,,,,,,,,
11450182,home,Konyaspor,Guilherme Haubert Sityá,,,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,31.0,21.0,3.0,1.0,13.0,17.0,10.0,22.0,4.0,,,,90.0,56.0,7.4,20.0,0.245087,1,,2.0,2.0,6.0,1.0,1.0,1.0,4.0,2.0,,,,,1.0,,,0.0754,8.0,,,,,True,2.0,1.0,2.0,,,,,,,,,,
11450182,home,Konyaspor,Soner Dikmen,,,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,6,6,False,24.0,17.0,6.0,3.0,7.0,9.0,10.0,15.0,5.0,,,,90.0,36.0,7.3,9.0,0.0191856,2,,1.0,4.0,3.0,1.0,,2.0,1.0,1.0,1.0,,,2.0,,3.0,1.0,0.1077,,1.0,1.0,1.0,0.4739,,,,1.0,1.0,,,,,,,,,
11450182,home,Konyaspor,Oğulcan Ülgün,Ogulcan Ülgün,,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,M,35,35,False,34.0,25.0,3.0,,14.0,17.0,11.0,17.0,2.0,,,,90.0,48.0,6.7,11.0,0.00515871,0,,2.0,5.0,6.0,1.0,1.0,3.0,2.0,,1.0,3.0,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
11450182,home,Konyaspor,Louka Prip,,,prip-louka,L. Prip,M,,182,142,M,976127,EUR,867542400,M,11,11,False,15.0,13.0,1.0,1.0,2.0,2.0,12.0,15.0,4.0,,,,87.0,28.0,7.0,6.0,0.166339,1,,,3.0,6.0,,,,,,1.0,4.0,,1.0,,,,0.0405,2.0,3.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,
11450182,home,Konyaspor,Alexandru Cicâldău,,,alexandru-cicaldau,A. Cicâldău,M,20,178,682,M,827540,EUR,868320000,M,8,8,False,21.0,15.0,2.0,2.0,4.0,5.0,13.0,20.0,1.0,,,,82.0,30.0,7.0,9.0,0.078689,1,,,5.0,3.0,,,,,,,1.0,,3.0,,,1.0,0.1011,4.0,3.0,2.0,,,,2.0,,1.0,1.0,,,,,,,,,
11450182,home,Konyaspor,Marlos Moreno,,,marlos-moreno,M. Moreno,F,7,173,1658,M,818942,EUR,843177600,M,70,70,False,16.0,13.0,2.0,2.0,8.0,8.0,5.0,8.0,9.0,,,,87.0,40.0,7.2,9.0,0.0422827,1,,,9.0,10.0,3.0,,,2.0,2.0,2.0,7.0,1.0,,,,2.0,0.0373,,5.0,1.0,,,,,,1.0,1.0,,,,,,,,,
