match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_accurateCross,player_firstName,player_lastName,player_sofascoreId,stat_goalAssist,stat_hitWoodwork,stat_goals
11107060,home,Al-Fayha,Vladimir Stojković,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,17.0,9.0,12.0,5.0,5.0,6.0,4.0,11.0,7.0,1.0,2.0,2.0,90.0,22.0,6.3,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11107060,home,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000,D,8,8,False,12.0,9.0,,,1.0,2.0,8.0,11.0,3.0,,,,57.0,24.0,6.8,5.0,0,1.0,2.0,9.0,7.0,5.0,1.0,1.0,6.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11107060,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,32.0,22.0,7.0,3.0,14.0,21.0,8.0,11.0,4.0,,,,90.0,38.0,6.2,11.0,0,,,2.0,3.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11107060,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,27.0,24.0,5.0,2.0,21.0,21.0,3.0,6.0,2.0,,,,90.0,45.0,7.2,3.0,0,,2.0,2.0,5.0,,,7.0,3.0,1.0,1.0,,,True,1.0,2.0,3.0,,,,,,,,,,,,,,,,
11107060,home,Al-Fayha,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,False,41.0,33.0,6.0,2.0,21.0,25.0,12.0,16.0,10.0,,,,90.0,52.0,6.7,10.0,0,,1.0,2.0,3.0,,,2.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11107060,home,Al-Fayha,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,D,3,3,False,30.0,22.0,4.0,1.0,9.0,12.0,13.0,18.0,7.0,,,,90.0,51.0,6.3,11.0,0,,3.0,4.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,
11107060,home,Al-Fayha,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,M,27,27,False,39.0,32.0,1.0,1.0,13.0,15.0,19.0,26.0,6.0,,,,90.0,57.0,6.9,14.0,1,2.0,1.0,3.0,8.0,1.0,,,,,3.0,,1.0,,1.0,,,4.0,1.0,4.0,4.0,1.0,,,,,,,,,,,
11107060,home,Al-Fayha,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176.0,231,M,870943,EUR,762307200,M,37,37,False,50.0,44.0,7.0,4.0,23.0,26.0,21.0,25.0,11.0,,,,82.0,60.0,6.5,8.0,0,1.0,,4.0,3.0,4.0,,2.0,1.0,,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,
11107060,home,Al-Fayha,Mohammed Abusabaan,mohammed-abusabaan,M. Abusabaan,M,,176.0,2,M,232202,EUR,632793600,M,66,66,False,11.0,9.0,,,5.0,7.0,4.0,4.0,3.0,,,,45.0,18.0,6.7,3.0,1,,1.0,5.0,3.0,2.0,,,3.0,2.0,,2.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
11107060,home,Al-Fayha,Paulinho Paula,paulinho-paula,Paulinho,M,18,173.0,1795,M,879902,EUR,852681600,M,18,18,False,24.0,18.0,1.0,1.0,3.0,4.0,15.0,22.0,5.0,,,,77.0,45.0,6.4,13.0,1,2.0,1.0,6.0,10.0,,,,3.0,2.0,2.0,4.0,,,,,1.0,2.0,1.0,6.0,5.0,1.0,1.0,1.0,,,,,,,,,
