match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_bigChanceMissed,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_wasFouled,stat_dispossessed,stat_wonContest,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10408460,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191,2805,M,791773,EUR,796003200,G,1,1,False,41.0,30.0,28.0,17.0,17.0,18.0,13.0,23.0,1.0,1.0,2.0,10.0,1.0,1.0,1.0,2.0,3.0,1.0,90.0,51.0,6.7,12.0,0.0,0.0,0.0050062,0,-0.5187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408460,home,Real Sociedad,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,866810,EUR,839116800,D,18,18,False,42.0,38.0,5.0,4.0,18.0,19.0,20.0,26.0,2.0,3.0,,4.0,,,,,,,90.0,63.0,6.6,10.0,0.0641,0.0,0.0138971,1,,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408460,home,Real Sociedad,Aritz Elustondo,aritz-elustondo,A. Elustondo,D,6,178,410,M,785468,EUR,764812800,D,6,6,False,53.0,45.0,4.0,2.0,33.0,36.0,12.0,17.0,1.0,3.0,2.0,6.0,,,,,,,90.0,62.0,6.6,8.0,0.4232,0.0,0.00304976,1,,,5.0,7.0,,,1.0,1.0,2.0,2.0,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10408460,home,Real Sociedad,Jon Pacheco,jon-pacheco,J. Pacheco,D,5,184,537,M,934383,EUR,978912000,D,20,20,False,70.0,65.0,10.0,6.0,55.0,56.0,10.0,14.0,1.0,4.0,6.0,3.0,,,,,,,90.0,81.0,6.9,5.0,0.0,0.0,0.00656344,0,,,6.0,7.0,,,,,2.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
10408460,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175,419,M,966441,EUR,871689600,D,12,12,False,48.0,38.0,5.0,,27.0,33.0,11.0,15.0,2.0,4.0,2.0,8.0,,1.0,,,,,90.0,75.0,6.7,15.0,0.0,0.0,0.00795214,0,,,3.0,6.0,,2.0,,1.0,1.0,1.0,,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,
10408460,home,Real Sociedad,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,3,3,False,49.0,40.0,5.0,3.0,22.0,28.0,18.0,21.0,6.0,9.0,3.0,8.0,,,,,,,90.0,59.0,7.0,10.0,0.0383,0.0,0.040534,0,,,1.0,4.0,,,,1.0,1.0,,,,,2.0,,,2.0,1.0,,1.0,martin_zubimendi,,,,,,,,,,
10408460,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184,2013,M,845385,EUR,852595200,M,23,23,False,62.0,54.0,7.0,5.0,26.0,29.0,29.0,34.0,2.0,8.0,1.0,7.0,,3.0,,,,,88.0,81.0,7.3,14.0,0.4384,0.6462,0.0795243,2,,1.0,2.0,10.0,1.0,1.0,,,3.0,1.0,,,,5.0,,,3.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,
10408460,home,Real Sociedad,David Silva,david-silva,D. Silva,M,,170,2751,,11781,EUR,505526400,M,21,21,False,44.0,34.0,3.0,2.0,12.0,15.0,22.0,30.0,1.0,2.0,,,,2.0,,,,,82.0,50.0,6.7,13.0,0.0621,0.0,0.0656833,1,,1.0,2.0,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
10408460,home,Real Sociedad,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,592010,EUR,835401600,M,8,8,False,61.0,44.0,6.0,2.0,22.0,30.0,23.0,32.0,3.0,4.0,2.0,10.0,,1.0,,,,,90.0,73.0,7.2,23.0,0.0377,0.0,0.282727,1,,1.0,2.0,11.0,1.0,1.0,1.0,1.0,,,,,,3.0,,,,5.0,1.0,4.0,mikelmerino,1.0,,,,1.0,2.0,,,,
10408460,home,Real Sociedad,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17312,M,309078,EUR,818121600,F,19,19,False,27.0,18.0,,,6.0,6.0,12.0,21.0,4.0,6.0,1.0,4.0,,4.0,,,,,90.0,48.0,7.3,17.0,0.7929,1.64,0.0546776,5,,,1.0,7.0,,3.0,,,,,,1.0,,2.0,,,,3.0,2.0,1.0,asorloth,,3.0,2.0,1.0,,,1.0,,,
