match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,captain,stat_dispossessed,stat_outfielderBlock,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_errorLeadToAGoal
12117327,home,Vitória,Lucas Arcanjo,lucas-arcanjo,L. Arcanjo,G,1,190,811,M,982558,EUR,902534400,G,1,1,False,27.0,19.0,16.0,8.0,0.0,13.0,13.0,6.0,14.0,1.0,3.0,8.0,1.0,2.0,1.0,2.0,3.0,90.0,37.0,7.5,8.0,0.00212515,0,0.2289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117327,home,Vitória,Raúl Cáceres,raul-caceres,R. Cáceres,D,27,180,356,M,122971,EUR,685152000,D,27,27,False,13.0,10.0,,,0.0,7.0,8.0,3.0,6.0,1.0,3.0,1.0,,,,,,90.0,23.0,7.0,5.0,0.0007326,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12117327,home,Vitória,Edu,edu,Edu,D,43,188,302,M,989715,EUR,961113600,D,43,43,False,22.0,17.0,6.0,1.0,0.0,14.0,14.0,3.0,8.0,4.0,6.0,2.0,1.0,,,,,90.0,38.0,7.1,7.0,0.0003383,3,,,,,,2.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5755,0.8156,,,,,,,,,,,,
12117327,home,Vitória,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,77,77,False,21.0,19.0,5.0,3.0,0.0,16.0,16.0,3.0,5.0,2.0,8.0,2.0,,,,,,90.0,33.0,7.3,2.0,0.00063644,0,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,
12117327,home,Vitória,Wagner Leonardo,wagner-leonardo,W. Leonardo,D,3,186,1490,M,976235,EUR,932688000,D,4,4,False,29.0,27.0,10.0,8.0,0.0,17.0,18.0,10.0,11.0,4.0,9.0,,1.0,,,,,90.0,48.0,7.6,3.0,0.00740675,2,,,,,2.0,4.0,,,,3.0,1.0,1.0,1.0,,,1.0,0.2627,0.6323,,,True,1.0,3.0,,,,,,,
12117327,home,Vitória,Lucas Esteves,lucas-esteves,L. Esteves,D,25,171,881,M,1387272,EUR,961804800,D,16,16,False,19.0,16.0,2.0,1.0,0.0,11.0,12.0,8.0,13.0,5.0,4.0,5.0,,,,,,90.0,42.0,7.6,9.0,0.181727,0,,,,6.0,,3.0,1.0,2.0,,1.0,,,,,2.0,1.0,,,3.0,2.0,,1.0,,3.0,4.0,,,,,
12117327,home,Vitória,Matheuzinho,matheuzinho,Matheuzinho,M,10,165,1521,M,795266,EUR,877132800,M,30,30,False,2.0,2.0,,,0.0,2.0,2.0,,,,,,,,,,,5.0,2.0,,,1.37e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117327,home,Vitória,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176,231,M,870943,EUR,762307200,M,28,28,False,18.0,17.0,3.0,2.0,0.0,9.0,10.0,8.0,8.0,2.0,2.0,3.0,,,,,,74.0,27.0,7.1,1.0,0.0178518,1,,,,,,2.0,,2.0,,,,1.0,,,1.0,,0.0117,,,,,,1.0,,2.0,2.0,,,,
12117327,home,Vitória,Willian Oliveira,willian-oliveira,W. Oliveira,M,29,179,410,M,295167,EUR,737510400,M,29,29,False,16.0,12.0,3.0,3.0,0.0,7.0,8.0,5.0,8.0,4.0,3.0,2.0,1.0,,,,,90.0,27.0,6.9,6.0,0.127919,2,,,,,,4.0,1.0,,2.0,3.0,,,,2.0,,2.0,0.1877,,,,,,,,,2.0,1.0,,,
12117327,home,Vitória,Alerrandro,alerrandro,Alerrandro,F,9,180,1551,M,923948,EUR,947635200,F,9,9,False,20.0,15.0,1.0,,0.0,5.0,5.0,10.0,15.0,6.0,1.0,6.0,2.0,,,,,90.0,38.0,8.5,10.0,0.0452233,4,,,,,3.0,8.0,,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,1.4178,1.2199,2.0,1.0,,1.0,,,2.0,2.0,,2.0,,
12117327,home,Vitória,Janderson,janderson,Janderson,F,39,189,658,M,1462989,EUR,925948800,F,39,39,False,13.0,9.0,1.0,,0.0,4.0,4.0,5.0,9.0,5.0,2.0,3.0,1.0,,,,,70.0,29.0,7.0,10.0,0.00465234,2,,Janderson,,,1.0,5.0,,2.0,2.0,1.0,,,1.0,1.0,2.0,1.0,0.1358,0.6335,3.0,1.0,,2.0,2.0,,,,,,,
12117327,home,Vitória,Gustavo Silva,gustavo-silva,G. Silva,M,7,169,745,M,863283,EUR,873590400,F,7,7,True,11.0,9.0,2.0,2.0,1.0,4.0,5.0,6.0,7.0,2.0,2.0,4.0,1.0,,,,,69.0,22.0,7.6,5.0,0.728115,1,,,,1.0,1.0,3.0,,,,,,1.0,,,,1.0,0.0271,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,2.0,
12117327,home,Vitória,Everaldo,everaldo,Everaldo,M,,172,208,M,923951,EUR,770083200,F,37,37,True,5.0,4.0,1.0,,0.0,2.0,3.0,2.0,2.0,1.0,,,1.0,,,,,20.0,14.0,6.8,3.0,0.0318153,3,,,,,1.0,4.0,1.0,,1.0,,,,1.0,2.0,,2.0,0.0961,0.0349,1.0,,,,,,1.0,,,,1.0,
12117327,home,Vitória,Filipe Machado,filipe-machado,Filipe Machado,M,8,174,336,M,844601,EUR,822096000,M,36,36,True,3.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,,2.0,,,,,,16.0,9.0,7.0,1.0,0.1376,1,,,,2.0,,1.0,,1.0,,,,,1.0,,,,0.0293,0.0506,2.0,1.0,,,,2.0,2.0,,,,,
12117327,home,Vitória,Zé Hugo,ze-hugo,Z. Hugo,F,11,177,217,M,1166468,EUR,940118400,F,17,17,True,2.0,1.0,,,0.0,,,1.0,3.0,2.0,,1.0,1.0,,,,,16.0,8.0,6.6,4.0,0.00202965,0,,,,1.0,,2.0,,,1.0,,,,,,,1.0,,,2.0,1.0,,,,,,,,,,
12117327,home,Vitória,Muriel,muriel,Muriel,G,1,190,339,M,108486,EUR,540259200,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117327,home,Vitória,Willean Lepo,willean-lepo,W. Lepo,D,2,180,184,M,868076,EUR,853372800,D,97,97,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117327,home,Vitória,Bruno Uvini,bruno-uvini,Bruno Uvini,D,,187,190,M,158267,EUR,675907200,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117327,home,Vitória,Patric Calmon,patric-calmon,P. Calmon,D,94,181,131,M,987168,EUR,773366400,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117327,home,Vitória,Leo Naldi,leo-naldi,L. Naldi,M,18,177,232,M,1101061,EUR,998092800,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,Leo Naldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
