match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_outfielderBlock,stat_accurateCross,stat_bigChanceCreated,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_wonContest,player_firstName,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goodHighClaim,stat_penaltyMiss,stat_lastManTackle,stat_totalOffside
11407513,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,14.0,14.0,3.0,3.0,13.0,13.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,74.0,21.0,7.7,0.00013783,0,1.2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407513,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,65.0,57.0,9.0,8.0,23.0,25.0,34.0,42.0,4.0,,,,,90.0,94.0,7.4,0.114474,3,,dilorenzo22,True,2.0,2.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,15.0,0.1037,0.1934,,,,,,,,,,,,,,,,,,,,
11407513,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,48.0,45.0,10.0,9.0,27.0,30.0,18.0,18.0,6.0,,,,,90.0,56.0,7.8,0.010042,2,,,,,,4.0,,6.0,,,,1.0,1.0,1.0,,1.0,3.0,0.2737,0.1117,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
11407513,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,False,38.0,32.0,4.0,3.0,23.0,23.0,9.0,15.0,4.0,,,,,90.0,48.0,7.4,0.00340228,1,,,,,3.0,6.0,3.0,8.0,,,,,,1.0,,,6.0,0.0616,,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11407513,home,Napoli,Mário Rui,mario-rui,M. Rui,D,,168,1034,M,99546,EUR,675302400,D,6,6,False,87.0,77.0,7.0,5.0,19.0,20.0,62.0,73.0,2.0,,,,,90.0,115.0,8.3,0.253996,1,,,,6.0,,,3.0,8.0,,1.0,2.0,,1.0,1.0,,7.0,15.0,0.0257,0.0144,,,1.0,1.0,,,4.0,1.0,1.0,1.0,4.0,,,,,,,,,
11407513,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,50.0,43.0,,,9.0,10.0,35.0,42.0,3.0,,,,,90.0,66.0,7.5,0.0521801,4,,anguiss_29,,2.0,,1.0,,4.0,,,1.0,,2.0,1.0,2.0,,10.0,0.5306,0.3539,1.0,,2.0,2.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,
11407513,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,41.0,39.0,4.0,3.0,17.0,17.0,22.0,24.0,5.0,,,,,85.0,47.0,7.1,0.0185831,0,,StanLobotka,,,1.0,,2.0,3.0,,,1.0,,,1.0,,2.0,2.0,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,
11407513,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,20,20,False,47.0,45.0,,,5.0,5.0,42.0,51.0,2.0,,,,,71.0,60.0,7.6,0.133535,0,,zielu_94,,9.0,,,,1.0,,,,,,1.0,1.0,1.0,10.0,,,,,,,,,2.0,1.0,,1.0,4.0,,,,,,,,,
11407513,home,Napoli,Alessio Zerbin,alessio-zerbin,A. Zerbin,M,7,182,1060,M,869888,EUR,920419200,F,23,23,False,19.0,14.0,,,8.0,8.0,8.0,14.0,3.0,,,,,71.0,35.0,6.9,0.208095,2,,,,3.0,,,7.0,3.0,,2.0,2.0,2.0,,,1.0,1.0,11.0,0.1666,,,,1.0,1.0,,,2.0,,,4.0,2.0,1.0,,,,,,,,
11407513,home,Napoli,Giacomo Raspadori,giacomo-raspadori,G. Raspadori,F,18,172,8190,M,865651,EUR,950832000,F,81,81,False,22.0,19.0,1.0,1.0,2.0,2.0,18.0,23.0,,,,,,90.0,31.0,7.6,0.281086,2,,giacomo.raspadori,,3.0,1.0,,2.0,1.0,,,2.0,2.0,,,2.0,,8.0,0.1043,,,,,,,,1.0,1.0,,,4.0,1.0,,,,,,,,
11407513,home,Napoli,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,889259,EUR,981936000,F,77,77,False,41.0,33.0,4.0,2.0,5.0,6.0,28.0,36.0,1.0,,,,,90.0,72.0,7.4,0.256184,8,,Kvaradona,,1.0,1.0,,12.0,8.0,1.0,5.0,6.0,3.0,2.0,,2.0,5.0,19.0,0.5331,0.5865,1.0,,,,3.0,,,,,2.0,3.0,3.0,,,,,,,,
11407513,home,Napoli,Jesper Lindstrøm,jesper-lindstrom,J. Lindstrøm,M,19,182,2672,M,947929,EUR,951782400,M,29,29,True,8.0,4.0,,,,1.0,4.0,7.0,,,,,,19.0,12.0,6.9,0.0182303,0,,,,,,,,2.0,,,1.0,,,,1.0,1.0,5.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,
11407513,home,Napoli,Gianluca Gaetano,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,902019,EUR,957484800,M,70,70,True,8.0,8.0,1.0,1.0,3.0,3.0,5.0,5.0,4.0,,,,,19.0,15.0,6.6,0.00301333,2,,,,,,,2.0,2.0,,,1.0,,2.0,,,,1.0,0.1966,0.4373,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,
11407513,home,Napoli,Nikita Contini,nikita-contini,N. Contini,G,14,190,976,M,352728,EUR,832636800,G,14,14,True,3.0,3.0,,,3.0,3.0,,,2.0,,,,,16.0,5.0,6.6,2.673e-05,0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,
11407513,home,Napoli,Giovanni Simeone,giovanni-simeone,G. Simeone,F,18,179,9782,M,341143,EUR,804902400,F,18,18,True,5.0,4.0,,,1.0,1.0,3.0,4.0,2.0,,,,,12.0,7.0,7.0,0.237345,0,,simeonegiovanni,,,1.0,,2.0,,,1.0,,,,,1.0,,3.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,
11407513,home,Napoli,Hubert Idasiak,hubert-idasiak,H. Idasiak,G,16,188,332,M,970829,EUR,1012694400,G,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407513,home,Napoli,Pierluigi Gollini,pierluigi-gollini,P. Gollini,G,95,194,1254,M,329175,EUR,795484800,G,95,95,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407513,home,Napoli,Luigi D'Avino,davino-luigi,L. D'Avino,D,15,186,137,M,1154899,EUR,1134000000,D,50,50,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luigi D'Avino,,,,,,,
11407513,home,Napoli,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1809,M,879746,EUR,943747200,D,55,55,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407513,home,Napoli,Jens Cajuste,jens-cajuste,J. Cajuste,M,12,188,1162,M,857671,EUR,934243200,M,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407513,home,Napoli,Alessandro Zanoli,zanoli-alessandro,A. Zanoli,M,59,186,923,M,922928,EUR,970531200,D,59,59,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407513,away,Monza,Michele Di Gregorio,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,844609,EUR,869961600,G,16,16,False,39.0,26.0,23.0,11.0,21.0,25.0,5.0,14.0,13.0,6.0,,,9.0,90.0,59.0,9.6,0.00178946,0,1.6972,L'UomoTigre,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,1.0,,,
11407513,away,Monza,Danilo D'Ambrosio,danilo-dambrosio,D. D'Ambrosio,D,,180,548,M,107936,EUR,589766400,D,33,33,False,39.0,38.0,2.0,1.0,31.0,31.0,7.0,8.0,,,,,,76.0,44.0,6.9,0.00216245,0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,
11407513,away,Monza,Roberto Gagliardini,roberto-gagliardini,R. Gagliardini,M,63,188,567,M,287057,EUR,765676800,D,6,6,False,41.0,39.0,2.0,1.0,33.0,34.0,6.0,7.0,4.0,,,,,90.0,52.0,7.3,0.0669547,0,,,,,1.0,,3.0,2.0,1.0,,,,,2.0,,,2.0,,,,3.0,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,
11407513,away,Monza,Luca Caldirola,luca-caldirola,L. Caldirola,D,33,189,134,M,100565,EUR,665366400,D,5,5,False,57.0,47.0,10.0,5.0,42.0,47.0,5.0,10.0,3.0,,,,,90.0,71.0,7.2,0.0011038,1,,,,,1.0,1.0,3.0,5.0,2.0,,,1.0,,,1.0,1.0,11.0,0.0168,,,3.0,3.0,1.0,,1.0,,,,,,,,,,,,,,
11407513,away,Monza,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185,287,M,807291,EUR,885427200,M,13,13,False,12.0,10.0,1.0,,5.0,5.0,7.0,10.0,,,,,,45.0,22.0,6.4,0.0816981,1,,,,3.0,,1.0,4.0,1.0,1.0,,,,,1.0,,,3.0,0.0479,,,1.0,,,1.0,,2.0,,,3.0,,,,,,,,,,
