match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_totalOffside,stat_bigChanceCreated,stat_keyPass,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
12436987,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,48.0,35.0,20.0,9.0,0.0,31.0,36.0,4.0,12.0,1.0,1.0,1.0,9.0,1.0,2.0,2.0,1.0,90.0,55.0,7.0,13.0,0.00444332,0,0.2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436987,home,Brentford,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2094,M,924378,EUR,1008806400,D,4,4,False,52.0,39.0,4.0,,0.0,16.0,20.0,23.0,32.0,3.0,7.0,3.0,3.0,,,,,90.0,68.0,7.1,14.0,0.0435684,1,,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0384,,,,,,,,,,,,,,,,,,,,,,
12436987,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,76.0,67.0,9.0,5.0,0.0,42.0,43.0,25.0,33.0,,1.0,2.0,3.0,,,,,90.0,82.0,6.7,9.0,0.0510713,0,,3.0,4.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12436987,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,77.0,70.0,7.0,3.0,0.0,45.0,47.0,25.0,30.0,5.0,7.0,4.0,2.0,,,,,90.0,88.0,6.9,9.0,0.0206355,0,,3.0,3.0,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
12436987,home,Brentford,Kristoffer Ajer,kristoffer-ajer,K. Ajer,D,20,196,1144,M,576384,EUR,892771200,D,20,20,False,47.0,33.0,3.0,1.0,0.0,18.0,23.0,16.0,25.0,2.0,4.0,2.0,2.0,,,,,90.0,68.0,7.0,16.0,0.0171291,0,,1.0,4.0,,1.0,1.0,1.0,,1.0,,,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
12436987,home,Brentford,Kevin Schade,kevin-schade,K. Schade,M,7,183,3191,M,1006387,EUR,1006819200,M,7,7,False,12.0,6.0,,,0.0,1.0,3.0,5.0,14.0,1.0,4.0,1.0,3.0,,,,,60.0,25.0,6.8,14.0,0.0171224,0,,,2.0,,1.0,1.0,1.0,2.0,2.0,,,1.0,,5.0,,1.0,,,,1.0,,,,,,,,,,,,,
12436987,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,907072,EUR,962582400,M,24,24,False,53.0,39.0,5.0,1.0,0.0,11.0,14.0,29.0,43.0,1.0,9.0,1.0,5.0,,,,,90.0,78.0,7.3,21.0,0.0665101,0,,1.0,3.0,,,8.0,5.0,2.0,,,,1.0,1.0,4.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,
12436987,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,M,27,27,False,39.0,35.0,2.0,1.0,0.0,18.0,19.0,17.0,20.0,2.0,3.0,4.0,3.0,,,,,90.0,58.0,6.8,9.0,0.0258695,0,,3.0,6.0,,,1.0,1.0,3.0,,,,1.0,1.0,,,,,,,,,,True,2.0,,,,,,,,,
12436987,home,Brentford,Keane Lewis-Potter,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,972421,EUR,982800000,M,23,23,False,27.0,21.0,1.0,1.0,0.0,10.0,10.0,12.0,20.0,1.0,5.0,1.0,4.0,,,,,90.0,48.0,6.9,15.0,0.0790795,1,,,5.0,,,2.0,1.0,4.0,,,0.0126,3.0,1.0,3.0,1.0,3.0,2.0,,,,,,,1.0,1.0,0.0128,,,,,,,
12436987,home,Brentford,Fabio Carvalho,fabio-carvalho,F. Carvalho,F,14,170,4025,M,991604,EUR,1030665600,F,14,14,False,26.0,22.0,2.0,1.0,1.0,6.0,9.0,16.0,22.0,1.0,5.0,1.0,2.0,,,,,85.0,50.0,7.1,16.0,0.0607132,1,,,4.0,,1.0,4.0,3.0,3.0,,,0.0243,1.0,1.0,5.0,,3.0,,,,,,1.0,,,,,_fabio.10,1.0,,,,,
