match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_goalAssist,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim
11067479,home,Athletico,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,1,1,False,18.0,13.0,9.0,4.0,9.0,9.0,4.0,9.0,1.0,5.0,1.0,4.0,1.0,90.0,26.0,6.5,5.0,0.0009963,0,-0.2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067479,home,Athletico,Cacá,,,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,51.0,42.0,5.0,2.0,23.0,24.0,19.0,27.0,4.0,7.0,,,,90.0,64.0,6.5,10.0,0.00902088,0,,1.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
11067479,home,Athletico,Thiago Heleno,,,thiago-heleno,T. Heleno,D,44,185,283,M,,33106,EUR,590457600,D,44,44,False,45.0,38.0,7.0,1.0,23.0,24.0,15.0,21.0,5.0,2.0,,,,79.0,56.0,6.6,8.0,0.0107459,1,,1.0,5.0,4.0,7.0,,1.0,1.0,1.0,2.0,True,1.0,1.0,1.0,1.0,0.0264,,,,,,,,,,,,,,,
11067479,home,Athletico,Lucas Esquivel,Lucas Esquivel,,lucas-esquivel,L. Esquivel,D,37,183,1067,M,,1087079,EUR,1003017600,D,37,37,False,54.0,42.0,8.0,3.0,21.0,25.0,22.0,34.0,2.0,7.0,,,,90.0,83.0,7.0,22.0,0.106101,1,,,2.0,2.0,4.0,1.0,1.0,,1.0,,,,1.0,1.0,,0.0176,5.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,
11067479,home,Athletico,Tomás Cuello,,,tomas-cuello,T. Cuello,M,28,176,1951,M,,871273,EUR,952214400,M,28,28,False,52.0,41.0,4.0,1.0,13.0,14.0,29.0,45.0,1.0,12.0,,,,90.0,78.0,7.8,17.0,0.239858,0,,,1.0,4.0,10.0,,1.0,3.0,4.0,2.0,,2.0,,1.0,2.0,,7.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,
11067479,home,Athletico,Erick,,,erick,Erick,M,14,176,1116,M,,874063,EUR,879465600,M,26,26,False,46.0,41.0,3.0,2.0,12.0,12.0,29.0,34.0,1.0,3.0,,,,75.0,55.0,7.6,5.0,0.05016,2,,1.0,5.0,3.0,5.0,,,,,1.0,,1.0,,3.0,,0.9179,,,,,,1.0,,2.0,1.0,1.0925,,,,,
11067479,home,Athletico,Fernandinho,,,fernandinho,Fernandinho,M,,179,1901,M,,13630,EUR,484012800,M,5,5,False,56.0,49.0,3.0,2.0,17.0,18.0,32.0,38.0,1.0,7.0,,,,79.0,59.0,6.8,7.0,0.448124,0,,1.0,1.0,2.0,2.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,
11067479,home,Athletico,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175,3082,M,,846413,EUR,907200000,M,14,14,False,29.0,24.0,2.0,,3.0,3.0,21.0,29.0,,8.0,,,,90.0,46.0,7.2,13.0,0.0760815,1,,2.0,,5.0,4.0,1.0,,,3.0,1.0,,1.0,,,,0.144,3.0,,1.0,1.0,1.0,3.0,2.0,1.0,,0.3917,1.0,3.0,2.0,,
11067479,home,Athletico,Vitor Bueno,,,vitor-bueno,Vitor Bueno,M,15,183,625,M,,808785,EUR,778723200,F,8,8,False,42.0,35.0,3.0,3.0,8.0,9.0,32.0,41.0,,5.0,,,,75.0,65.0,8.0,16.0,0.324552,5,,2.0,,8.0,1.0,3.0,,,,1.0,,1.0,1.0,,,0.274,8.0,5.0,2.0,1.0,,5.0,,2.0,1.0,0.4132,,2.0,,2.0,
11067479,home,Athletico,Pablo,,,pablo,Pablo,F,92,185,909,M,,374486,EUR,709257600,F,92,92,False,28.0,20.0,1.0,,7.0,9.0,14.0,20.0,2.0,6.0,,,,90.0,51.0,7.3,20.0,0.0884492,4,,6.0,4.0,11.0,4.0,2.0,,,,1.0,,,2.0,,,0.8192,1.0,1.0,2.0,,,1.0,,2.0,1.0,1.2048,,6.0,1.0,,
