match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_wonTackle,captain,stat_outfielderBlock,stat_unsuccessfulTouch,stat_accurateCross,stat_aerialLost,player_sofascoreId,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_wonContest,stat_penaltyWon,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_lastManTackle,stat_bigChanceCreated,stat_penaltyConceded,stat_totalOffside
12441729,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,53.0,38.0,18.0,3.0,0.0,36.0,40.0,2.0,13.0,3.0,10.0,1.0,1.0,2.0,2.0,90.0,63.0,6.1,15.0,0.00135707,1.0,0,-0.4987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441729,home,Feyenoord,Givairo Read,,,givairo-read,G. Read,D,26,175,1865,M,1388535,EUR,1149206400,D,26,26,False,46.0,37.0,6.0,1.0,0.0,20.0,22.0,17.0,25.0,5.0,7.0,,,,,90.0,73.0,6.4,12.0,0.0107193,,1,,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0292,,,,,,,,,,,,,,,,,,,,,,,,,,
12441729,home,Feyenoord,Gernot Trauner,,,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,False,73.0,67.0,4.0,2.0,0.0,45.0,47.0,22.0,26.0,5.0,4.0,,,,,90.0,85.0,7.0,6.0,0.0182559,1.0,0,,,,6.0,,,1.0,2.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12441729,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,70.0,66.0,5.0,3.0,0.0,51.0,53.0,15.0,17.0,8.0,3.0,,,,,90.0,92.0,7.2,7.0,0.0184378,,1,,,1.0,3.0,,1.0,2.0,2.0,1.0,1.0,0.055,,,True,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
12441729,home,Feyenoord,Quilindschy Hartman,,,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,11,11,False,39.0,34.0,5.0,2.0,1.0,15.0,15.0,20.0,25.0,4.0,5.0,,,,,90.0,54.0,7.1,6.0,0.0970634,3.0,0,,1.0,3.0,,,,2.0,,,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12441729,home,Feyenoord,Jakub Moder,,,jakub-moder,J. Moder,M,7,191,7199,M,886242,EUR,923443200,M,7,7,False,33.0,20.0,7.0,1.0,0.0,10.0,14.0,10.0,19.0,1.0,3.0,,,,,90.0,48.0,6.7,19.0,0.00990388,,1,,,7.0,5.0,1.0,,1.0,3.0,1.0,2.0,0.7884,1.0,2.0,,,4.0,,,kubamoder,3.0,1.0,1.0,1.0,0.9242,,,,,,,,,,,,,
12441729,home,Feyenoord,In-Beom Hwang,,,in-beom-hwang,I. Hwang,M,6,177,3392,M,889689,EUR,843177600,M,4,4,False,36.0,30.0,3.0,2.0,0.0,13.0,14.0,17.0,22.0,1.0,1.0,,,,,70.0,45.0,6.4,7.0,0.0226812,,2,,,1.0,3.0,1.0,,,2.0,,,0.0672,1.0,1.0,,,,,,Hwang,,,2.0,,0.2213,1.0,,,,,,,,,,,,
12441729,home,Feyenoord,Antoni Milambo,Antoni,Milambo,antoni-milambo,A. Milambo,M,17,179,1574,M,1126692,EUR,1112486400,M,27,27,False,24.0,19.0,1.0,,0.0,12.0,12.0,7.0,12.0,,2.0,,,,,70.0,35.0,6.7,6.0,0.0324559,1.0,1,,,3.0,3.0,,,1.0,2.0,,,0.0249,,1.0,,,,,1.0,,1.0,2.0,1.0,,0.0463,,1.0,,,,,,,,,,,
12441729,home,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176,22233,M,1218066,EUR,1013385600,F,23,23,False,28.0,20.0,3.0,2.0,0.0,6.0,8.0,15.0,24.0,,2.0,,,,,90.0,53.0,8.3,17.0,0.0259882,1.0,3,,4.0,1.0,8.0,,2.0,,,4.0,,0.184,,,,,5.0,1.0,,hadj.a20,,5.0,1.0,1.0,0.2083,,4.0,1.0,,,,,,,,,,
12441729,home,Feyenoord,Julián Carranza,,,julian-carranza,J. Carranza,F,21,176,1418,M,895591,EUR,958953600,F,19,19,False,14.0,13.0,,,0.0,4.0,4.0,9.0,10.0,,2.0,,,,,79.0,26.0,6.8,4.0,0.00989654,,1,,,11.0,3.0,1.0,,,,3.0,2.0,0.02,,,,1.0,2.0,,9.0,,,,,,,,,,1.0,1.0,,,,,,,,
