match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_fouls,stat_wasFouled,stat_clearanceOffLine,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,stat_shotOffTarget,stat_savedShotsFromInsideTheBox,stat_totalOffside
12436410,away,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,958959,EUR,992736000,D,12,12,False,38.0,32.0,4.0,1.0,0.0,12.0,14.0,22.0,27.0,2.0,5.0,,,,,,,90.0,55.0,6.8,9.0,0.10837,0,,,,3.0,,,2.0,3.0,,,1.0,,,1.0,1.0,,3.0,2.0,1.0,2.0,,,,,1.0,jurrientimber,,,,,
12436410,away,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,941168,EUR,985392000,D,2,2,False,67.0,62.0,,,0.0,33.0,34.0,29.0,33.0,3.0,11.0,,,,,,,90.0,71.0,6.8,5.0,0.0755228,0,,,,,2.0,1.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,WSaliba4,,,,,
12436410,away,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,869792,EUR,882489600,D,6,6,False,45.0,42.0,3.0,1.0,0.0,15.0,16.0,27.0,29.0,6.0,1.0,,,,,,,90.0,54.0,7.2,3.0,0.306657,0,,,,,,2.0,1.0,2.0,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,GabrielMagalhães,,,,,
12436410,away,Arsenal,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,957602,EUR,1021766400,D,33,33,False,38.0,30.0,3.0,1.0,0.0,12.0,16.0,19.0,24.0,2.0,4.0,,,,,,,78.0,53.0,7.1,12.0,0.0978392,1,,,,2.0,2.0,5.0,7.0,8.0,1.0,2.0,1.0,,1.0,1.0,,,,3.0,2.0,1.0,,0.0211,,,1.0,richycala,,,1.0,,1.0
12436410,away,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,547410,EUR,913852800,M,8,8,False,53.0,48.0,3.0,3.0,0.0,11.0,11.0,38.0,45.0,,3.0,,,,,,,88.0,60.0,7.2,9.0,0.162682,1,,,,3.0,,,,1.0,,,,,,,1.0,,,,,1.0,,0.0326,,True,1.0,Ødegaard,,,1.0,,
12436410,away,Arsenal,Thomas Partey,thomas-partey,T. Partey,M,16,185,42575,M,316148,EUR,739929600,M,5,5,False,61.0,51.0,3.0,,0.0,18.0,20.0,33.0,41.0,3.0,6.0,,,,,,,90.0,72.0,7.4,10.0,0.0647747,2,,,,,1.0,2.0,1.0,8.0,,,,,,,1.0,,,5.0,3.0,,1.0,0.0802,0.6266,,,TPartey5,1.0,,,,1.0
12436410,away,Arsenal,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,592010,EUR,835401600,M,23,23,False,40.0,32.0,1.0,1.0,0.0,10.0,10.0,22.0,30.0,1.0,7.0,1.0,,,,,,78.0,54.0,8.0,12.0,0.102064,2,,,,,2.0,3.0,5.0,6.0,,1.0,1.0,,,1.0,,,1.0,3.0,1.0,,1.0,0.5605,0.9777,,,mikelmerino,,1.0,1.0,,
12436410,away,Arsenal,Ethan Nwaneri,ethan-nwaneri,E. Nwaneri,M,22,176,28926,M,1401702,EUR,1174435200,F,53,53,False,24.0,22.0,,,0.0,6.0,6.0,18.0,25.0,,2.0,2.0,,,,,,78.0,41.0,7.1,11.0,0.112118,1,,,,7.0,1.0,,4.0,2.0,,,3.0,2.0,,2.0,,,,,,2.0,,0.0629,,,2.0,ethan_nwaneri,1.0,,,,1.0
12436410,away,Arsenal,Gabriel Jesus,gabriel-jesus,G. Jesus,F,9,175,74471,M,794839,EUR,860025600,F,9,9,False,32.0,25.0,1.0,1.0,0.0,4.0,6.0,21.0,28.0,1.0,2.0,3.0,,,,,,89.0,51.0,8.1,15.0,0.141774,3,,,,2.0,2.0,1.0,6.0,6.0,1.0,2.0,4.0,4.0,,1.0,,,,1.0,,,2.0,0.782,0.6716,,,GabrielJesus,,1.0,1.0,,2.0
12436410,away,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,922573,EUR,992822400,F,11,11,False,22.0,16.0,1.0,1.0,0.0,4.0,5.0,12.0,20.0,2.0,4.0,2.0,,,,,,90.0,44.0,8.0,14.0,0.330817,4,,,,3.0,1.0,3.0,2.0,6.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,0.3851,0.8841,,4.0,GabiMartinelli,3.0,1.0,,,1.0
12436410,away,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16151,M,1423711,EUR,1159228800,M,49,49,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,12.0,13.0,6.6,2.0,0.00062845,0,,Myles Lewis-Skelly,,,,,1.0,2.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,myleslewisskelly,,,,,
12436410,away,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,856714,EUR,916272000,M,41,41,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,,,,,,12.0,4.0,6.4,,0.00021434,0,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,DeclanRice,,,,,
12436410,away,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172,31477,M,135666,EUR,786499200,F,19,19,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,,1.0,1.0,,,,,,12.0,6.0,6.4,3.0,0.0004292,0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,leandrotrossard,,,,,
12436410,away,Arsenal,Jorginho,jorginho,Jorginho,M,21,180,32466,M,132874,EUR,693187200,M,20,20,True,5.0,3.0,2.0,,0.0,2.0,2.0,1.0,3.0,,1.0,1.0,,,,,,2.0,6.0,,3.0,0.00030503,0,,,,,,,,,,,,,,,,,,,,,,,,,,jorginhofrello,,,,,
12436410,away,Arsenal,Oleksandr Zinchenko,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,287643,EUR,850608000,D,17,17,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,,,,,1.0,2.0,,1.0,3.266e-05,0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,OZinchenko,,,,,
12436410,away,Arsenal,Neto,neto,Neto,G,22,190,5148,M,84844,EUR,616809600,G,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Neto_Murara,,,,,
12436410,away,Arsenal,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,976037,EUR,950572800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,j_kiwior,,,,,
12436410,away,Arsenal,Kieran Tierney,kieran-tierney,K. Tierney,D,63,178,4739,M,366592,EUR,865468800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,kierantierney1,,,,,
12436410,away,Arsenal,Ismeal Kabia,ismeal-kabia,I. Kabia,F,20,176,1331,M,1621612,EUR,1134172800,F,46,46,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
