match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,captain,stat_goals,stat_fouls,player_sofascoreId,stat_wasFouled,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_clearanceOffLine,stat_hitWoodwork
12436436,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,907072,EUR,962582400,F,24,24,False,46.0,38.0,5.0,5.0,0.0,8.0,8.0,31.0,41.0,4.0,,,90.0,59.0,7.1,16.0,0.0810455,2,,,,3.0,,5.0,1.0,2.0,,1.0,,,,,4.0,0.1646,,2.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,2.0,,,,
12436436,home,Brentford,Kevin Schade,kevin-schade,K. Schade,M,7,183,3191,M,1006387,EUR,1006819200,M,7,7,True,8.0,6.0,,,0.0,1.0,1.0,5.0,7.0,2.0,,,22.0,11.0,6.9,3.0,0.13172,1,,,,,2.0,,2.0,,1.0,,,1.0,,,1.0,0.0342,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,
12436436,home,Brentford,Yehor Yarmolyuk,yarmoliuk-yehor,Y. Yarmolyuk,M,18,180,2555,M,1031258,EUR,1078099200,M,18,18,True,11.0,9.0,,,0.0,4.0,5.0,5.0,6.0,1.0,,,11.0,13.0,6.6,3.0,0.0109751,0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12436436,home,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,599128,EUR,868320000,D,3,3,True,3.0,1.0,1.0,,0.0,,1.0,1.0,2.0,1.0,,,9.0,6.0,6.5,3.0,0.00102952,0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12436436,home,Brentford,Hákon Rafn Valdimarsson,hakon-rafn-valdimarsson,H. R. Valdimarsson,G,12,195,496,M,1005959,EUR,1002931200,G,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436436,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,137774,EUR,622339200,D,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436436,home,Brentford,Kim Ji-Soo,kim-ji-soo,K. Ji-Soo,D,5,192,1312,M,1185061,EUR,1103846400,D,36,36,True,,,,,,,,,,,,,,,,,,0,,Kim Ji-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436436,home,Brentford,Yunus Konak,yunus-konak,Y. Konak,M,5,181,1118,M,1518589,EUR,1136851200,M,26,26,True,,,,,,,,,,,,,,,,,,0,,Yunus Konak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436436,home,Brentford,Edmond-Paris Maghoma,maghoma-edmond-paris,E. Maghoma,M,25,178,274,M,907500,EUR,989280000,M,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436436,home,Brentford,Fabio Carvalho,fabio-carvalho,F. Carvalho,F,14,170,4025,M,991604,EUR,1030665600,M,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_fabio.10,,,,,,,,
12436436,away,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11850,M,125274,EUR,721008000,G,18,18,False,38.0,31.0,20.0,15.0,0.0,21.0,25.0,10.0,13.0,4.0,2.0,3.0,90.0,45.0,7.1,7.0,0.00215981,0,-0.496,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,stefan.ortega1,,,,,1.0,1.0,,
12436436,away,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,945122,EUR,904176000,D,27,27,False,52.0,45.0,4.0,2.0,0.0,14.0,16.0,33.0,40.0,3.0,,,90.0,81.0,7.4,14.0,0.287121,0,,,,4.0,1.0,6.0,5.0,,1.0,,,6.0,3.0,2.0,2.0,,,3.0,4.0,,,1.0,2.0,,2.0,1.0,,,1.0,matheusnunes,,,,,,,,
12436436,away,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,383560,EUR,806112000,D,25,25,False,63.0,56.0,5.0,3.0,0.0,28.0,30.0,28.0,33.0,7.0,,,90.0,76.0,7.0,8.0,0.0447168,1,,,,,3.0,2.0,4.0,,,1.0,,6.0,1.0,,1.0,0.1879,,1.0,2.0,1.0,1.0,,,,,,,,,manuel_akanji,,,,,,,,
12436436,away,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,149663,EUR,793065600,D,6,6,False,46.0,45.0,,,0.0,26.0,26.0,19.0,20.0,3.0,,,90.0,57.0,7.2,2.0,0.0253342,0,,,,,1.0,3.0,2.0,,,,,7.0,1.0,1.0,,,,,2.0,,1.0,,,1.0,,,,,,nathanake,,,,,,,1.0,
12436436,away,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,964994,EUR,1011744000,D,24,24,False,56.0,50.0,4.0,3.0,0.0,13.0,16.0,37.0,43.0,5.0,,,90.0,77.0,7.5,10.0,0.0616839,2,,,,3.0,3.0,1.0,4.0,,,1.0,1.0,3.0,,,,0.1954,0.1495,,1.0,,1.0,2.0,,,1.0,1.0,,,,JGvardiol,,,,,,,,
12436436,away,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,331209,EUR,776476800,M,20,20,False,52.0,45.0,3.0,,0.0,15.0,17.0,30.0,35.0,,,,90.0,67.0,7.0,10.0,0.0410145,0,,,,,,2.0,3.0,,,,,3.0,3.0,2.0,1.0,,,1.0,,,1.0,1.0,,2.0,,,,,,BSilva,,,,,,,,
12436436,away,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,136710,EUR,768182400,M,8,8,False,42.0,37.0,1.0,,0.0,13.0,15.0,24.0,27.0,5.0,,,76.0,52.0,6.9,6.0,0.0623477,2,,,,,1.0,5.0,2.0,1.0,,1.0,,2.0,,,,0.0849,,2.0,,,,3.0,,1.0,,,,,3.0,Kova8,1.0,1.0,,,,,,
12436436,away,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,859765,EUR,959472000,M,47,47,False,43.0,38.0,2.0,1.0,0.0,6.0,7.0,34.0,38.0,4.0,,,87.0,59.0,9.5,7.0,0.361997,3,,,,2.0,1.0,,4.0,,1.0,,2.0,1.0,2.0,,2.0,0.5548,1.1925,3.0,,,,1.0,2.0,,,,,2.0,,Foden,1.0,1.0,,,,,,
12436436,away,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,70996,EUR,678067200,M,17,17,False,58.0,51.0,1.0,1.0,1.0,12.0,14.0,41.0,52.0,5.0,,,90.0,84.0,8.5,17.0,0.417361,3,,,,8.0,1.0,5.0,4.0,,2.0,3.0,,2.0,1.0,,1.0,0.1596,,8.0,2.0,,,1.0,2.0,,4.0,1.0,True,,,KDB,1.0,,,,,,,
12436436,away,Manchester City,Savinho,savio,Savinho,M,26,176,52457,M,1046795,EUR,1081555200,M,26,26,False,35.0,30.0,2.0,2.0,0.0,3.0,6.0,27.0,29.0,4.0,,,90.0,49.0,7.5,8.0,0.104086,5,,,,,,3.0,3.0,1.0,,3.0,2.0,,,,2.0,0.4405,0.2839,,1.0,,,,,,3.0,2.0,,,,Savinho,1.0,,,,,,,1.0
12436436,away,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,839956,EUR,964137600,F,9,9,False,24.0,13.0,1.0,,0.0,5.0,7.0,8.0,18.0,1.0,,,90.0,32.0,6.4,15.0,0.046703,4,,,,1.0,6.0,5.0,6.0,1.0,,1.0,3.0,,,,2.0,0.4047,0.6227,1.0,3.0,2.0,,,,1.0,,,,,,EHaaland,,,,,,,,
12436436,away,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,45853,EUR,656726400,M,19,19,True,9.0,7.0,2.0,,0.0,3.0,4.0,4.0,6.0,1.0,,,14.0,12.0,6.6,3.0,0.0422326,0,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,IGunny,,,,,,,,
12436436,away,Manchester City,James McAtee,james-mcatee,J. McAtee,M,24,180,10550,M,1003334,EUR,1034899200,M,87,87,True,1.0,1.0,,,0.0,,,2.0,2.0,,,,9.0,4.0,6.6,,0.00664558,1,,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,,0.1776,,,1.0,,,,1.0,,,,,,,jamesmcatee_,,,,,,,,
12436436,away,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,254491,EUR,745545600,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ederson93,,,,,,,,
12436436,away,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,1136731,EUR,1100995200,D,82,82,True,,,,,,,,,,,,,,,,,,0,,Rico Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rico_Lewis,,,,,,,,
12436436,away,Manchester City,Nico O'Reilly,nico-o-reilly,N. O’Reilly,D,33,193,15962,M,1142703,EUR,1111363200,M,75,75,True,,,,,,,,,,,,,,,,,,0,,Nico,O’Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436436,away,Manchester City,Jahmai Simpson-Pusey,jahmai-simpson-pusey,J. Simpson-Pusey,D,4,187,1923,M,1402924,EUR,1131062400,D,66,66,True,,,,,,,,,,,,,,,,,,0,,Jahmai Simpson-Pusey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436436,away,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,189061,EUR,810691200,M,10,10,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JGrealish,,,,,,,,
12436436,away,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,934386,EUR,1022457600,F,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dokss,,,,,,,,
12436436,away,Manchester City,Divin Mubama,mubama-divin,D. Mubama,F,9,183,2449,M,1167025,EUR,1098662400,F,67,67,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
