match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_keyPass,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,player_firstName,stat_unsuccessfulTouch,stat_totalOffside,player_lastName,stat_hitWoodwork,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13473402,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,32.0,27.0,5.0,0.0,27.0,28.0,4.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,2.0,90.0,42.0,7.3,5.0,8.646e-05,0,0.9078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473402,home,Red Bull Bragantino,José Andrés Hurtado,andres-hurtado,J. A. Hurtado,D,34,178,537,M,987589,EUR,1009065600,D,34,34,False,,51.0,44.0,6.0,0.0,17.0,22.0,29.0,1.0,3.0,2.0,6.0,,,,,,90.0,78.0,7.2,16.0,0.0377105,1,,2.0,27.0,7.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0179,1.0,,,,,,,,,,,,,,,,
13473402,home,Red Bull Bragantino,Pedro Henrique,pedro-henrique,P. Henrique,D,14,188,417,M,551774,EUR,812592000,D,14,14,False,,65.0,55.0,8.0,1.0,40.0,45.0,20.0,2.0,4.0,6.0,3.0,,,,,,90.0,78.0,7.7,10.0,0.0414783,0,,5.0,15.0,,2.0,3.0,1.0,,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,
13473402,home,Red Bull Bragantino,Guzmán Rodríguez,guzman-rodriguez,G. Rodríguez,D,2,185,481,M,997239,EUR,949968000,D,2,2,False,,53.0,50.0,7.0,0.0,35.0,36.0,17.0,1.0,3.0,11.0,4.0,,,,,,90.0,69.0,7.5,3.0,0.00700969,0,,4.0,15.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
13473402,home,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,870556,EUR,868147200,D,29,29,False,,73.0,64.0,11.0,0.0,32.0,32.0,41.0,3.0,10.0,2.0,12.0,,,,,,90.0,98.0,8.1,15.0,0.0537796,2,,7.0,32.0,5.0,3.0,7.0,1.0,,1.0,1.0,,1.0,1.0,3.0,0.1357,1.0,,4.0,2.0,1.0,1.0,1.0,2.0,0.2891,,,,,,,,
13473402,home,Red Bull Bragantino,Eric Ramires,eric-ramires,E. Ramires,M,7,172,386,M,950545,EUR,965865600,M,7,7,False,,27.0,25.0,1.0,0.0,4.0,4.0,23.0,,3.0,,6.0,,,,,,56.0,30.0,6.9,2.0,0.0261306,0,,1.0,21.0,,,2.0,2.0,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,
13473402,home,Red Bull Bragantino,Gabriel Girotto,gabriel-girotto,Gabriel,M,6,171,540,M,242052,EUR,710726400,M,6,6,False,,47.0,43.0,4.0,0.0,16.0,19.0,28.0,1.0,6.0,2.0,3.0,,,,,,81.0,60.0,7.1,5.0,0.0482563,1,,4.0,27.0,1.0,2.0,6.0,3.0,,,,,,,1.0,0.0185,1.0,,3.0,1.0,,1.0,,2.0,,,,,,,,,
13473402,home,Red Bull Bragantino,Lucas Barbosa,lucas-barbosa,L. Barbosa,M,21,193,762,M,1067641,EUR,982800000,M,21,21,False,,19.0,13.0,2.0,0.0,5.0,5.0,14.0,,4.0,,4.0,,,,,,56.0,36.0,6.7,13.0,0.00860655,1,,1.0,8.0,1.0,,4.0,,1.0,3.0,1.0,,,,1.0,0.0237,,,2.0,1.0,,1.0,,1.0,,Lucas Barbosa,3.0,1.0,,,,,
13473402,home,Red Bull Bragantino,Jhon Jhon,jhon-jhon,Jhon Jhon,M,10,178,2841,M,1167069,EUR,1031529600,M,10,10,False,,35.0,29.0,1.0,0.0,6.0,7.0,28.0,,4.0,,2.0,,,,,,81.0,56.0,7.5,17.0,0.13049,2,,1.0,23.0,4.0,1.0,5.0,,2.0,5.0,3.0,,,2.0,,0.1897,5.0,,,,,2.0,,1.0,,Jhon Jhon,3.0,,,1.0,,,
13473402,home,Red Bull Bragantino,Vinicinho,vinicinho,Vinicinho,F,17,174,339,M,1587965,EUR,1077235200,M,17,17,False,,25.0,24.0,1.0,0.0,6.0,6.0,19.0,,5.0,,2.0,,,,,,72.0,42.0,7.1,4.0,0.111374,5,,1.0,18.0,,1.0,10.0,4.0,1.0,5.0,3.0,2.0,,,2.0,0.1431,1.0,,,,,2.0,1.0,2.0,0.276,Vinicius,,,Mendonça Pereira,,,,
13473402,home,Red Bull Bragantino,Eduardo Sasha,eduardo-sasha,E. Sasha,F,8,173,1446,M,143846,EUR,698889600,F,8,8,False,,22.0,19.0,,0.0,3.0,4.0,18.0,3.0,3.0,,2.0,,,,,,90.0,36.0,6.8,10.0,0.133119,1,,,16.0,,3.0,9.0,1.0,4.0,1.0,,,,,,0.0643,3.0,,,,,,1.0,1.0,0.0356,,1.0,,,,,,
13473402,home,Red Bull Bragantino,Matheus Fernandes,matheus-fernandes,M. Fernandes,M,35,183,759,M,840150,EUR,899164800,M,35,35,True,,23.0,17.0,2.0,0.0,9.0,11.0,12.0,,1.0,2.0,3.0,,,,,,34.0,28.0,6.7,6.0,0.00742398,0,,,8.0,,,1.0,1.0,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,
13473402,home,Red Bull Bragantino,Henry Mosquera,henry-mosquera,H. Mosquera,F,30,175,705,M,1170680,EUR,1005782400,F,30,30,True,,20.0,17.0,1.0,0.0,8.0,9.0,11.0,1.0,8.0,,5.0,,,,,,34.0,33.0,6.9,7.0,0.00927462,1,,,9.0,1.0,,2.0,,,8.0,6.0,1.0,,,,0.0244,,,1.0,,,,,,,Henry Mosquera,1.0,,,,,,
13473402,home,Red Bull Bragantino,Isidro Pitta,isidro-pitta,I. Pitta,F,9,183,1815,M,979861,EUR,934588800,F,9,9,True,,2.0,2.0,,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,18.0,8.0,7.6,,0.00038993,1,,,1.0,,,,,,1.0,1.0,,,,,0.1545,,,,,,,1.0,1.0,0.8913,,,,,,1.0,,
13473402,home,Red Bull Bragantino,Fabinho,fabinho,Fabinho,M,5,178,1291,M,1117513,EUR,1018310400,M,5,5,True,,11.0,8.0,4.0,0.0,7.0,9.0,2.0,1.0,2.0,,1.0,,,,,,9.0,15.0,6.7,4.0,0.00030046,0,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,
13473402,home,Red Bull Bragantino,Ignacio Laquintana,ignacio-laquintana,I. Laquintana,M,19,177,612,M,948004,EUR,917827200,M,33,33,True,,6.0,5.0,,0.0,1.0,1.0,5.0,,,,,,,,,,9.0,6.0,6.5,1.0,0.00876125,0,,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13473402,home,Red Bull Bragantino,Fabrício,fabricio,Fabrício,G,37,190,53,M,1047208,EUR,961027200,G,37,37,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473402,home,Red Bull Bragantino,Douglas Mendes,douglas-mendes,D. Mendes,D,39,189,257,M,1134472,EUR,1087084800,D,39,39,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Douglas Mendes,,,,,,,
13473402,home,Red Bull Bragantino,Agustin Sant'Anna,agustin-santanna,A. Sant'Anna,D,23,170,303,M,869726,EUR,875318400,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473402,home,Red Bull Bragantino,Eduardo Santos,eduardo-santos,Eduardo,D,3,196,161,M,925189,EUR,880675200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473402,home,Red Bull Bragantino,Gustavo Neves,gustavo-neves,G. Neves,M,22,176,308,M,1463904,EUR,1082678400,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473402,home,Red Bull Bragantino,Athyrson,athyrson,Athyrson,F,59,182,55,M,1517147,EUR,1073347200,F,59,59,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Athyrson,,,,,,,
13473402,away,Mirassol,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,22,22,False,,29.0,22.0,12.0,0.0,19.0,20.0,9.0,,,3.0,13.0,,1.0,2.0,3.0,1.0,90.0,46.0,7.4,7.0,0.00143261,0,0.492,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
