match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_totalOffside,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim,stat_errorLeadToAGoal,stat_errorLeadToAShot
12448412,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,True,25.0,15.0,14.0,4.0,0.0,12.0,16.0,3.0,9.0,1.0,1.0,1.0,1.0,6.0,4.0,4.0,1.0,90.0,38.0,6.8,10.0,0.00051031,0,0.8999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448412,home,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,,45.0,32.0,8.0,6.0,0.0,17.0,21.0,16.0,28.0,6.0,,,5.0,4.0,,,,90.0,68.0,7.3,18.0,0.237197,0,,,,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,
12448412,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,,37.0,33.0,4.0,1.0,0.0,23.0,23.0,10.0,14.0,3.0,,,4.0,5.0,,,,84.0,46.0,6.4,5.0,0.00968594,1,,,,,,,,2.0,1.0,,,3.0,2.0,,,meeshilgerss,1.0,1.0,1.0,1.0,0.1913,,,,,,,,,,
12448412,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,D,38,38,False,,61.0,50.0,8.0,1.0,0.0,35.0,38.0,15.0,24.0,4.0,,,3.0,3.0,,,,90.0,68.0,6.4,12.0,0.00912198,0,,Max Bruns,,1.0,,2.0,3.0,5.0,2.0,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,
12448412,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179,6705,M,961684,EUR,1011312000,D,34,34,False,,34.0,29.0,2.0,1.0,1.0,8.0,11.0,22.0,27.0,2.0,,,1.0,6.0,,,,84.0,50.0,6.9,11.0,0.124483,0,,,,4.0,1.0,1.0,1.0,5.0,1.0,,1.0,1.0,,,4.0,,,,1.0,2.0,,,,1.0,,,,,,,
12448412,home,FC Twente,Gijs Besselink,besselink-gijs,G. Besselink,M,6,180,105,M,1440801,EUR,1087344000,M,41,41,False,,30.0,28.0,6.0,6.0,0.0,14.0,14.0,14.0,16.0,,,,3.0,3.0,,,,90.0,38.0,6.7,3.0,0.0382098,0,,,,,,3.0,,7.0,,,1.0,,,,1.0,,,,,3.0,,,,1.0,,,,,,,
12448412,home,FC Twente,Carel Eiting,carel-eiting,C. Eiting,M,6,178,347,M,803025,EUR,887155200,M,6,6,False,,29.0,22.0,3.0,,0.0,11.0,12.0,12.0,20.0,5.0,,,1.0,,,,,61.0,39.0,6.8,9.0,0.0546477,0,,,,3.0,1.0,,1.0,1.0,1.0,,,4.0,3.0,,,,,,,,,,,,,,,,,,
12448412,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,M,11,11,False,,20.0,16.0,1.0,,0.0,7.0,7.0,9.0,14.0,4.0,,,,5.0,,,,90.0,34.0,7.1,9.0,0.142881,2,,,,1.0,,4.0,,6.0,,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,,2.0,1.0,0.4857,,,1.0,1.0,1.0,0.392,,,,
12448412,home,FC Twente,Youri Regeer,youri-regeer,Y. Regeer,M,6,177,742,M,996940,EUR,1061164800,M,8,8,False,,35.0,29.0,3.0,2.0,0.0,8.0,10.0,21.0,28.0,,1.0,,1.0,1.0,,,,84.0,50.0,6.7,11.0,0.045824,4,,,,3.0,,1.0,,3.0,,,2.0,,,,,,,,1.0,1.0,0.1589,,,,1.0,3.0,0.0545,,,,
12448412,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,423,M,798181,EUR,865209600,M,18,18,False,,39.0,37.0,2.0,1.0,0.0,15.0,15.0,23.0,29.0,4.0,2.0,1.0,2.0,6.0,,,,90.0,58.0,8.5,10.0,0.26009,3,,,,5.0,1.0,1.0,2.0,6.0,2.0,,,1.0,1.0,,2.0,,,1.0,,1.0,0.2442,,,1.0,2.0,,0.9881,2.0,,,
