match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,captain,stat_outfielderBlock,stat_totalOffside,player_firstName,player_lastName,stat_accurateCross,stat_penaltyConceded,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
10408582,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,35.0,13.0,33.0,11.0,2.0,4.0,11.0,31.0,1.0,1.0,1.0,15.0,2.0,4.0,1.0,5.0,90.0,47.0,7.2,23.0,0.0,0.0,0.00180036,0,0.2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408582,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,15,15,False,29.0,20.0,5.0,1.0,10.0,13.0,10.0,20.0,4.0,1.0,,8.0,,,,,90.0,48.0,6.1,18.0,0.0,0.0,0.169256,0,,4.0,2.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408582,home,Mallorca,Martin Valjent,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,22.0,14.0,7.0,2.0,10.0,13.0,4.0,9.0,,,,4.0,,,,,90.0,40.0,6.6,10.0,0.1658,0.0,0.00412532,1,,,,3.0,,,10.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
10408582,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,13.0,11.0,1.0,,9.0,9.0,2.0,4.0,1.0,,,6.0,,,,,66.0,17.0,6.8,2.0,0.0872,0.0,0.00025054,1,,,1.0,4.0,,,1.0,,,,,,1.0,,3.0,1.0,True,2.0,1.0,,,,,,,,,,,,,,,
10408582,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,6,6,False,14.0,9.0,7.0,3.0,5.0,6.0,5.0,9.0,5.0,,,4.0,,,,,90.0,30.0,7.3,5.0,0.0,0.0,0.00590694,0,,1.0,1.0,2.0,,,7.0,1.0,3.0,,,1.0,1.0,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,
10408582,home,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,44577,EUR,574646400,D,18,18,False,22.0,15.0,6.0,3.0,7.0,8.0,8.0,14.0,4.0,,,1.0,,,,,90.0,34.0,6.1,8.0,0.0,0.0,0.0191629,0,,,1.0,7.0,4.0,,1.0,1.0,3.0,2.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,
10408582,home,Mallorca,Manu Morlanes,manu-morlanes,M. Morlanes,M,8,178,430,M,826004,EUR,916099200,M,11,11,False,28.0,25.0,4.0,4.0,15.0,16.0,10.0,12.0,2.0,3.0,1.0,5.0,,,,,73.0,37.0,6.7,5.0,0.1019,0.0,0.0332327,2,,,,4.0,1.0,,,,1.0,1.0,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,
10408582,home,Mallorca,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,4,4,False,31.0,27.0,2.0,1.0,16.0,19.0,12.0,15.0,5.0,2.0,,4.0,,,,,90.0,45.0,6.6,10.0,0.0,0.0,0.186929,0,,3.0,3.0,5.0,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,
10408582,home,Mallorca,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,917087,EUR,982540800,M,19,19,False,22.0,17.0,3.0,1.0,8.0,9.0,10.0,18.0,11.0,6.0,6.0,7.0,,,,,85.0,53.0,7.8,15.0,0.2595,0.3779,0.0286617,1,,5.0,,7.0,1.0,3.0,,2.0,2.0,,2.0,3.0,1.0,,3.0,,,,,,,1.0,,kanginlee,1.0,1.0,,,,,,,,
10408582,home,Mallorca,Amath Ndiaye,amath-ndiaye,A. Ndiaye,M,11,179,448,M,845168,EUR,837475200,F,23,23,False,15.0,11.0,1.0,1.0,5.0,5.0,7.0,11.0,8.0,5.0,4.0,4.0,,,,,73.0,35.0,7.2,10.0,0.0547,0.0,0.0378062,2,,1.0,1.0,6.0,,,,,1.0,1.0,4.0,2.0,2.0,,3.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,
