match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_wasFouled,stat_fouls,player_sofascoreId,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_goals,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,captain,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_keyPass,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim
11910827,home,Fulham,Raúl Jiménez,raul-jimenez,R. Jiménez,F,7,189,17486,M,192442,EUR,673401600,F,7,7,False,22.0,12.0,3.0,2.0,3.0,4.0,9.0,20.0,3.0,,,90.0,42.0,6.9,20.0,1,2.0,3.0,3.0,7.0,8.0,1.0,,RJimenez9,3.0,1.0,1.0,,,,3.0,1.0,4.0,,,2.0,,,,,,,,,,1.0,,,
11910827,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4930,M,355528,EUR,858988800,M,8,8,True,13.0,4.0,1.0,,1.0,1.0,3.0,12.0,,,,23.0,23.0,7.4,11.0,1,,1.0,,2.0,3.0,,,,2.0,2.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,
11910827,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,True,7.0,6.0,2.0,2.0,2.0,2.0,4.0,6.0,,,,12.0,12.0,7.0,4.0,0,1.0,,1.0,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,
11910827,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176,357,M,365802,EUR,791164800,M,6,6,True,8.0,8.0,,,3.0,3.0,5.0,5.0,,,,12.0,9.0,6.6,,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11910827,home,Fulham,Rodrigo Muniz,rodrigo-muniz,R. Muniz,F,9,184,4465,M,1015256,EUR,988934400,F,19,19,True,1.0,,,,,1.0,,,,,,12.0,3.0,6.6,2.0,0,,,1.0,,1.0,,,RodrigoMuniz019,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11910827,home,Fulham,Marek Rodák,marek-rodak,M. Rodák,G,1,188,518,M,358694,EUR,850435200,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910827,home,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185,546,M,118179,EUR,560390400,D,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910827,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2071,M,371222,EUR,839894400,M,28,28,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910827,home,Fulham,Tyrese Francois,tyrese-francois,T. Francois,M,35,167,90,M,941757,EUR,963705600,M,35,35,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910827,home,Fulham,Carlos Vinícius,carlos-vinicius,C. Vinícius,F,95,190,7220,M,891920,EUR,796089600,F,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910827,away,Liverpool,Caoimhin Kelleher,caoimhin-kelleher,C. Kelleher,G,1,188,9884,M,827362,EUR,911779200,G,62,62,False,35.0,24.0,16.0,5.0,21.0,23.0,3.0,12.0,7.0,1.0,4.0,90.0,46.0,7.2,11.0,0,,1.0,1.0,1.0,1.0,,,caoimhinkelleher98,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0
11910827,away,Liverpool,Conor Bradley,bradley-conor,C. Bradley,D,12,181,15948,M,1008402,EUR,1057708800,D,84,84,False,44.0,35.0,1.0,,14.0,15.0,21.0,32.0,6.0,,,90.0,78.0,6.8,21.0,0,3.0,,,4.0,3.0,1.0,1.0,conorbradley03,2.0,1.0,,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,2.0,,,,
11910827,away,Liverpool,Jarell Quansah,jarell-quansah,J. Quansah,D,4,190,10330,M,1003339,EUR,1043798400,D,78,78,False,60.0,49.0,11.0,3.0,33.0,38.0,16.0,22.0,7.0,,,90.0,76.0,6.9,13.0,0,,3.0,2.0,4.0,3.0,,,jarellquansah,1.0,1.0,,7.0,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,
11910827,away,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,97860,M,151545,EUR,678931200,D,4,4,False,69.0,58.0,10.0,5.0,34.0,37.0,24.0,32.0,4.0,,,90.0,83.0,6.8,14.0,0,,,6.0,3.0,7.0,,,VvD,2.0,,,7.0,,1.0,1.0,,,,1.0,,,,True,,,,,,,,,,
11910827,away,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14092,M,318927,EUR,864345600,D,2,2,False,45.0,38.0,4.0,1.0,20.0,24.0,18.0,22.0,6.0,,,90.0,71.0,6.7,15.0,2,1.0,,1.0,4.0,4.0,1.0,,joegomez5,2.0,1.0,,2.0,2.0,,1.0,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,
11910827,away,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,20968,M,955245,EUR,1049414400,M,19,19,False,47.0,39.0,4.0,2.0,12.0,13.0,29.0,38.0,4.0,,,90.0,64.0,7.1,17.0,3,4.0,1.0,,5.0,1.0,,,harvelliott,1.0,,1.0,,,,1.0,1.0,3.0,,1.0,2.0,2.0,,,,,2.0,,,1.0,,,,
11910827,away,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71143,M,895324,EUR,914457600,M,10,10,False,40.0,32.0,4.0,2.0,13.0,13.0,19.0,28.0,5.0,,,67.0,58.0,6.9,13.0,1,1.0,,1.0,6.0,8.0,1.0,2.0,Macca10,2.0,1.0,,1.0,,1.0,5.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
11910827,away,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31041,M,904897,EUR,1021507200,M,38,38,False,37.0,33.0,1.0,1.0,10.0,10.0,23.0,28.0,6.0,,,84.0,60.0,7.5,10.0,1,1.0,,1.0,3.0,7.0,1.0,2.0,ryanjiro,1.0,1.0,,2.0,,4.0,4.0,1.0,5.0,,1.0,,1.0,,,,,,,,2.0,,,,
11910827,away,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51063,M,862967,EUR,926035200,F,18,18,False,28.0,23.0,3.0,1.0,6.0,8.0,17.0,20.0,6.0,,,83.0,41.0,6.5,13.0,1,,,,11.0,2.0,,5.0,CodyGakpo,3.0,1.0,,,,,1.0,1.0,2.0,,2.0,2.0,1.0,,,,,,,,1.0,2.0,,,
11910827,away,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188,70302,M,924871,EUR,930182400,F,9,9,False,16.0,13.0,2.0,1.0,1.0,1.0,12.0,15.0,2.0,,,67.0,27.0,7.1,8.0,3,,2.0,1.0,7.0,2.0,,1.0,Darwin,2.0,1.0,2.0,1.0,,,,,3.0,,2.0,1.0,1.0,,,,,,,,2.0,2.0,,,
11910827,away,Liverpool,Luis Díaz,luis-diaz,L. Díaz,F,14,178,143410,M,883537,EUR,853113600,F,7,7,False,45.0,38.0,3.0,2.0,10.0,11.0,28.0,34.0,6.0,,,90.0,63.0,8.3,13.0,3,,4.0,4.0,8.0,9.0,3.0,1.0,LuisDíaz,2.0,2.0,2.0,1.0,,1.0,,,4.0,1.0,1.0,2.0,1.0,,,,,,,,3.0,1.0,,,
11910827,away,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185,17589,M,927353,EUR,980812800,M,17,17,True,14.0,12.0,1.0,,4.0,4.0,8.0,10.0,,,,23.0,20.0,6.4,3.0,0,,1.0,,3.0,1.0,,,curtisjones,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
11910827,away,Liverpool,Diogo Jota,diogo-jota,D. Jota,F,,178,30963,M,606164,EUR,849657600,F,20,20,True,9.0,7.0,,,1.0,2.0,6.0,7.0,,,,23.0,20.0,6.4,9.0,0,,3.0,1.0,7.0,3.0,1.0,1.0,DiogoJ18,2.0,1.0,,,,,,,3.0,,,2.0,,,,,,,,,,,,,
11910827,away,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27486,M,826215,EUR,927590400,D,5,5,True,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,12.0,5.0,6.6,,0,,,,,,,,ibrahimakonate,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11910827,away,Liverpool,Bobby Clark,bobby-clark,B. Clark,M,42,178,1774,M,1142638,EUR,1107734400,M,42,42,True,5.0,3.0,,,1.0,2.0,2.0,3.0,,,,11.0,13.0,6.5,5.0,0,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,
11910827,away,Liverpool,Alisson,alisson,Alisson,G,1,193,64485,M,243609,EUR,717984000,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,AlissonBecker,,,,,,,,,,,,,,,,,,,,,,,,,
11910827,away,Liverpool,Owen Beck,owen-beck,O. Beck,D,33,177,659,M,979114,EUR,1028851200,D,63,63,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910827,away,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24708,M,262911,EUR,763344000,D,26,26,True,,,,,,,,,,,,,,,,0,,,,,,,,andyrobertson94,,,,,,,,,,,,,,,,,,,,,,,,,
11910827,away,Liverpool,James McConnell,mcconnell-james,J. McConnell,M,16,180,2762,M,1138428,EUR,1095033600,M,53,53,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,James McConnell,,,,,,,,,
11910827,away,Liverpool,Trey Nyoni,nyoni-trey,T. Nyoni,M,42,180,9789,M,1445945,EUR,1183161600,M,98,98,True,,,,,,,,,,,,,,,,0,,,,,,,,TNyoni,,,,,,,,,,,,,,,,,,,,,,,,,
