match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,captain,stat_totalCross,stat_outfielderBlock,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,player_firstName,player_lastName,stat_accurateCross,stat_totalOffside,stat_wonContest,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon,stat_penaltyConceded,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals
10385407,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190.0,2695,M,103335,EUR,699667200,G,17,17,False,33.0,32.0,5.0,4.0,28.0,28.0,4.0,5.0,2.0,10.0,1.0,1.0,2.0,1.0,90.0,45.0,6.7,1.0,0.0,0.0,0.00421913,0,-0.3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385407,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180.0,1146,M,190877,EUR,813196800,D,2,2,False,69.0,53.0,6.0,3.0,33.0,37.0,20.0,32.0,2.0,4.0,,,,,90.0,105.0,7.5,23.0,0.0651,0.0,0.349601,1,,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385407,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194.0,838,M,825719,EUR,852768000,D,31,31,False,104.0,85.0,14.0,6.0,60.0,67.0,25.0,37.0,5.0,10.0,,,,,90.0,118.0,6.7,22.0,0.0,0.0,0.00733228,0,,,1.0,2.0,3.0,4.0,,,,,1.0,2.0,1.0,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10385407,home,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185.0,548,M,118179,EUR,560390400,D,13,13,False,85.0,79.0,15.0,14.0,48.0,51.0,31.0,34.0,3.0,12.0,,,,,90.0,92.0,7.0,7.0,0.0,0.0,0.00813139,0,,,2.0,,2.0,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
10385407,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183.0,2862,M,803174,EUR,870998400,D,33,33,False,57.0,43.0,5.0,1.0,20.0,23.0,23.0,37.0,1.0,8.0,,,,,90.0,83.0,6.6,25.0,0.0,0.0,0.0235652,0,,,2.0,1.0,4.0,4.0,,2.0,,,,1.0,1.0,2.0,2.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,
10385407,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176.0,353,M,365802,EUR,791164800,M,6,6,False,32.0,28.0,2.0,1.0,10.0,10.0,18.0,23.0,1.0,3.0,,,,,62.0,50.0,6.1,10.0,0.0,0.0,0.0246934,0,,,2.0,1.0,8.0,2.0,3.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10385407,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189.0,16491,M,364612,EUR,805248000,M,26,26,False,44.0,34.0,5.0,2.0,20.0,21.0,14.0,23.0,4.0,11.0,,,,,90.0,72.0,8.0,12.0,0.324,0.2832,0.0159603,2,,,3.0,3.0,6.0,12.0,1.0,,,,4.0,6.0,3.0,1.0,3.0,,,2.0,,,1.0,Palhinha,1.0,1.0,1.0,,,,,,,,,,,,,,
10385407,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170.0,1230,M,151499,EUR,728611200,M,14,14,False,21.0,12.0,2.0,,4.0,6.0,9.0,17.0,1.0,3.0,,,,,62.0,31.0,6.3,14.0,0.0,0.0,0.184915,0,,,,,3.0,,2.0,,,,1.0,,,2.0,,1.0,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,
10385407,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177.0,14092,M,285949,EUR,820454400,M,18,18,False,29.0,25.0,4.0,2.0,3.0,3.0,23.0,29.0,1.0,2.0,,,,,89.0,42.0,6.7,11.0,0.2786,0.0,0.0277193,2,,,3.0,,5.0,1.0,1.0,1.0,,2.0,,,,3.0,1.0,1.0,1.0,,,3.0,,andreaspereira,,,,,,1.0,,,,,,,,,,,
10385407,home,Fulham,Willian,willian,Willian,F,88,175.0,9698,M,31417,EUR,587088000,M,20,20,False,42.0,33.0,8.0,5.0,8.0,9.0,25.0,35.0,1.0,6.0,,,,,90.0,57.0,6.9,15.0,0.0513,0.0,0.0630357,1,,,2.0,1.0,5.0,2.0,1.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,2.0,,,2.0,,willianborges88,,,,,,,1.0,,,,,,,,,,
