match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,description,reason,player_id,player_name,length,playerName,rescinded,from
10385407,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10385407,,,,,90,8.0,,1,,,substitution,121494300.0,False,True,regular,,,,,,,,
10385407,,,,,90,6.0,,1,,,inGamePenalty,118413289.0,,True,missed,Goalkeeper save,goalkeeperSave,192144.0,Aleksandar Mitrović,,,,
10385407,,,,,90,,,1,,,substitution,121494278.0,False,False,regular,,,,,,,,
10385407,,,,,90,,,1,,,substitution,121494269.0,False,False,regular,,,,,,,,
10385407,,,,,90,,,1,,,substitution,121494279.0,False,False,regular,,,,,,,,
10385407,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,7.0,,,
10385407,,2.0,1.0,,88,,,3,,,goal,167592719.0,,True,regular,,,364612.0,João Palhinha,,,,
10385407,,,,,77,,,14,,,substitution,121494218.0,True,False,injury,,,,,,,,
10385407,,,,,70,,,21,,,card,120581230.0,,False,yellow,,Foul,119151.0,Mohamed Elyounoussi,,Mohamed Elyounoussi,False,
10385407,,,,,67,,,24,,,substitution,121494186.0,False,False,regular,,,,,,,,
10385407,,,,,62,,,29,,,substitution,121494162.0,False,True,regular,,,,,,,,
10385407,,,,,62,,,29,,,substitution,121494163.0,False,True,regular,,,,,,,,
10385407,,1.0,1.0,,56,,,35,,,goal,167592660.0,,False,regular,,,161717.0,James Ward-Prowse,,,,
10385407,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10385407,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,2.0,,,
10385407,,1.0,0.0,,32,,,14,,,goal,167592610.0,,True,ownGoal,,,161717.0,James Ward-Prowse,,,,owngoal
