match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_keyPass,captain,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_totalTackle,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_wonTackle,stat_totalOffside,player_firstName,player_lastName,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_goalAssist,stat_goals
10385475,home,Brighton & Hove Albion,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,24.0,23.0,2.0,1.0,23.0,24.0,5.0,1.0,1.0,90.0,29.0,6.4,1.0,0.0,0.0,5.463e-05,0,-0.3303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385475,home,Brighton & Hove Albion,Joël Veltman,joel-veltman,J. Veltman,D,34,184,1147,M,,219572,EUR,695433600,D,34,34,False,69.0,63.0,5.0,5.0,31.0,35.0,10.0,,,90.0,81.0,7.1,7.0,0.0973,0.0,0.0326982,1,,32.0,34.0,5.0,2.0,8.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10385475,home,Brighton & Hove Albion,Adam Webster,adam-webster,A. Webster,D,4,191,505,M,,216308,EUR,789177600,D,4,4,False,82.0,72.0,8.0,4.0,56.0,60.0,4.0,,,73.0,85.0,6.8,11.0,0.0632,0.0,0.00921685,1,,16.0,22.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10385475,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,,115365,EUR,690681600,D,5,5,False,98.0,91.0,9.0,5.0,71.0,72.0,4.0,,,90.0,105.0,7.0,7.0,0.093,0.0,0.0679376,1,,20.0,26.0,5.0,2.0,7.0,,,,1.0,2.0,1.0,1.0,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10385475,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,pervisestupinan,805465,EUR,885340800,D,30,30,False,43.0,36.0,3.0,,16.0,17.0,9.0,,,62.0,57.0,6.6,15.0,0.0787,0.0,0.0543485,1,,20.0,30.0,2.0,5.0,4.0,2.0,,1.0,,,,2.0,,,,,,4.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,
10385475,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,pascalgross65,48480,EUR,676944000,M,13,13,False,71.0,65.0,4.0,2.0,39.0,40.0,7.0,,,90.0,80.0,7.8,10.0,0.0,0.0,0.371701,0,,27.0,36.0,1.0,2.0,4.0,,1.0,,,,1.0,3.0,,2.0,,,1.0,5.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,
10385475,home,Brighton & Hove Albion,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,56.0,51.0,2.0,1.0,23.0,23.0,7.0,,,90.0,68.0,7.2,7.0,0.0371,0.0,0.0560844,1,,28.0,33.0,1.0,6.0,8.0,1.0,,,,,1.0,1.0,,2.0,,1.0,2.0,,,4.0,4.0,2.0,4.0,,1.0,,,,1.0,,,,,,,
10385475,home,Brighton & Hove Albion,Solly March,solly-march,S. March,M,7,180,1255,M,,301288,EUR,774662400,M,7,7,False,41.0,32.0,2.0,1.0,11.0,13.0,6.0,,,90.0,66.0,8.1,18.0,0.2792,0.2935,0.267176,3,,24.0,37.0,,6.0,7.0,1.0,3.0,,,,1.0,5.0,,,1.0,2.0,3.0,9.0,1.0,4.0,3.0,,3.0,3.0,2.0,1.0,,,,1.0,,,,,,
10385475,home,Brighton & Hove Albion,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,37.0,27.0,8.0,5.0,11.0,11.0,2.0,,,90.0,56.0,6.9,16.0,0.5808,0.6671,0.0345687,4,,16.0,26.0,,5.0,5.0,,,,,1.0,3.0,2.0,,2.0,1.0,1.0,,,2.0,3.0,2.0,2.0,,,,,,,,3.0,,,,,,
10385475,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,KaoruM,936849,EUR,864086400,M,22,22,False,30.0,24.0,2.0,1.0,7.0,8.0,2.0,,,90.0,52.0,6.3,16.0,0.0,0.0,0.0788287,0,,17.0,23.0,,9.0,4.0,1.0,,,,3.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,5.0,2.0,2.0,3.0,,,,,,,,,,,,,
