match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_challengeLost,stat_totalContest,stat_wonContest,stat_keyPass,stat_dispossessed,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_interceptionWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyWon,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_penaltyFaced,stat_errorLeadToAGoal,stat_penaltyConceded,stat_bigChanceMissed
10388342,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,24.0,11.0,19.0,6.0,8.0,10.0,3.0,14.0,1.0,5.0,3.0,1.0,1.0,90.0,34.0,6.1,13.0,0.0,0.0,0.0003427,0,-1.3901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388342,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,40.0,33.0,8.0,2.0,22.0,24.0,11.0,16.0,7.0,2.0,,,,90.0,52.0,6.8,7.0,0.0,0.0,0.00487816,0,,3.0,3.0,3.0,6.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388342,home,TSG Hoffenheim,John Brooks,john-brooks,J. Brooks,D,25,193,355,M,132149,EUR,728179200,D,23,23,False,,55.0,50.0,5.0,2.0,43.0,45.0,7.0,10.0,15.0,6.0,,,,90.0,75.0,6.9,5.0,0.0,0.0,0.00250596,0,,5.0,3.0,6.0,4.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388342,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,,44.0,41.0,4.0,2.0,36.0,36.0,5.0,8.0,7.0,1.0,,,,70.0,59.0,6.8,3.0,0.018,0.0,0.00448166,1,,,1.0,2.0,3.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388342,home,TSG Hoffenheim,Finn Ole Becker,becker-finn-ole,F. O. Becker,M,25,177,144,M,979821,EUR,960422400,M,20,20,False,,34.0,21.0,8.0,3.0,8.0,14.0,13.0,20.0,1.0,8.0,,,,90.0,54.0,6.7,17.0,0.0229,0.0,0.0182509,1,,2.0,1.0,4.0,4.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388342,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,False,,27.0,17.0,6.0,2.0,7.0,9.0,10.0,18.0,,6.0,,,,90.0,37.0,6.1,13.0,0.0,0.0,0.0186918,0,,7.0,1.0,12.0,6.0,,1.0,,4.0,3.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,
10388342,home,TSG Hoffenheim,Dennis Geiger,dennis-geiger,D. Geiger,M,8,172,160,M,795004,EUR,897436800,M,8,8,False,,29.0,24.0,2.0,1.0,13.0,13.0,11.0,16.0,1.0,1.0,,,,60.0,34.0,6.7,6.0,0.0,0.0,0.0181975,0,,,,1.0,2.0,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
10388342,home,TSG Hoffenheim,Angeliño,angelino,Angeliño,M,3,171,3342,M,848355,EUR,852336000,M,11,11,False,,39.0,28.0,3.0,,19.0,19.0,10.0,22.0,3.0,5.0,,,,90.0,63.0,6.4,15.0,0.0,0.0,0.170761,0,,4.0,,6.0,3.0,,1.0,1.0,2.0,,,1.0,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,
10388342,home,TSG Hoffenheim,Ihlas Bebou,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,F,9,9,False,,15.0,10.0,2.0,2.0,3.0,5.0,7.0,10.0,,3.0,,,,90.0,35.0,7.3,13.0,0.378,0.8013,0.140872,3,,3.0,,12.0,6.0,,1.0,1.0,1.0,3.0,,,8.0,4.0,2.0,2.0,2.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,
10388342,home,TSG Hoffenheim,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,F,14,14,False,,15.0,8.0,3.0,2.0,5.0,6.0,3.0,9.0,,,,,,65.0,20.0,6.9,9.0,0.0979,0.0,0.00131385,1,,4.0,2.0,7.0,4.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,
