match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_wonTackle,stat_ownGoals,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_shotOffTarget,stat_unsuccessfulTouch,stat_dispossessed,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_bigChanceMissed,stat_bigChanceCreated
12451041,home,Le Havre,Mathieu Gorgelin,mathieu-gorgelin,M. Gorgelin,G,16,187.0,120,M,123226,EUR,649814400,G,1,1,False,38.0,32.0,15.0,9.0,0.0,30.0,33.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,90.0,52.0,6.3,7.0,0.00028547,0,-1.6823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451041,home,Le Havre,Loic Négo,loic-nego,L. Négo,D,7,179.0,819,M,54308,EUR,663897600,D,7,7,False,48.0,36.0,7.0,3.0,0.0,20.0,23.0,17.0,31.0,,6.0,2.0,2.0,2.0,5.0,,,,,90.0,70.0,6.8,17.0,0.131625,0,,,,6.0,1.0,2.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
12451041,home,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195.0,254,M,980406,EUR,1010966400,D,6,6,False,78.0,72.0,4.0,2.0,0.0,50.0,51.0,22.0,27.0,3.0,5.0,,,7.0,2.0,,,,,90.0,91.0,6.5,6.0,0.0359516,0,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12451041,home,Le Havre,Arouna Sangante,arouna-sangante,A. Sangante,D,93,189.0,741,M,1035988,EUR,1018569600,D,93,93,False,81.0,76.0,6.0,3.0,0.0,54.0,55.0,22.0,26.0,1.0,6.0,,,4.0,,,,,,90.0,98.0,7.0,5.0,0.0309985,1,,,,,,5.0,,2.0,3.0,1.0,1.0,,True,4.0,1.0,1.0,1.0,1.0,0.0594,,,,,,,,,,,
12451041,home,Le Havre,Yanis Zouaoui,yanis-zouaoui,Y. Zouaoui,D,18,183.0,294,M,1397882,EUR,893721600,D,18,18,False,43.0,36.0,4.0,1.0,0.0,22.0,25.0,17.0,29.0,,3.0,1.0,1.0,3.0,5.0,,,,,90.0,77.0,7.0,17.0,0.137016,1,,Yanis Zouaoui,,11.0,3.0,,,2.0,,3.0,,,,,,,,,0.0187,1.0,2.0,,,,,,,,,
12451041,home,Le Havre,Junior Mwanga,junior-mwanga,J. Mwanga,M,18,184.0,472,M,1197153,EUR,1052611200,M,23,23,False,38.0,33.0,7.0,4.0,0.0,17.0,19.0,16.0,19.0,,3.0,1.0,,1.0,6.0,,,,,90.0,49.0,6.4,8.0,0.0173522,0,,,,,,6.0,,3.0,,,2.0,,,,,,,3.0,,,,2.0,,,,,,,,
12451041,home,Le Havre,Antoine Joujou,joujou-antoine,A. Joujou,F,77,189.0,199,M,1463265,EUR,1047427200,M,21,21,False,13.0,9.0,,,0.0,4.0,5.0,6.0,12.0,,3.0,5.0,2.0,1.0,4.0,,,,,81.0,29.0,6.4,12.0,0.0296444,1,,Antoine Joujou,,4.0,1.0,8.0,,,1.0,1.0,,,,2.0,1.0,,,1.0,0.0482,,,2.0,1.0,,,,,,,
12451041,home,Le Havre,Mahamadou Diawara,mahamadou-diawara,M. Diawara,M,34,187.0,449,M,1402751,EUR,1108512000,M,34,34,False,19.0,16.0,2.0,1.0,1.0,8.0,11.0,8.0,8.0,,3.0,1.0,1.0,1.0,2.0,,,,,45.0,28.0,6.9,4.0,0.00746742,0,,Mahamadou Diawara,,,,3.0,,2.0,,1.0,1.0,,,1.0,,,2.0,2.0,,,1.0,,,,,,,,,
12451041,home,Le Havre,Yassine Kechta,yassine-kechta,Y. Kechta,M,8,166.0,2008,M,1000442,EUR,1014595200,M,8,8,False,28.0,26.0,2.0,1.0,0.0,13.0,14.0,14.0,16.0,,2.0,,,1.0,2.0,,,,,81.0,43.0,7.3,7.0,0.0509408,3,,,,2.0,1.0,6.0,,2.0,,1.0,2.0,,,2.0,,,,4.0,0.1754,1.0,2.0,1.0,,2.0,1.0,0.1865,,,,
12451041,home,Le Havre,Issa Soumaré,issa-soumare,I. Soumaré,F,45,182.0,607,M,1001458,EUR,971136000,M,45,45,False,28.0,16.0,1.0,1.0,0.0,8.0,12.0,8.0,16.0,10.0,17.0,4.0,3.0,2.0,7.0,,,,,90.0,48.0,7.4,18.0,0.00859422,4,,,,,,4.0,,2.0,3.0,,1.0,,,1.0,1.0,,,2.0,0.1976,2.0,3.0,1.0,1.0,1.0,,0.0243,,,,
