match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,player_firstName,player_lastName,player_sofascoreId,stat_wonContest,stat_goals,stat_bigChanceMissed,stat_totalOffside
12117138,home,Botafogo,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,12,12,False,27.0,18.0,20.0,11.0,0.0,8.0,8.0,10.0,19.0,1.0,1.0,5.0,11.0,1.0,3.0,5.0,2.0,90.0,40.0,8.6,9.0,0.00221234,0,0.9092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117138,home,Botafogo,Damián Suárez,damian-suarez,D. Suárez,D,,172,369,M,36982,EUR,578102400,D,22,22,False,22.0,16.0,4.0,2.0,0.0,9.0,11.0,9.0,14.0,,4.0,3.0,3.0,,,,,90.0,40.0,7.2,11.0,0.288277,0,,3.0,2.0,6.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12117138,home,Botafogo,Bastos,bastos,Bastos,D,15,184,3202,M,215956,EUR,670032000,D,15,15,False,36.0,24.0,10.0,4.0,0.0,16.0,23.0,8.0,13.0,2.0,2.0,11.0,3.0,,,,,90.0,54.0,7.6,12.0,0.00238882,0,,,,2.0,,,,,,,2.0,,3.0,4.0,,,,,,,,,,,,,,,,
12117138,home,Botafogo,Alexander Barboza,alexander-barboza,A. Barboza,D,20,193,2577,M,801044,EUR,795312000,D,20,20,False,23.0,13.0,7.0,2.0,0.0,7.0,11.0,6.0,12.0,8.0,8.0,15.0,2.0,,,,,90.0,46.0,7.6,11.0,0.00224792,1,,,,4.0,,,,,,,2.0,,2.0,2.0,2.0,1.0,0.0173,,,,,,,,,,,,,
12117138,home,Botafogo,Marçal,marcal,Marçal,D,21,178,1062,M,143593,EUR,603849600,D,21,21,False,27.0,18.0,3.0,1.0,0.0,15.0,19.0,5.0,14.0,1.0,5.0,3.0,4.0,,,,,90.0,59.0,6.6,22.0,0.0943498,0,,6.0,2.0,9.0,3.0,2.0,,2.0,,2.0,2.0,1.0,,2.0,1.0,,,1.0,2.0,,,,,,,,,,,
12117138,home,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,27.0,16.0,11.0,4.0,0.0,5.0,10.0,11.0,19.0,,2.0,1.0,6.0,,,,,78.0,38.0,7.0,13.0,0.0248682,2,,2.0,,1.0,1.0,,,,,2.0,,,1.0,1.0,,1.0,0.0729,,,True,1.0,0.0791,,,,,,,,
12117138,home,Botafogo,Gregore,gregore,Gregore,M,26,181,1634,M,840276,EUR,762566400,M,26,26,False,25.0,18.0,3.0,1.0,0.0,12.0,14.0,6.0,11.0,3.0,7.0,3.0,5.0,,,,,90.0,43.0,6.9,10.0,0.00669821,2,,,,8.0,,,,4.0,2.0,,7.0,,,3.0,1.0,1.0,0.071,,3.0,,,,1.0,,,,,,,
12117138,home,Botafogo,Luiz Henrique,luiz-henrique,L. Henrique,M,11,182,12999,M,1035995,EUR,978393600,M,7,7,False,14.0,11.0,1.0,1.0,1.0,1.0,1.0,10.0,17.0,1.0,10.0,2.0,2.0,,,,,88.0,42.0,8.1,14.0,0.201085,2,,4.0,,8.0,2.0,7.0,1.0,3.0,1.0,,1.0,3.0,,,,,0.2193,4.0,2.0,,1.0,0.0245,1.0,Luiz Henrique,,luizhenrique_07,6.0,,,
12117138,home,Botafogo,Tiquinho Soares,tiquinho-soares,Tiquinho,F,9,187,4683,M,789100,EUR,664070400,M,9,9,False,13.0,9.0,,,0.0,2.0,4.0,7.0,9.0,6.0,7.0,,1.0,,,,,78.0,25.0,7.1,9.0,0.0367954,2,,,,13.0,2.0,1.0,,,,3.0,3.0,1.0,,,7.0,,0.4413,1.0,3.0,,2.0,0.5636,,,,tiquinho_soares_29,,1.0,,
12117138,home,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169,6802,M,874739,EUR,847670400,M,10,10,False,33.0,29.0,6.0,5.0,0.0,7.0,7.0,24.0,29.0,,,2.0,7.0,,,,,90.0,44.0,7.4,9.0,0.474336,1,,3.0,2.0,3.0,,,,,,,,7.0,,,,,0.0161,3.0,1.0,,,,1.0,,,savarino10,,,,
12117138,home,Botafogo,Júnior Santos,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,F,11,11,False,11.0,5.0,,,0.0,1.0,2.0,4.0,10.0,5.0,5.0,,,,,,,84.0,29.0,6.6,13.0,0.0142173,5,,1.0,,7.0,1.0,,,,,,,,,,3.0,1.0,0.8397,3.0,3.0,,3.0,1.2699,1.0,,,,,,1.0,1.0
12117138,home,Botafogo,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,1.0,,,,,12.0,5.0,6.4,3.0,1.33e-06,0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
12117138,home,Botafogo,Danilo Barbosa,danilo-barbosa,D. Barbosa,M,5,182,801,M,330063,EUR,825465600,M,5,5,True,1.0,,,,0.0,,,,1.0,1.0,1.0,2.0,,,,,,12.0,4.0,6.7,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117138,home,Botafogo,Igor Jesus,igor-jesus,I. Jesus,F,19,179,20950,M,981619,EUR,983059200,F,99,99,True,1.0,,,,0.0,,,,1.0,,2.0,,2.0,,,,,14.0,4.0,6.5,2.0,,0,,,,4.0,,,,,,2.0,2.0,,,,2.0,,,,,,,,,,,igorjesus,,,,1.0
12117138,home,Botafogo,Kauê,kaue,Kauê,M,56,174,647,M,1463916,EUR,1098403200,M,25,25,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,10.0,3.0,6.7,,0.00061618,1,,,,,,,,,,,,,,,,,0.0952,,,,,,1.0,Kauê,,,,,,
12117138,home,Botafogo,Raúl,raul,Raúl,G,1,189,539,M,866736,EUR,870048000,G,97,97,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117138,home,Botafogo,Lucas Halter,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117138,home,Botafogo,Mateo Ponte,mateo-ponte,M. Ponte,D,4,183,1429,M,1099163,EUR,1053734400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117138,home,Botafogo,Hugo,hugo,Hugo,D,16,175,534,M,1018915,EUR,1000944000,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117138,home,Botafogo,Patrick de Paula,patrick-de-paula,P. de Paula,M,6,180,1248,M,1015291,EUR,936748800,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117138,home,Botafogo,Óscar Romero,oscar-romero,Ó. Romero,M,11,176,1674,M,146416,EUR,710208000,M,70,70,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117138,home,Botafogo,Allan,allan,Allan,M,25,175,3946,M,158277,EUR,663292800,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117138,home,Botafogo,Yarlen,yarlen,Yarlen,F,67,178,673,M,1807776,EUR,1140393600,F,67,67,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117138,away,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,243529,EUR,566352000,G,21,21,False,20.0,10.0,14.0,4.0,0.0,6.0,6.0,4.0,14.0,,,2.0,5.0,1.0,5.0,6.0,1.0,90.0,32.0,7.9,10.0,0.0263018,0,0.9371,,,,,,,,,,,,,,,,,,,,,,,,,Weverton,,,,
12117138,away,Palmeiras,Marcos Rocha,marcos-rocha,M. Rocha,D,14,176,2464,M,82576,EUR,597801600,D,2,2,False,41.0,28.0,10.0,4.0,0.0,16.0,22.0,14.0,22.0,1.0,4.0,2.0,2.0,,,,,87.0,63.0,7.2,19.0,0.216335,0,,3.0,2.0,3.0,,,1.0,3.0,2.0,,,1.0,,,3.0,,,,,,,,,,,,,,,
12117138,away,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,220833,EUR,736646400,D,15,15,False,32.0,22.0,7.0,1.0,0.0,16.0,17.0,6.0,15.0,6.0,9.0,6.0,2.0,,,,,90.0,45.0,6.9,10.0,0.00557191,1,,,,9.0,,,,1.0,,2.0,2.0,,2.0,,8.0,1.0,0.0205,,,True,,,,,,gustavogomez,,,,
12117138,away,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,874729,EUR,859420800,D,26,26,False,31.0,25.0,4.0,,0.0,20.0,20.0,5.0,11.0,2.0,4.0,5.0,3.0,,,,,90.0,44.0,6.8,7.0,0.00172718,0,,,,3.0,1.0,,,1.0,1.0,1.0,,,1.0,,2.0,,,,1.0,,,,,,,,,,,
12117138,away,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,881110,EUR,903916800,D,22,22,False,39.0,31.0,2.0,1.0,0.0,10.0,12.0,22.0,31.0,,3.0,,2.0,,,,,90.0,69.0,6.8,13.0,0.0868431,3,,4.0,1.0,3.0,3.0,1.0,,2.0,,,,,1.0,2.0,,2.0,0.0637,,1.0,,1.0,0.0789,,,,,1.0,,,
12117138,away,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,977677,EUR,926553600,M,5,5,False,43.0,34.0,4.0,2.0,0.0,15.0,17.0,19.0,26.0,2.0,5.0,1.0,6.0,,,,,90.0,55.0,6.7,12.0,0.0228167,2,,,,5.0,2.0,1.0,,,,2.0,1.0,,,1.0,1.0,1.0,0.0512,2.0,1.0,,,,1.0,,,,1.0,,,
12117138,away,Palmeiras,Gabriel Menino,gabriel-menino,G. Menino,M,25,176,2791,M,974556,EUR,970185600,M,25,25,False,30.0,26.0,3.0,3.0,0.0,7.0,9.0,20.0,23.0,,3.0,3.0,4.0,,,,,70.0,51.0,7.5,9.0,0.213518,2,,2.0,1.0,2.0,,,1.0,3.0,2.0,,,1.0,,2.0,1.0,,0.0516,1.0,2.0,,,,2.0,,,,,,,
12117138,away,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,1597265,EUR,1177372800,M,41,41,False,15.0,11.0,,,0.0,3.0,3.0,8.0,13.0,,7.0,,2.0,,,,,81.0,31.0,7.1,11.0,0.0262541,0,,1.0,,7.0,,3.0,,2.0,2.0,2.0,2.0,1.0,,,2.0,,,3.0,3.0,,,,,Estêvão,,Estêvão,3.0,,,
12117138,away,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,840020,EUR,803520000,M,23,23,False,32.0,30.0,3.0,3.0,0.0,7.0,7.0,25.0,31.0,,4.0,1.0,1.0,,,,,88.0,54.0,7.2,10.0,0.0737977,5,,6.0,2.0,4.0,,2.0,,,,3.0,,2.0,,,2.0,1.0,0.1338,1.0,2.0,,,,4.0,,,raphaelveiga,1.0,,,
12117138,away,Palmeiras,Rony,rony,Rony,F,11,167,5631,M,835260,EUR,800150400,M,10,10,False,10.0,8.0,2.0,1.0,0.0,3.0,3.0,5.0,8.0,,3.0,1.0,4.0,,,,,81.0,23.0,6.7,5.0,0.01536,1,,1.0,,6.0,,1.0,,,,2.0,2.0,,,2.0,2.0,1.0,0.0125,2.0,,,,,,,,Rony,1.0,,,
12117138,away,Palmeiras,José López,jose-lopez,J. López,F,42,188,16738,M,1094179,EUR,976060800,F,42,42,False,19.0,13.0,,,0.0,1.0,1.0,12.0,19.0,5.0,9.0,1.0,3.0,,,,,90.0,35.0,6.5,11.0,0.0153863,3,,1.0,,9.0,,,,1.0,,3.0,1.0,1.0,,,7.0,,0.9357,1.0,2.0,,3.0,0.6328,,José López,,,,,2.0,1.0
12117138,away,Palmeiras,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6076,M,152276,EUR,734832000,F,9,9,True,16.0,9.0,2.0,,0.0,3.0,6.0,6.0,10.0,,7.0,,3.0,,,,,20.0,29.0,7.3,8.0,0.00922809,1,,,,2.0,,4.0,,2.0,1.0,1.0,1.0,1.0,,1.0,,,0.0238,1.0,,,1.0,0.1975,,,,F_Andersoon,4.0,,,
12117138,away,Palmeiras,Mauricio,mauricio,Mauricio,M,18,174,5655,M,986233,EUR,993168000,M,18,18,True,2.0,1.0,,,0.0,1.0,2.0,,1.0,,2.0,,,,,,,9.0,5.0,6.6,2.0,1.38e-05,0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
12117138,away,Palmeiras,Dudu,dudu,Dudu,F,92,167,5188,M,147464,EUR,694742400,F,7,7,True,5.0,5.0,,,0.0,1.0,1.0,4.0,7.0,,1.0,,,,,,,9.0,10.0,6.7,4.0,0.00554582,0,,3.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,7_dudu,1.0,,,
12117138,away,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,273329,EUR,721353600,D,12,12,True,7.0,5.0,,,0.0,1.0,1.0,5.0,7.0,,3.0,,,,,,,10.0,15.0,7.1,4.0,0.0634656,0,,1.0,1.0,,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
12117138,away,Palmeiras,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,931591,EUR,894844800,M,16,16,True,,,,,0.0,,,,4.0,,2.0,,,,,,,10.0,6.0,6.8,4.0,,0,,4.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,
12117138,away,Palmeiras,Marcelo Lomba,marcelo-lomba,M. Lomba,G,14,187,2235,M,34141,EUR,535248000,G,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
