match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_errorLeadToAShot
11401861,home,AZ Alkmaar,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1521,M,134029,EUR,702691200,G,1,1,False,32.0,19.0,22.0,9.0,11.0,13.0,8.0,19.0,1.0,1.0,1.0,13.0,2.0,3.0,1.0,90.0,42.0,7.4,13.0,0.0,0.0,0.00258421,0,0.3758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401861,home,AZ Alkmaar,Yukinari Sugawara,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,D,2,2,False,50.0,43.0,11.0,7.0,16.0,19.0,32.0,44.0,,3.0,3.0,5.0,,,,90.0,88.0,8.1,16.0,0.0668,0.0,0.285837,1,,,,13.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,
11401861,home,AZ Alkmaar,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184,357,M,227196,EUR,845078400,D,25,25,False,63.0,56.0,6.0,4.0,29.0,31.0,27.0,32.0,2.0,3.0,1.0,6.0,,,,90.0,69.0,7.4,7.0,0.0104,0.0,0.165898,1,,,,,,2.0,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11401861,home,AZ Alkmaar,Alexandre Penetra,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,55.0,48.0,11.0,8.0,31.0,36.0,17.0,19.0,5.0,5.0,3.0,4.0,,,,90.0,63.0,7.5,7.0,0.0898,0.0,0.0223717,2,,,,,,7.0,1.0,,,,2.0,,,,,6.0,,,,2.0,,,,,,,,,,,
11401861,home,AZ Alkmaar,David Möller Wolfe,david-moller-wolfe,D. M. Wolfe,D,6,185,958,M,1031283,EUR,1019520000,D,18,18,False,40.0,33.0,2.0,1.0,15.0,17.0,20.0,27.0,1.0,3.0,2.0,7.0,,,,90.0,54.0,7.5,10.0,0.0168,0.0,0.403117,1,,,,4.0,2.0,1.0,,,,1.0,,,,1.0,2.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,
11401861,home,AZ Alkmaar,Jordy Clasie,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,71.0,61.0,6.0,4.0,26.0,29.0,35.0,43.0,,2.0,1.0,10.0,,,,90.0,82.0,7.7,11.0,0.0,0.0,0.0988584,0,,,,1.0,,1.0,,,,1.0,,2.0,,,2.0,1.0,,2.0,,,,True,1.0,,,,,,,,
11401861,home,AZ Alkmaar,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,16,16,False,44.0,39.0,2.0,1.0,10.0,14.0,29.0,32.0,,3.0,1.0,7.0,,,,82.0,60.0,7.5,10.0,0.1051,0.0753,0.0626004,3,,,,2.0,,4.0,,3.0,2.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,
11401861,home,AZ Alkmaar,Mayckel Lahdo,mayckel-lahdo,M. Lahdo,F,23,171,501,M,1046028,EUR,1041206400,M,23,23,False,39.0,30.0,3.0,1.0,7.0,8.0,23.0,33.0,,6.0,,3.0,,,,72.0,57.0,7.1,18.0,0.0172,0.0,0.0641436,1,,Mayckel Lahdo,,2.0,,9.0,,7.0,4.0,,1.0,,,1.0,1.0,2.0,,2.0,,,1.0,,,3.0,,,,,,,
11401861,home,AZ Alkmaar,Dani de Wit,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,10,10,False,33.0,27.0,2.0,2.0,12.0,12.0,15.0,21.0,6.0,6.0,2.0,,,,,90.0,44.0,8.2,8.0,0.1356,0.2284,0.0486243,2,,,,,,9.0,1.0,,,,,1.0,,3.0,1.0,5.0,,,,,2.0,,1.0,,2.0,1.0,1.0,,,,
11401861,home,AZ Alkmaar,Myron Van Brederode,myron-van-brederode,M. V. Brederode,M,9,172,395,M,1012925,EUR,1057449600,M,19,19,False,23.0,23.0,1.0,1.0,5.0,5.0,19.0,19.0,,9.0,,4.0,,,,72.0,37.0,7.4,3.0,0.4179,0.0,0.160003,1,,,,1.0,1.0,3.0,1.0,6.0,5.0,,1.0,,1.0,,1.0,,,3.0,3.0,,1.0,,,1.0,,,,1.0,,,
11401861,home,AZ Alkmaar,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15284,M,795236,EUR,911606400,F,9,9,False,28.0,21.0,3.0,1.0,6.0,8.0,15.0,20.0,2.0,4.0,1.0,3.0,,,,72.0,45.0,6.7,14.0,0.4782,0.9165,0.0391242,3,,,,,,4.0,,3.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,3.0,,,1.0,2.0,1.0,,2.0,vangelis_pavlidis,,
11401861,home,AZ Alkmaar,Ernest Poku,ernest-poku,E. Poku,M,19,172,5105,M,1119502,EUR,1075248000,F,21,21,True,2.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,2.0,,,,,18.0,12.0,6.8,3.0,0.0833,0.0379,0.00269974,2,,,,1.0,,3.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,
11401861,home,AZ Alkmaar,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1839,M,826064,EUR,922838400,F,7,7,True,3.0,3.0,,,,,3.0,3.0,1.0,1.0,,,,,,18.0,5.0,6.8,1.0,0.0545,0.0514,0.00819596,1,,,,,,2.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,
11401861,home,AZ Alkmaar,Ibrahim Sadiq,ibrahim-sadiq,I. Sadiq,M,11,166,1316,M,905174,EUR,957657600,F,11,11,True,11.0,9.0,2.0,1.0,4.0,5.0,5.0,6.0,1.0,3.0,,3.0,,,,18.0,15.0,6.8,2.0,0.0,0.0,0.00201654,0,,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
