match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_penaltyMiss,captain,stat_goalAssist,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_hitWoodwork,stat_penaltyConceded,stat_bigChanceCreated,stat_errorLeadToAGoal
11450173,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190,177,M,236746,EUR,724636800,G,1,1,False,23.0,13.0,16.0,6.0,11.0,14.0,2.0,9.0,1.0,1.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0,90.0,34.0,6.6,10.0,0.00074612,0,-0.3168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450173,home,Kasımpaşa,Cláudio Winck,claudio-winck,C. Winck,D,2,183,184,M,155998,EUR,766368000,D,2,2,False,39.0,31.0,3.0,1.0,8.0,10.0,26.0,37.0,2.0,7.0,,2.0,,,,,,90.0,60.0,6.9,14.0,0.187882,1,,8.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0125,1.0,,,,,,,,,,,,,,,,,,,,,,
11450173,home,Kasımpaşa,Kenneth Omeruo,kenneth-omeruo,K. Omeruo,D,,185,571,M,158293,EUR,750816000,D,4,4,False,58.0,43.0,14.0,9.0,19.0,24.0,24.0,34.0,1.0,3.0,6.0,6.0,,,,,,90.0,73.0,7.1,15.0,0.0344474,1,,,,4.0,,,,,2.0,2.0,1.0,,1.0,0.0259,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11450173,home,Kasımpaşa,Sadık Çiftpınar,sadik-ciftpinar,S. Çiftpınar,D,5,181,71,M,111811,EUR,725846400,D,5,5,False,13.0,11.0,,,10.0,12.0,1.0,1.0,,,2.0,1.0,,,,,,41.0,18.0,6.7,2.0,0.00028052,0,,,,3.0,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11450173,home,Kasımpaşa,Yasin Özcan,yasin-ozcan,Y. Özcan,D,58,185,1802,M,1392102,EUR,1145491200,D,58,58,False,48.0,42.0,5.0,2.0,22.0,24.0,20.0,24.0,,,3.0,4.0,,,,,,90.0,65.0,7.3,8.0,0.0726418,1,,,,6.0,,,,1.0,1.0,2.0,1.0,2.0,,0.0062,1.0,,,2.0,,,3.0,1.0,,,,,,,,,,,,,,,
11450173,home,Kasımpaşa,Gökhan Gül,gokhan-gul,G. Gül,M,17,180,107,M,797820,EUR,900633600,M,6,6,False,47.0,39.0,5.0,2.0,19.0,19.0,20.0,28.0,,2.0,,10.0,,,,,,90.0,61.0,7.2,9.0,0.0216583,3,,,,3.0,1.0,,,,,1.0,1.0,1.0,,0.0726,,,,1.0,1.0,,2.0,,3.0,0.4389,,,,,,,,,,,,,
11450173,home,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188,161,M,128196,EUR,732844800,M,35,35,False,56.0,47.0,2.0,,13.0,14.0,34.0,43.0,1.0,7.0,2.0,7.0,,,,,,90.0,72.0,6.8,12.0,0.057301,4,,1.0,,5.0,,2.0,1.0,2.0,,2.0,1.0,,1.0,1.0188,2.0,,,2.0,4.0,,1.0,1.0,2.0,0.9942,1.0,1.0,,,,,,,,,,,
11450173,home,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184,380,M,822228,EUR,694137600,M,7,7,False,20.0,14.0,,,3.0,3.0,11.0,20.0,1.0,4.0,,5.0,,,,,,90.0,31.0,6.9,12.0,0.0451693,2,,3.0,,1.0,,2.0,1.0,2.0,,,,,1.0,0.1113,2.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
11450173,home,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179,1215,M,254979,EUR,761529600,M,10,10,False,54.0,42.0,7.0,4.0,7.0,7.0,39.0,58.0,2.0,4.0,,4.0,,,,,,90.0,75.0,8.7,20.0,0.479575,6,,11.0,4.0,4.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.31,3.0,,,1.0,1.0,3.0,,1.0,2.0,0.246,,,True,1.0,1.0,,,,,,,,
11450173,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182,1246,M,919225,EUR,773107200,M,12,12,False,43.0,37.0,3.0,2.0,18.0,18.0,20.0,27.0,2.0,5.0,,3.0,,,,,,90.0,62.0,6.8,9.0,0.0690455,0,,2.0,1.0,5.0,,2.0,1.0,,,,,2.0,,,1.0,,,2.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,
