match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_totalOffside,player_firstName,player_lastName,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_penaltyFaced,stat_bigChanceCreated,stat_penaltyConceded
14053648,home,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192.0,151,M,146871,EUR,757296000,G,31,31,False,44.0,16.0,41.0,13.0,0.0,3.0,5.0,13.0,39.0,3.0,21.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,55.0,6.6,30.0,0.00826404,0.426,1.0,0,0.3008,0.15,0.01,0.22,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053648,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184.0,111,M,78730,EUR,631670400,D,12,12,False,26.0,19.0,4.0,,0.0,6.0,10.0,13.0,16.0,7.0,4.0,,,,,,,90.0,53.0,6.7,9.0,0.129763,,,0,,0.33,0.03,0.3,,True,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
14053648,home,Fortuna Sittard,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183.0,156,M,989586,EUR,962236800,D,4,4,False,31.0,24.0,3.0,1.0,0.0,20.0,22.0,4.0,9.0,11.0,1.0,,,,,,,90.0,57.0,7.6,9.0,0.00137378,,,0,,-0.06,0.02,0.71,,,1.0,,4.0,9.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14053648,home,Fortuna Sittard,Iván Márquez,ivan-marquez,I. Márquez,D,44,191.0,78,M,862479,EUR,771120000,D,44,44,False,25.0,22.0,6.0,4.0,0.0,16.0,17.0,6.0,8.0,9.0,2.0,,,,,,,88.0,40.0,6.8,4.0,0.00401838,,,0,,0.08,0.02,0.15,,,,,4.0,3.0,1.0,,,2.0,,,,2.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
14053648,home,Fortuna Sittard,Jasper Dahlhaus,jasper-dahlhaus,J. Dahlhaus,D,8,176.0,33,M,1048758,EUR,1006819200,D,8,8,False,25.0,17.0,10.0,3.0,0.0,11.0,12.0,6.0,13.0,7.0,3.0,,,,,,,90.0,55.0,5.9,12.0,0.012403,,,0,,0.07,0.01,-0.27,,,1.0,,7.0,4.0,1.0,1.0,,,2.0,2.0,2.0,2.0,4.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,
14053648,home,Fortuna Sittard,Philip Brittijn,philip-brittijn,P. Brittijn,M,23,182.0,100,M,1132766,EUR,1081468800,M,23,23,False,19.0,11.0,4.0,1.0,1.0,3.0,9.0,8.0,10.0,3.0,1.0,,,,,,,90.0,35.0,7.4,10.0,0.0617968,,2.0,1,,0.31,0.03,-0.12,,,1.0,1.0,6.0,8.0,1.0,,,,2.0,2.0,1.0,5.0,2.0,,,1.0,2.0,2.0,,Philip Brittijn,,1.0,0.0711,-0.12,,,,,,,,,
14053648,home,Fortuna Sittard,Ryan Fosso,ryan-fosso,R. Fosso,M,80,183.0,187,M,1142147,EUR,1024272000,M,80,80,False,16.0,13.0,3.0,2.0,0.0,6.0,7.0,7.0,9.0,2.0,3.0,,,,,,,90.0,35.0,6.8,6.0,0.00575776,,,0,,0.05,-0.1,-0.1,,,,,6.0,7.0,3.0,,,1.0,4.0,2.0,,,,,2.0,3.0,2.0,1.0,,Ryan,Fosso,,,,,,,,,,,,
14053648,home,Fortuna Sittard,Dimitris Limnios,dimitris-limnios,D. Limnios,M,18,178.0,427,M,591044,EUR,896227200,M,18,18,False,9.0,6.0,,,0.0,1.0,1.0,5.0,8.0,1.0,2.0,,,,,,,73.0,16.0,6.2,4.0,0.0057111,,,1,,-0.05,0.1,-0.1,,,,,7.0,5.0,,1.0,1.0,,,,6.0,4.0,,,1.0,,1.0,,2.0,,,,0.1884,-0.04,1.0,1.0,0.144,,,,,,
14053648,home,Fortuna Sittard,Justin Lonwijk,justin-lonwijk,J. Lonwijk,M,17,189.0,258,M,875673,EUR,945734400,M,17,17,False,18.0,6.0,2.0,1.0,0.0,,2.0,6.0,16.0,4.0,,,,,,,,73.0,34.0,6.2,14.0,0.00296035,,,1,,-0.37,0.08,0.2,,,,,5.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,0.0154,-0.05,,,,,,,,,
14053648,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180.0,132,M,366942,EUR,785980800,M,7,7,False,21.0,15.0,2.0,,1.0,4.0,7.0,11.0,14.0,1.0,4.0,,,,,,,88.0,35.0,6.0,11.0,0.053527,,2.0,3,,-0.18,0.13,-0.26,,,2.0,1.0,8.0,3.0,2.0,3.0,1.0,,,,2.0,2.0,,,2.0,,2.0,,,,,1.0,0.0994,-0.07,,1.0,0.0268,1.0,,,,,
