match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_aerialLost,stat_dispossessed,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_penaltyMiss,stat_accurateCross,stat_outfielderBlock,stat_errorLeadToAGoal,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_goals
13339706,home,Leeds United,Karl Darlow,karl-darlow,K. Darlow,G,26,185,578,M,123689,EUR,655344000,G,26,26,False,33.0,30.0,4.0,1.0,0.0,30.0,31.0,2.0,1.0,6.0,1.0,90.0,38.0,6.0,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13339706,home,Leeds United,Isaac Schmidt,isaac-schmidt,I. Schmidt,D,23,172,533,M,1015164,EUR,944524800,D,33,33,False,66.0,55.0,1.0,,0.0,32.0,37.0,30.0,2.0,8.0,,90.0,90.0,7.4,14.0,0,,,23.0,1.0,2.0,3.0,8.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13339706,home,Leeds United,Ethan Ampadu,ethan-ampadu,E. Ampadu,D,4,182,2573,M,847097,EUR,968889600,D,4,4,False,103.0,96.0,6.0,3.0,0.0,64.0,64.0,39.0,7.0,4.0,,83.0,118.0,6.7,10.0,0,,,32.0,,1.0,3.0,5.0,,,,1.0,3.0,2.0,1.0,1.0,,,True,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
13339706,home,Leeds United,Pascal Struijk,pascal-struijk,P. Struijk,D,5,190,1358,M,836675,EUR,934329600,D,5,5,False,82.0,69.0,8.0,2.0,0.0,48.0,53.0,29.0,1.0,3.0,,90.0,88.0,6.4,13.0,1,,,21.0,,2.0,3.0,4.0,,,,1.0,2.0,2.0,,,,1.0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
13339706,home,Leeds United,Sam Byram,sam-byram,S. Byram,D,25,183,294,M,254713,EUR,748137600,D,25,25,False,36.0,31.0,3.0,1.0,0.0,17.0,17.0,21.0,1.0,6.0,,69.0,44.0,6.4,6.0,0,,,15.0,2.0,,2.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,
13339706,home,Leeds United,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,209,M,45686,EUR,653702400,M,23,23,False,53.0,48.0,2.0,2.0,0.0,24.0,27.0,26.0,1.0,3.0,,69.0,63.0,6.8,7.0,0,,,24.0,,3.0,4.0,4.0,,,,2.0,1.0,,,1.0,,2.0,,,1.0,,1.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,
13339706,home,Leeds United,Joe Rothwell,joe-rothwell,J. Rothwell,M,48,185,269,M,190853,EUR,789782400,M,8,8,False,78.0,77.0,1.0,1.0,0.0,39.0,39.0,46.0,1.0,6.0,,90.0,93.0,7.5,7.0,3,,,39.0,7.0,,1.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,
13339706,home,Leeds United,Sam Chambers,sam-chambers,S. Chambers,M,42,176,187,M,1584929,EUR,1187395200,M,42,42,False,16.0,13.0,,,0.0,5.0,5.0,12.0,,1.0,,69.0,29.0,6.3,9.0,2,Sam Chambers,,9.0,1.0,1.0,5.0,4.0,,,,,1.0,,2.0,2.0,,1.0,,,1.0,,5.0,2.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,
13339706,home,Leeds United,Wilfried Gnonto,wilfried-gnonto,W. Gnonto,M,29,170,3599,M,998951,EUR,1067990400,M,29,29,False,28.0,21.0,,,0.0,6.0,8.0,22.0,,2.0,,80.0,53.0,7.5,17.0,3,,,16.0,2.0,1.0,2.0,9.0,2.0,2.0,,1.0,1.0,1.0,5.0,,,1.0,,,2.0,,7.0,,,1.0,,,1.0,,,,2.0,1.0,,,,,,,,
13339706,home,Leeds United,Largie Ramazani,largie-ramazani,L. Ramazani,M,17,167,1612,M,909966,EUR,983232000,M,17,17,False,23.0,21.0,1.0,1.0,0.0,3.0,3.0,22.0,1.0,2.0,,90.0,48.0,6.9,13.0,3,,,18.0,2.0,,8.0,5.0,4.0,,,1.0,4.0,2.0,1.0,,,,,1.0,2.0,,3.0,1.0,,3.0,,,,,,,,,,,,,,,,
13339706,home,Leeds United,Mateo Joseph,mateo-joseph,M. Joseph,F,18,180,1221,M,1170693,EUR,1066521600,F,19,19,False,17.0,9.0,,,0.0,4.0,5.0,12.0,,2.0,,90.0,26.0,6.6,12.0,0,,,5.0,,,3.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,3.0,2.0,,,,,,1.0,,,,,,,,,,,,
13339706,home,Leeds United,Junior Firpo,junior-firpo,J. Firpo,D,23,184,2244,M,914835,EUR,840672000,D,3,3,True,20.0,16.0,,,0.0,9.0,12.0,9.0,,1.0,,21.0,34.0,6.5,7.0,1,,,7.0,1.0,,3.0,2.0,,,,,2.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,
13339706,home,Leeds United,Ao Tanaka,ao-tanaka,A. Tanaka,M,22,180,4911,M,871886,EUR,905385600,M,22,22,True,15.0,9.0,4.0,,0.0,4.0,7.0,8.0,,1.0,,21.0,22.0,6.6,8.0,0,,,5.0,,1.0,2.0,3.0,,,,,2.0,2.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
13339706,home,Leeds United,Manor Solomon,manor-solomon,M. Solomon,M,19,167,5465,M,862223,EUR,932774400,F,14,14,True,15.0,11.0,1.0,,0.0,2.0,3.0,13.0,,1.0,,21.0,25.0,7.1,7.0,0,,,9.0,1.0,,2.0,5.0,5.0,4.0,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
13339706,home,Leeds United,Joël Piroe,joel-piroe,J. Piroe,F,10,181,2103,M,850823,EUR,933552000,F,10,10,True,6.0,4.0,1.0,,0.0,3.0,3.0,3.0,,,,10.0,8.0,6.6,3.0,0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
13339706,home,Leeds United,James Debayo,james-debayo,J. Debayo,D,31,191,85,M,1394167,EUR,1121040000,D,37,37,True,16.0,15.0,1.0,,0.0,12.0,12.0,4.0,,,,13.0,16.0,6.5,1.0,0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13339706,home,Leeds United,Illan Meslier,illan-meslier,I. Meslier,G,16,196,1701,M,906076,EUR,951955200,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13339706,home,Leeds United,Jayden Bogle,bogle-jayden,J. Bogle,D,2,178,807,M,929132,EUR,964656000,D,2,2,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13339706,home,Leeds United,Brenden Aaronson,brenden-aaronson,B. Aaronson,M,11,178,2605,M,973431,EUR,972172800,M,11,11,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13339706,home,Leeds United,Ilia Gruev,ilia-gruev,I. Gruev,M,44,185,2656,M,911679,EUR,957571200,M,44,44,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13339706,away,Millwall,Liam Roberts,liam-roberts,L. Roberts,G,1,183,46,M,879657,EUR,785376000,G,13,13,False,23.0,6.0,22.0,5.0,0.0,1.0,2.0,21.0,2.0,4.0,1.0,90.0,33.0,9.2,17.0,0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,8.0,1.0,1.0,,
13339706,away,Millwall,Wes Harding,wes-harding,W. Harding,D,45,181,89,M,892397,EUR,845769600,D,45,45,False,29.0,23.0,2.0,,0.0,12.0,13.0,19.0,3.0,2.0,,90.0,46.0,6.9,10.0,0,,,12.0,3.0,,1.0,,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
13339706,away,Millwall,Japhet Tanganga,japhet-tanganga,J. Tanganga,D,2,186,700,M,836693,EUR,922838400,D,6,6,False,35.0,32.0,5.0,2.0,0.0,20.0,20.0,15.0,2.0,2.0,,90.0,48.0,6.9,7.0,0,,,12.0,,,3.0,2.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,
13339706,away,Millwall,Jake Cooper,jake-cooper,J. Cooper,D,5,199,99,M,358220,EUR,791769600,D,5,5,False,34.0,26.0,6.0,2.0,0.0,19.0,20.0,14.0,9.0,3.0,,90.0,47.0,7.4,8.0,0,,,7.0,,2.0,,4.0,1.0,1.0,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,1.0,,,,,,,,,,,,
13339706,away,Millwall,Joe Bryan,joe-bryan,J. Bryan,D,23,170,93,M,205028,EUR,748224000,D,15,15,False,25.0,20.0,3.0,1.0,1.0,9.0,12.0,13.0,5.0,6.0,,90.0,63.0,7.8,10.0,1,,,11.0,,,4.0,7.0,3.0,3.0,,1.0,3.0,3.0,1.0,2.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,
