match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_totalClearance,stat_fouls,player_firstName,player_lastName,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_dispossessed,stat_wonContest,stat_goals,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_lastManTackle,stat_penaltyConceded
12448286,home,AFC Ajax,Remko Pasveer,remko-pasveer,R. Pasveer,G,22,186,801,M,2622,EUR,437097600,G,22,22,False,26.0,20.0,8.0,2.0,0.0,18.0,20.0,2.0,6.0,8.0,1.0,2.0,2.0,90.0,34.0,6.6,6.0,0.00069254,0,0.3596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448286,home,AFC Ajax,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2450,M,982778,EUR,1042848000,D,2,2,False,41.0,36.0,2.0,,0.0,18.0,19.0,20.0,24.0,4.0,,,,90.0,73.0,7.8,8.0,0.232975,1,,2.0,2.0,1.0,1.0,5.0,12.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,5.0,0.0518,1.0,,,,,,,,,,,,,,,,,,,
12448286,home,AFC Ajax,Daniele Rugani,daniele-rugani,D. Rugani,D,24,188,2109,M,139273,EUR,775440000,D,24,24,False,88.0,80.0,10.0,6.0,0.0,44.0,45.0,36.0,43.0,7.0,,,,90.0,110.0,7.5,11.0,0.0401694,1,,,,3.0,5.0,3.0,8.0,,,,,1.0,2.0,2.0,,1.0,1.0,0.041,,1.0,5.0,1.0,,,,,,,,,,,,,,,,
12448286,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182,1216,M,1000228,EUR,1047859200,D,15,15,False,99.0,91.0,5.0,2.0,0.0,46.0,48.0,45.0,51.0,10.0,,,,90.0,106.0,7.0,9.0,0.0346377,0,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12448286,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15501,M,1153079,EUR,1141689600,D,4,4,False,39.0,34.0,,,0.0,12.0,13.0,22.0,26.0,4.0,,,,45.0,45.0,7.0,5.0,0.144289,1,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,,0.0239,,,,,,,1.0,,,,,,,,,,,,,
12448286,home,AFC Ajax,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179,1575,M,97410,EUR,730252800,M,18,18,False,45.0,41.0,,,0.0,15.0,17.0,26.0,28.0,7.0,,,,90.0,52.0,7.1,4.0,0.0515136,1,,,,1.0,,2.0,,,,,,2.0,,,,,,0.1957,,,1.0,1.0,,,,1.0,0.3507,,,,,,,,,,,
12448286,home,AFC Ajax,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183,6342,M,42694,EUR,645580800,M,6,6,False,75.0,68.0,9.0,4.0,1.0,21.0,21.0,47.0,56.0,7.0,,,,68.0,86.0,8.0,11.0,0.124005,1,,2.0,,,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,0.0429,4.0,1.0,,,,,,,,jordanhenderson,True,1.0,,,,,,,,
12448286,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3631,M,959806,EUR,1021507200,M,8,8,False,34.0,28.0,2.0,1.0,0.0,10.0,11.0,18.0,23.0,1.0,,,,57.0,44.0,7.5,9.0,0.374345,1,,,,2.0,,4.0,2.0,1.0,1.0,,,,,,,2.0,1.0,0.1082,1.0,,1.0,,,,1.0,1.0,0.2161,,,1.0,1.0,1.0,,,,,,
12448286,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182,1909,M,100386,EUR,693100800,F,23,23,False,51.0,43.0,6.0,4.0,0.0,13.0,15.0,30.0,40.0,6.0,,,,90.0,66.0,7.4,16.0,0.0817098,1,,4.0,,1.0,,5.0,3.0,2.0,,,,,,2.0,2.0,,1.0,0.7884,,,,,,,,1.0,0.9235,,,2.0,,1.0,,,,,,
12448286,home,AFC Ajax,Brian Brobbey,brobbey-brian,B. Brobbey,F,9,180,7090,M,910048,EUR,1012521600,F,9,9,False,25.0,22.0,,,0.0,5.0,6.0,17.0,19.0,2.0,,,,57.0,33.0,6.6,5.0,0.0625598,2,,,,4.0,,6.0,2.0,,1.0,,2.0,,,,,1.0,2.0,0.7327,1.0,,1.0,1.0,,,,,,brianbrobbeyy,,,,,2.0,1.0,,,,
