match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_totalOffside,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goodHighClaim,player_sofascoreId,stat_goals
11067524,home,Cruzeiro,Rafael Cabral,rafael-cabral,Rafael Cabral,G,1,186,340,M,124980,EUR,643161600,G,1,1,False,True,22.0,19.0,6.0,3.0,17.0,17.0,2.0,5.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,90.0,30.0,6.7,3.0,0.0,0.0,0.00070511,0,-0.4652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067524,home,Cruzeiro,William,william,William,D,12,176,2476,M,604274,EUR,796867200,D,12,12,False,,51.0,45.0,7.0,5.0,17.0,20.0,31.0,38.0,2.0,7.0,,,,,,90.0,83.0,7.6,14.0,0.0,0.0,0.168395,0,,,,7.0,3.0,1.0,3.0,6.0,5.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,
11067524,home,Cruzeiro,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,27,27,False,,61.0,53.0,7.0,5.0,37.0,41.0,16.0,20.0,4.0,8.0,,,,,,90.0,75.0,6.5,10.0,0.1469,0.0,0.0221214,1,,,,,,4.0,7.0,6.0,1.0,,,1.0,1.0,1.0,5.0,,2.0,1.0,1.0,1.0,,,,,,,,,,
11067524,home,Cruzeiro,Luciano Castan,luciano-castan,Luciano Castan,D,4,187,212,M,845110,EUR,621648000,D,4,4,False,,50.0,44.0,5.0,3.0,27.0,28.0,17.0,23.0,1.0,8.0,,,,,,90.0,61.0,7.1,9.0,0.0,0.0,0.00582018,0,,,,1.0,,1.0,4.0,5.0,,,,2.0,2.0,1.0,2.0,,,,3.0,2.0,2.0,1.0,,,,,,,,
11067524,home,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,3,3,False,,47.0,37.0,5.0,3.0,16.0,17.0,25.0,49.0,,7.0,,,,,,90.0,92.0,7.3,30.0,0.0781,0.0,0.478883,1,,,,19.0,4.0,1.0,8.0,5.0,1.0,1.0,,2.0,,1.0,1.0,4.0,,1.0,2.0,2.0,3.0,,4.0,1.0,,,,,,
11067524,home,Cruzeiro,Wallisson Luiz,wallisson-luiz,Wallisson Luiz,M,8,184,181,M,922601,EUR,874972800,M,5,5,False,,37.0,28.0,4.0,3.0,12.0,16.0,16.0,21.0,,5.0,,,,,,85.0,51.0,6.2,13.0,0.6681,0.0,0.0167287,2,,,,,,2.0,9.0,6.0,3.0,1.0,,1.0,,2.0,3.0,,,,1.0,1.0,3.0,,1.0,,1.0,2.0,,,,
11067524,home,Cruzeiro,Matheus Jussa,matheus-jussa,Matheus Jussa,M,22,183,183,M,794849,EUR,827452800,M,18,18,False,,35.0,29.0,9.0,5.0,12.0,14.0,17.0,21.0,,6.0,,,,,,60.0,42.0,6.4,7.0,0.1359,0.3314,0.0107408,2,,,,,,,5.0,1.0,,,,1.0,,1.0,3.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,
11067524,home,Cruzeiro,Mateus Vital,mateus-vital,Mateus Vital,M,10,175,769,M,823653,EUR,887241600,M,7,7,False,,46.0,40.0,2.0,2.0,12.0,13.0,28.0,36.0,,3.0,,,,,,90.0,64.0,7.0,14.0,0.0249,0.0481,0.0226963,1,,,,3.0,,,3.0,7.0,5.0,3.0,,,3.0,4.0,1.0,1.0,,,,,,,,,,,1.0,,,
11067524,home,Cruzeiro,Wesley Ribeiro,wesley,W. Ribeiro,M,21,175,1823,M,985766,EUR,922752000,F,11,11,False,,17.0,12.0,,,3.0,4.0,10.0,16.0,,2.0,,,,,,72.0,42.0,7.2,13.0,0.3449,0.1203,0.0809853,4,,,,3.0,1.0,4.0,3.0,12.0,6.0,5.0,,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,
11067524,home,Cruzeiro,Gilberto,gilberto,Gilberto,F,9,178,814,M,158561,EUR,613008000,F,21,21,False,,5.0,4.0,,,2.0,2.0,2.0,3.0,1.0,,,,,,,60.0,11.0,6.6,3.0,0.0927,0.0,0.0018693,2,,,,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,,,1.0,,,,
