match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wasFouled,stat_accurateCross,stat_dispossessed,stat_wonTackle,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11004309,home,Juventus,Mattia Perin,mattia-perin,M. Perin,G,1,188,3286,M,79645,EUR,721353600,G,36,36,False,39.0,29.0,19.0,9.0,27.0,30.0,2.0,9.0,12.0,2.0,1.0,90.0,49.0,7.1,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004309,home,Juventus,Danilo,danilo,Danilo,D,13,184,15246,M,124992,EUR,679536000,D,6,6,False,82.0,76.0,14.0,9.0,55.0,57.0,21.0,26.0,2.0,,,90.0,89.0,7.4,7.0,0,Danilo,True,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11004309,home,Juventus,Bremer,bremer,Bremer,D,3,188,9607,M,885197,EUR,858643200,D,3,3,False,59.0,50.0,9.0,1.0,45.0,48.0,5.0,11.0,4.0,,,90.0,66.0,7.2,9.0,1,Bremer,,,1.0,6.0,1.0,,,6.0,,,2.0,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11004309,home,Juventus,Alex Sandro,alex-sandro,A. Sandro,D,26,181,13338,M,84854,EUR,664848000,D,12,12,False,70.0,64.0,6.0,5.0,50.0,53.0,14.0,17.0,4.0,,,90.0,87.0,7.5,6.0,0,alxsndro12,,,2.0,1.0,6.0,1.0,1.0,5.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,
11004309,home,Juventus,Juan Cuadrado,juan-cuadrado,J. Cuadrado,M,11,179,11258,M,47743,EUR,580608000,M,11,11,False,46.0,39.0,4.0,3.0,25.0,28.0,16.0,22.0,3.0,,,88.0,73.0,6.4,14.0,0,cuadrado,,4.0,,9.0,3.0,2.0,,1.0,,1.0,3.0,,,,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,
11004309,home,Juventus,Nicolò Fagioli,nicolo-fagioli,N. Fagioli,M,44,178,4329,M,901850,EUR,981936000,M,44,44,False,22.0,18.0,,,6.0,8.0,12.0,16.0,2.0,,,64.0,28.0,6.1,8.0,0,nicolofagioli,,2.0,,6.0,1.0,1.0,,,,,3.0,1.0,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,
11004309,home,Juventus,Manuel Locatelli,manuel-locatelli,M. Locatelli,M,5,185,8636,M,363860,EUR,884217600,M,5,5,False,51.0,45.0,8.0,5.0,28.0,29.0,17.0,22.0,6.0,,,90.0,70.0,7.5,12.0,1,locamanuel73,,,,2.0,,1.0,,2.0,4.0,3.0,,1.0,,,,,1.0,,,,,1.0,,4.0,,,,,,,,,,,
11004309,home,Juventus,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11334,M,250737,EUR,796867200,M,25,25,False,25.0,19.0,,,9.0,9.0,10.0,16.0,5.0,,,90.0,34.0,6.7,6.0,1,adrienrabiot_25,,,3.0,4.0,5.0,,,1.0,,3.0,3.0,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
11004309,home,Juventus,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,126588,EUR,720576000,M,17,17,False,41.0,32.0,5.0,2.0,19.0,23.0,16.0,28.0,7.0,,,90.0,63.0,8.1,16.0,3,filipkostic,,10.0,1.0,1.0,2.0,,,1.0,,,,4.0,,,,1.0,1.0,,1.0,,3.0,,,,,1.0,2.0,2.0,,,,,,,
11004309,home,Juventus,Federico Chiesa,federico-chiesa,F. Chiesa,F,14,175,40103,M,845386,EUR,877737600,F,7,7,False,20.0,14.0,1.0,,4.0,5.0,12.0,19.0,3.0,,,78.0,34.0,6.7,15.0,0,FedeChiesa,,4.0,,3.0,,,,,,,,2.0,,,,,,,,,2.0,3.0,,4.0,,,,,,,,,,,
11004309,home,Juventus,Dušan Vlahović,dusan-vlahovic,D. Vlahović,F,9,190,42890,M,832208,EUR,949017600,F,9,9,False,13.0,6.0,,,3.0,5.0,3.0,8.0,1.0,,,63.0,22.0,6.9,11.0,3,DV9,,,1.0,3.0,3.0,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,1.0,,3.0,,,,,3.0,,,,,,
11004309,home,Juventus,Moise Kean,moise-kean,M. Kean,F,20,183,15092,M,835601,EUR,951696000,F,18,18,True,1.0,,,,,,,1.0,,,,27.0,2.0,6.6,1.0,1,moise_kean,,,1.0,2.0,1.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,
11004309,home,Juventus,Fabio Miretti,fabio-miretti,F. Miretti,M,21,179,3302,M,1010223,EUR,1059868800,M,20,20,True,7.0,6.0,1.0,1.0,,,6.0,7.0,1.0,,,26.0,12.0,6.7,2.0,1,,,,1.0,1.0,2.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
11004309,home,Juventus,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84253,M,30027,EUR,571795200,M,22,22,True,6.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,,,,12.0,14.0,6.7,4.0,1,ÁDiMaría,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,
11004309,home,Juventus,Mattia De Sciglio,mattia-de-sciglio,M. De Sciglio,D,,183,1060,M,137667,EUR,719539200,D,2,2,True,2.0,2.0,,,,,2.0,2.0,,,,8.0,3.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004309,home,Juventus,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,94925,M,50490,EUR,640396800,G,1,1,True,,,,,,,,,,,,,,,,0,wojciech.szczesny1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004309,home,Juventus,Carlo Pinsoglio,carlo-pinsoglio,C. Pinsoglio,G,23,194,2117,M,46420,EUR,637545600,G,23,23,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004309,home,Juventus,Federico Gatti,federico-gatti,F. Gatti,D,4,190,4989,M,1128063,EUR,898646400,D,15,15,True,,,,,,,,,,,,,,,,0,FedericoGatti,,,,,,,,,,,,,Federico Gatti,,,,,,,,,,,,,,,,,,,,,,
11004309,home,Juventus,Daniele Rugani,daniele-rugani,D. Rugani,D,24,188,2113,M,139273,EUR,775440000,D,24,24,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004309,home,Juventus,Leandro Paredes,leandro-paredes,L. Paredes,M,5,180,25645,M,255389,EUR,772848000,M,32,32,True,,,,,,,,,,,,,,,,0,LeoParedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004309,home,Juventus,Matías Soulé,matias-soule,M. Soulé,F,18,182,12547,M,1082406,EUR,1050364800,M,30,30,True,,,,,,,,,,,,,,,,0,matiassoule11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004309,home,Juventus,Samuel Iling Junior,samuel-iling-junior,S. I. Junior,F,19,182,2442,M,996919,EUR,1065225600,F,43,43,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004309,away,Lazio,Luís Maximiano,luis-maximiano,L. Maximiano,G,81,190,766,M,845797,EUR,915494400,G,1,1,False,24.0,20.0,12.0,9.0,20.0,22.0,,2.0,10.0,,4.0,90.0,37.0,6.5,4.0,0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0
11004309,away,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,750,M,273405,EUR,754531200,D,29,29,False,56.0,52.0,3.0,1.0,24.0,28.0,28.0,35.0,5.0,,,90.0,84.0,6.5,17.0,0,,,7.0,,5.0,2.0,4.0,2.0,2.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,3.0,,,,,,,,,,,
11004309,away,Lazio,Patric,patric,Patric,D,4,184,503,M,217784,EUR,735004800,D,4,4,False,61.0,55.0,10.0,8.0,31.0,32.0,24.0,29.0,8.0,,,90.0,67.0,7.0,6.0,0,,,,1.0,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11004309,away,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1926,M,227864,EUR,789868800,D,13,13,False,55.0,53.0,8.0,6.0,25.0,25.0,28.0,30.0,3.0,,,78.0,62.0,6.7,2.0,0,,,,,2.0,1.0,,,1.0,,2.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
