match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyConceded,stat_keyPass,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,player_sofascoreId,captain,stat_accurateCross,stat_shotOffTarget,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_penaltyWon
11453124,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000,G,48,48,False,23.0,18.0,11.0,6.0,17.0,19.0,1.0,4.0,1.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,90.0,33.0,7.2,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453124,home,Al-Ettifaq,Jack Hendry,,,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800,D,4,4,False,58.0,51.0,8.0,4.0,30.0,32.0,21.0,26.0,2.0,4.0,,,,,,,90.0,66.0,6.5,7.0,1,1.0,3.0,2.0,5.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11453124,home,Al-Ettifaq,Marcel Tisserand,,,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000,D,32,32,False,44.0,41.0,6.0,5.0,26.0,26.0,15.0,18.0,2.0,3.0,,,,,,,90.0,50.0,6.6,4.0,0,1.0,1.0,2.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11453124,home,Al-Ettifaq,Abdullah Al Khateeb,,,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400,D,70,70,False,49.0,43.0,1.0,1.0,23.0,24.0,20.0,26.0,1.0,5.0,,,,,,,90.0,59.0,6.9,7.0,0,,2.0,2.0,3.0,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11453124,home,Al-Ettifaq,Radhi Al-Oteibi,,,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000,M,61,61,False,25.0,21.0,1.0,,5.0,6.0,16.0,22.0,3.0,4.0,,,,,,,71.0,42.0,6.7,10.0,0,,2.0,2.0,4.0,,1.0,1.0,1.0,1.0,3.0,,,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
11453124,home,Al-Ettifaq,Jordan Henderson,,,jordan-henderson,J. Henderson,M,6,183.0,6336,M,42694,EUR,645580800,M,10,10,False,77.0,65.0,11.0,8.0,26.0,27.0,41.0,59.0,,5.0,,,,,,,90.0,89.0,7.1,20.0,1,,1.0,2.0,1.0,,,1.0,,,,,,9.0,1.0,,,,,jordanhenderson,True,2.0,1.0,,,,,,,,,
11453124,home,Al-Ettifaq,Ali Hazazi,,,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600,M,11,11,False,37.0,35.0,5.0,4.0,20.0,21.0,15.0,17.0,,9.0,,,,,,,71.0,46.0,7.1,5.0,0,,,4.0,3.0,,,3.0,,1.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,
11453124,home,Al-Ettifaq,Hamdan Al-Shamrani,,,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600,M,13,13,False,14.0,9.0,3.0,1.0,6.0,8.0,3.0,6.0,1.0,3.0,,,,,,,45.0,21.0,6.5,7.0,0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453124,home,Al-Ettifaq,Robin Quaison,,,robin-quaison,R. Quaison,F,,184.0,385,M,163565,EUR,750124800,F,99,99,False,18.0,15.0,3.0,2.0,7.0,7.0,8.0,12.0,,2.0,,,,,,,90.0,28.0,6.6,7.0,1,2.0,,6.0,2.0,1.0,1.0,1.0,,,2.0,,,1.0,2.0,,,1.0,,,,,,1.0,,1.0,,,,,,
11453124,home,Al-Ettifaq,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183.0,2632,M,318653,EUR,837129600,F,9,9,False,12.0,8.0,,,4.0,4.0,4.0,8.0,1.0,2.0,,,,,,,77.0,20.0,6.2,5.0,2,1.0,1.0,4.0,2.0,,,3.0,,,1.0,,,,,1.0,1.0,,,,,,2.0,,,,2.0,1.0,,,,
