match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_interceptionWon,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_goalAssist,stat_wonContest,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_punches
10382054,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,True,22.0,17.0,11.0,6.0,13.0,13.0,4.0,9.0,10.0,1.0,3.0,3.0,90.0,33.0,7.6,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382054,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,,26.0,17.0,4.0,2.0,11.0,13.0,7.0,19.0,1.0,,,,90.0,53.0,7.0,18.0,0,6.0,1.0,2.0,1.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,
10382054,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,D,4,4,False,,33.0,28.0,4.0,1.0,20.0,22.0,8.0,12.0,5.0,,,,90.0,49.0,6.9,7.0,0,1.0,,3.0,,9.0,2.0,2.0,,1.0,,8.0,1.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,
10382054,home,Excelsior,Kik Pierie,,,kik-pierie,K. Pierie,D,,182,163,M,843762,EUR,964051200,D,3,3,False,,38.0,25.0,9.0,1.0,17.0,24.0,8.0,14.0,3.0,,,,90.0,49.0,7.7,13.0,2,,,4.0,4.0,5.0,4.0,,,,,3.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10382054,home,Excelsior,Arthur Zagre,Arthur,Zagre,zagre-arthur,A. Zagre,D,12,168,411,M,910053,EUR,1002153600,D,12,12,False,,3.0,,,,,,,3.0,,,,,11.0,5.0,6.4,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382054,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,8,8,False,,25.0,19.0,2.0,1.0,4.0,7.0,16.0,21.0,8.0,,,,87.0,45.0,8.4,15.0,3,3.0,1.0,,1.0,5.0,5.0,,3.0,3.0,1.0,,3.0,2.0,,1.0,1.0,,1.0,2.0,1.0,,1.0,1.0,2.0,,,,,
10382054,home,Excelsior,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,23,23,False,,51.0,43.0,7.0,3.0,24.0,26.0,19.0,25.0,13.0,,,,90.0,66.0,7.0,11.0,0,,,1.0,2.0,5.0,5.0,2.0,1.0,,,3.0,3.0,2.0,,,1.0,1.0,,,,,,,2.0,,,,,
10382054,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,33,33,False,,22.0,17.0,4.0,3.0,7.0,7.0,14.0,20.0,4.0,,,,90.0,36.0,7.7,6.0,0,5.0,4.0,3.0,,6.0,5.0,1.0,,2.0,,,3.0,3.0,,4.0,,2.0,,,,1.0,,2.0,,,,,,
10382054,home,Excelsior,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,F,10,10,False,,23.0,17.0,1.0,,4.0,5.0,15.0,25.0,2.0,,,,83.0,44.0,7.3,13.0,2,7.0,2.0,1.0,1.0,6.0,4.0,1.0,,3.0,2.0,,,,2.0,3.0,,2.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,
10382054,home,Excelsior,Lazaros Lamprou,Lazaros,Lamprou,lazaros-lamprou,L. Lamprou,M,7,177,177,M,823856,EUR,882403200,F,22,22,False,,14.0,10.0,,,4.0,4.0,6.0,10.0,2.0,,,,45.0,22.0,6.5,8.0,1,,,3.0,2.0,5.0,2.0,,1.0,1.0,,,,,,,,,1.0,,,,,,2.0,,,1.0,,
