match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,player_lastName,player_sofascoreId,stat_accurateCross,stat_keyPass,captain,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_goodHighClaim,stat_clearanceOffLine,stat_totalOffside
10389883,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,22.0,10.0,15.0,4.0,9.0,14.0,1.0,8.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,90.0,28.0,6.6,12.0,0.0,0.0,6.99e-05,0,-0.3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389883,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,29.0,25.0,2.0,,16.0,17.0,9.0,14.0,1.0,4.0,2.0,4.0,,,,72.0,45.0,6.4,6.0,0.0,0.0,0.00715502,0,,Enzo Tchato Mbiayi,2.0,5.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10389883,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,27.0,25.0,2.0,1.0,21.0,21.0,4.0,6.0,3.0,4.0,4.0,2.0,,,,90.0,40.0,6.5,4.0,0.171,0.0,0.00059104,2,,,,7.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
10389883,home,Montpellier,Boubakar Kouyaté,boubakar-kouyate,B. Kouyaté,D,25,192,907,M,848537,EUR,861062400,D,4,4,False,41.0,35.0,4.0,2.0,27.0,29.0,8.0,12.0,2.0,10.0,2.0,9.0,,,,90.0,59.0,7.6,6.0,0.1339,0.0,0.153215,1,,,,4.0,2.0,5.0,2.0,1.0,1.0,,,,,,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,
10389883,home,Montpellier,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,3,3,False,38.0,28.0,3.0,2.0,8.0,10.0,22.0,34.0,3.0,7.0,1.0,7.0,,,,90.0,62.0,6.9,18.0,0.0613,0.0,0.0828103,1,,Issiaga,6.0,3.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,3.0,2.0,1.0,,,1.0,Sylla,ISylla,2.0,1.0,,,,,,,,
10389883,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,40.0,34.0,3.0,3.0,20.0,21.0,19.0,30.0,,3.0,,10.0,,,,90.0,62.0,7.3,13.0,0.038,0.0,0.224465,1,,,11.0,7.0,4.0,3.0,2.0,2.0,,1.0,1.0,,4.0,,,,,,,,,5.0,2.0,,,,,,,,
10389883,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,74.0,63.0,8.0,6.0,26.0,27.0,37.0,49.0,1.0,5.0,3.0,5.0,,,,90.0,88.0,7.1,14.0,0.0218,0.0,0.279823,1,,,2.0,4.0,1.0,2.0,1.0,2.0,,1.0,1.0,,2.0,,,,,,2.0,,,,2.0,True,,,,,,,
10389883,home,Montpellier,Khalil Fayad,khalil-fayad,K. Fayad,M,10,172,588,M,1387157,EUR,1086739200,M,22,22,False,25.0,21.0,,,6.0,8.0,17.0,22.0,,2.0,,3.0,,,,72.0,34.0,7.2,7.0,0.0528,0.0,0.20067,1,,Khalil Fayad,5.0,3.0,,,,2.0,1.0,,1.0,,,,1.0,1.0,,,1.0,,,2.0,5.0,,,,,,,,
10389883,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,F,7,7,False,25.0,22.0,2.0,2.0,10.0,11.0,12.0,17.0,,9.0,,13.0,,,,89.0,47.0,6.9,12.0,0.5122,0.4221,0.0212885,3,,,3.0,7.0,1.0,,,,2.0,3.0,1.0,,,2.0,4.0,3.0,2.0,,6.0,,,,,,1.0,,,,,,
10389883,home,Montpellier,Elye Wahi,elye-wahi,E. Wahi,F,11,180,3162,M,979315,EUR,1041465600,F,21,21,False,13.0,9.0,,,2.0,3.0,7.0,12.0,1.0,5.0,,1.0,,,,90.0,33.0,6.9,14.0,0.1874,0.0,0.00961059,2,,,2.0,9.0,,1.0,,2.0,3.0,1.0,1.0,1.0,,3.0,6.0,2.0,,,1.0,,e.wahi7,,2.0,,,1.0,1.0,,,,
