match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_wasFouled,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_savedShotsFromInsideTheBox,stat_goalAssist,stat_errorLeadToAGoal,stat_ownGoals,player_sofascoreId,stat_totalOffside
11092222,home,Ümraniyespor,Orkun Özdemir,,,orkun-ozdemir,O. Özdemir,G,190,20,M,953335,EUR,798595200,G,13,13,False,26.0,15.0,18.0,7.0,9.0,11.0,6.0,15.0,4.0,1.0,90.0,28.0,6.0,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11092222,home,Ümraniyespor,Serkan Göksu,,,serkan-goksu,S. Göksu,M,182,8,M,595044,EUR,737769600,D,8,8,False,19.0,14.0,4.0,3.0,6.0,9.0,9.0,12.0,5.0,,76.0,45.0,7.0,12.0,0,8,2.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11092222,home,Ümraniyespor,Tomislav Glumac,,,tomislav-glumac,T. Glumac,D,194,39,M,93736,EUR,674179200,D,44,44,False,36.0,23.0,12.0,3.0,19.0,26.0,4.0,10.0,5.0,,90.0,49.0,6.8,13.0,0,44,,,,4.0,1.0,7.0,,,8.0,2.0,3.0,3.0,1.0,True,,,,,,,,,,,,,,,,,,,
11092222,home,Ümraniyespor,Alexandru Epureanu,,,alexandru-epureanu,A. Epureanu,D,187,54,,18577,EUR,528163200,D,24,24,False,29.0,24.0,6.0,4.0,19.0,20.0,5.0,9.0,4.0,,90.0,47.0,7.2,6.0,2,6,,,1.0,2.0,4.0,9.0,,1.0,7.0,,5.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11092222,home,Ümraniyespor,Onur Atasayar,,,atasayar-onur,O. Atasayar,D,184,9,M,785819,EUR,788918400,D,16,16,False,29.0,18.0,6.0,3.0,11.0,15.0,8.0,16.0,9.0,,90.0,52.0,6.3,14.0,0,16,2.0,1.0,,1.0,6.0,4.0,2.0,,3.0,1.0,1.0,,2.0,,,,,,4.0,2.0,,,,,,,,,,,,,
11092222,home,Ümraniyespor,Oğuz Gürbulak,,,oguz-gurbulak,O. Gürbulak,M,178,15,M,139439,EUR,713404800,M,20,20,False,17.0,16.0,1.0,1.0,9.0,10.0,8.0,9.0,3.0,,67.0,32.0,6.9,6.0,0,20,2.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,
11092222,home,Ümraniyespor,Kartal Kayra Yılmaz,,,kartal-kayra-yilmaz,K. K. Yılmaz,M,177,1057,M,966811,EUR,973296000,M,41,41,False,25.0,21.0,4.0,3.0,9.0,12.0,14.0,20.0,6.0,,90.0,42.0,7.1,10.0,0,17,7.0,2.0,1.0,,3.0,2.0,2.0,,1.0,2.0,1.0,,,,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,
11092222,home,Ümraniyespor,Antonio Mršić,Antonio,Mršić,antonio-mrsic,A. Mršić,M,187,32,M,99233,EUR,549849600,M,39,39,False,14.0,8.0,3.0,2.0,3.0,4.0,5.0,14.0,3.0,,76.0,28.0,7.2,13.0,0,18,4.0,,1.0,1.0,4.0,6.0,,2.0,,,2.0,,2.0,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
11092222,home,Ümraniyespor,Geraldo,,,geraldo,Geraldo,M,170,192,M,244089,EUR,690854400,F,29,29,False,14.0,11.0,1.0,,5.0,5.0,6.0,12.0,5.0,,67.0,28.0,6.4,11.0,0,29,3.0,,,2.0,6.0,5.0,3.0,1.0,,,,,1.0,,,,,2.0,3.0,1.0,,2.0,,,,,,,,,,,
11092222,home,Ümraniyespor,Umut Nayir,,,mehmet-umut-nayir,U. Nayir,F,191,738,M,284767,EUR,741225600,F,18,18,False,14.0,7.0,,,4.0,5.0,3.0,9.0,4.0,,90.0,23.0,6.2,7.0,3,18,,,2.0,4.0,3.0,7.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,2.0,2.0,,,,,,,
