match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_totalContest,stat_unsuccessfulTouch,stat_totalOffside,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_challengeLost,stat_wonContest,stat_wonTackle,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_bigChanceMissed
14025212,home,Manchester City,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,25,25,False,26.0,19.0,9.0,3.0,0.0,17.0,20.0,2.0,6.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,90.0,36.0,7.1,8.0,0.00026709,20.368360423796,4.0,12.027500382998,0.0,0.1992,0,0.4596,-0.05,0.01,-0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025212,home,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,matheusnunes,945122,EUR,904176000,D,27,27,False,53.0,45.0,1.0,,0.0,15.0,20.0,30.0,33.0,,,1.0,6.0,,,,60.0,67.0,6.4,14.0,0.0121038,178.13297682976,22.0,53.579063168874,1.0,,0,,-0.05,0.0,-0.02,,,,2.0,3.0,3.0,1.0,2.0,14.1759794133,17.01960707537,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14025212,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,86.0,81.0,8.0,4.0,0.0,44.0,45.0,37.0,41.0,2.0,5.0,3.0,5.0,,,,90.0,99.0,7.7,5.0,0.0115753,401.17182868668,42.0,185.51758262335,4.0,,0,,0.26,0.25,0.38,,,,,2.0,,,,23.751474398346,81.019317407336,,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14025212,home,Manchester City,Marc Guéhi,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,15,15,False,100.0,97.0,1.0,1.0,0.0,59.0,61.0,38.0,39.0,2.0,6.0,5.0,4.0,,,,90.0,118.0,8.6,6.0,0.0655356,348.83791326788,37.0,212.82126459637,4.0,,0,,0.34,0.27,1.0,,,,,4.0,2.0,1.0,,23.220803742775,84.638352002212,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
14025212,home,Manchester City,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,r_aitnouri,931278,EUR,991785600,D,21,21,False,49.0,46.0,2.0,1.0,0.0,16.0,18.0,30.0,31.0,,9.0,1.0,2.0,,,,90.0,74.0,7.5,10.0,0.0159777,234.339498432,21.0,144.95669910077,5.0,,0,,0.08,0.1,0.26,,,,1.0,4.0,4.0,3.0,,39.098886383023,140.51290034661,,1.0,,2.0,5.0,2.0,,2.0,5.0,1.0,,,,,,,,,,,,,,,,
14025212,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,97.0,89.0,13.0,12.0,0.0,43.0,46.0,46.0,51.0,,,,3.0,,,,71.0,102.0,7.2,11.0,0.0348052,170.84330199338,30.0,73.941750866849,0.0,,1,,0.34,0.15,-0.12,,,,,2.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.0252,-0.07,,,,,,,,,,,
14025212,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,49.0,46.0,1.0,1.0,1.0,17.0,17.0,29.0,32.0,,3.0,1.0,5.0,,,,71.0,64.0,7.0,8.0,0.0559138,243.31156372913,21.0,104.67204534298,6.0,,4,,-0.37,0.7,0.13,,,,3.0,5.0,4.0,,,26.023327884952,112.48406383847,2.0,,,,2.0,,1.0,1.0,,1.0,,,,0.1971,-0.43,1.0,2.0,2.0,0.2415,,,,,,,
14025212,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,58.0,53.0,,,0.0,26.0,27.0,27.0,31.0,,2.0,,8.0,,,,60.0,66.0,6.6,8.0,0.0257333,177.18711799388,22.0,47.81379962138,1.0,,0,,0.01,0.02,-0.01,,,,2.0,2.0,1.0,,,21.058832868145,24.9660585796,2.0,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,True,,,,,,
14025212,home,Manchester City,Nico O'Reilly,nico-o-reilly,N. O’Reilly,D,33,193,15962,M,,1142703,EUR,1111363200,M,33,33,False,41.0,36.0,2.0,2.0,0.0,16.0,16.0,20.0,25.0,,3.0,,2.0,,,,90.0,56.0,7.5,11.0,0.00940904,77.567712854775,10.0,16.502922243127,0.0,,5,,-0.04,0.1,-0.04,,Nico,O’Reilly,,5.0,3.0,3.0,,,,,,,,,2.0,1.0,1.0,,1.0,1.0,2.0,,0.4818,0.48,,1.0,2.0,0.5443,,1.0,,,,,
14025212,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,,,,1.0,,,,45.0,9.0,7.5,1.0,0.00200533,23.944312729905,5.0,4.6442810667353,0.0,,2,,-0.11,0.17,0.13,,,,,,,,,,,,,,,,,,,,,,,,0.1167,0.51,,1.0,1.0,0.5363,,1.0,,,,,
